"","SampleID","Achnanthidium","Acrochaete","Actinoptychus","Aglaothamnion","Akashiwo","Allapsa","Allas","Amastigomonas","Amphiprora","Amylax","Apusomonas","Askenasia","Aspidisca","Asterionella","Asterionellopsis","Attheya","Aulacantha","Aurantiochytrium","Aureococcus","Azadinium","Bacillaria","Bacterosira","Bathycoccus","Bellerochea","Bicoecea_XXX","Bicosoecida","Bispinodinium","Blastocystis","Blastodinium","Capsellina","Capsosiphon","Cavernomonas","CCW10-lineage_X","Centroheliozoa_XXXX","Cercomonas","Chaetoceros","Challengeron","Chaunacanthid","Chlamydomonadales_XX","Chlamydomonas","Chlorarachnion","Chlorodendrales_XX","Chroomonas","Chrysochromulina","Chrysophyceae_Clade-H_X","Clydonella","Colacium","Corallicollids_X","Corethron","Coscinodiscus","Craticula","Cryomonadida_XX","Cryothecomonas","Cycas","Cyclotrichium","Cylindrotheca","Desmarestia","Dinenympha","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-3_X","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-5_X","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-33_X","Dino-Group-II-Clade-40_X","Dino-Group-II-Clade-52_X","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-9_X","Diophrys","Diplodinium","Diplonemea_XX","Dolichomastigaceae-B","Ebria","Echinamoeba","Entamoeba","Eolimna","Epipyxis","Eubodonid_X","Eucampia","Euglypha","Euglyphida_XX","Euplotes","Flintiella","Florenciella","Fragilariopsis","Frontonia_1","Geminigera","Gloeodinium","Goniomonas","Gracilaria","Grinnellia","Guinardia","Gymnodinium","Gyrodiniellum","Gyrodinium","Haliphthoros","Haplosporidium","Hematodinium","Hepatocystis","Herdmania","Heteramoeba","Heterocapsa","Histiobalantium","Holosticha","Islandinium","Kahliella","Karotomorpha","Komma","Labyrinthula","Labyrinthulaceae_X","Leegaardiella","Leptocylindrus","Licmophora","Limnofilidae_X","Lithodesmium","LOS7N/I-lineage_X","Madanidinium","Mallomonas","Mantoniella","Margolisiellidae_X","Marimonadida_XX","Massisteria","MAST-12A_XX","MAST-12E_XX","MAST-1A_XX","MAST-1C_XX","MAST-1D_XX","MAST-2D_XX","MAST-3E_XX","MAST-3F_XX","MAST-3I_XX","MAST-7A_XX","Mataza-lineage_X","Mazzaella","Melosira","Metacylis","Micromonas","Micronuclearia","Myxophyllum","Nanofila","Navicula","Neovahlkampfia","Nephroselmis","Nitzschia","Novel-clade-2_X","Nusuttodinium","Ochromonas","OLIGO7_XX","Oomycota_XXX","Orthodonellidae_X","Oryza","Paracercomonas","Paraphysomonas","Parmales_env_2_X","Parmales_XX","Parvodinium","Paulinella","Paulsenella","Pedinellales_X","Pelagodinium","Pelagomonas","Pelagophyceae_XXX","Pentapharsodinium","Peregrinia","Peritromus","Petalomonadales_X","Phaeocystis","Phagomyxa","Philasterida_X","PHYLL_4_X","Picozoa_XXXX","Pirsonia","Placidiales_XX","Planktoniella","Pleurosira","Polarella","Polykrikos","Porosira","Porphyridium","Proboscia","Prorocentrum","Protaspa","Protaspa-lineage_X","Proterythropsis","Protocruzia","Protogastrostyla","Protoperidinium","Prymnesiophyceae_Clade_D_XX","Prymnesiophyceae_Clade_E_XX","Prymnesium","Psammoneis","Pseudendoclonium","Pseudo-nitzschia","Pseudobodo","Pseudocharaciopsis","Pseudochattonella","Pseudochilodonopsis","Pseudopedinella","Pseudopirsonia","Ptilonia","Pylaiella","Pyramimonas","Pyrsonympha","Raphid-pennate_X","Reckertia","Rhizosolenia","Rhogostoma-lineage_X","Sabulodinium","Sarcocystis10","Sinophysis","Skeletonema","Sphacelaria","Spongomonas","Stellarima","Stephanodiscus","Stoeckeria","Storeatula","Strombidiida_B_XX","Strombidiida_F_XX","Strombidiida_G_XX","Strombidiidae_M_X","Strombidiidae_Q_X","Suctoria_XX","Synedra","TAGIRI1-lineage_X","Telonema-Group-1","Telonema-Group-2","Telonemia-Group-1_X","Telonemia-Group-2_X","Thalassiosira","Thecadinium","Tintinnidae_X","Tintinnophagus","Tintinnopsis_05","Toxarium","Tracheleuglypha","Trichia","Trimastix","Trinema","Trinematidae_X","Triparma","Ulothrix","Unclassified Eukaryota","Uronychia","Urospora","Vahlkampfia","Ventrifissuridae_X","Voromonas","Vorticella","Woodruffides"
"1","20ppt3C_1",0.00050354417631793,0,0,0,0,0,0,0,0.0001084556687454,0,0,0,0,0,0.000542278343727002,0,0,0,0.000154936669636286,0.00272688538559864,0.000247898671418058,0,3.87341674090715e-05,0,0,0,0,0,0.000232405004454429,0,0,0,0.000224658170972615,0,0,0.102196227292094,0,0,0,0,0,0,0,0.00219235387535345,0,0,0,0,0.00510516326451563,0.00178951853429911,0,0,0.0110159972111399,0,0,0,0,0,6.19746678545145e-05,0,0,0,0,0,0,0,8.52151682999574e-05,0,0,0.0001626835031181,0,0,8.52151682999574e-05,0,0,2.32405004454429e-05,6.19746678545145e-05,0,0,7.74683348181431e-05,0,0,0.000805670682108688,0,0,0,0.00180501220126273,0.000131696169190843,0.229275283727776,0,9.29620017817717e-05,0,0,0,0,0,0,0,6.97215013363288e-05,0,0,0,0,0,0,0.000170430336599915,0,0,3.87341674090715e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804895998760507,0,0,0.000209164504008986,0,0,0,0,8.52151682999574e-05,0,0,0,0.0127048069101755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154936669636286,8.52151682999574e-05,0,0.000170430336599915,0,0,0,0,0,0,0.00596506178099702,0,0,0,0.0159197428051284,0,0,4.64810008908859e-05,0.00138668319324476,0,0,0.0105047062013402,0,0.000565518844172445,0,0.000596506178099702,0,9.29620017817717e-05,0,0,0.000170430336599915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322733082852384,0,0,0,0.00199868303830809,0,0.000325367006236201,0,0.405639694774761,8.52151682999574e-05,0,0,0,0,0,0,0.010094124026804,0,0,0,0,0,0,0.000472556842390673,0,0,0.000185924003563543,2.32405004454429e-05,0,0,5.42278343727002e-05,3.87341674090715e-05,0.0168261223225007,0,0,0,0,0.00121625285664485,0,0,0,0,0,0.000170430336599915,0,0.113862958515707,0,0,0,0,0,0,0
"2","20ppt3C_2",0.000780859296173789,0,0,0,0,0,0,0,9.65106995270976e-05,0,0,0,0,0,0.000561516797248568,0,0,0,9.65106995270976e-05,0.00236012528843539,0.000333400598366337,0,5.26421997420532e-05,0,0,0,0,0,0.000552743097291559,0,0,0,0.00023688989883924,0,0,0.0946506751362117,0,0,0,0,0,0,0,0.000780859296173789,0,0,0,0,0.00349193258288953,0.00190389289067092,0,0,0.0133711187344815,0,0,0,0,0,0.000149152899269151,0,0,0,0,0,0,2.63210998710266e-05,0,0,0,1.75473999140177e-05,0,0,5.26421997420532e-05,0,0,0,0,0,0,0,0,0,0.00046500609772147,0,0,0,0.00204427208998307,0.000105284399484106,0.262456460513963,0,0,0,0,0,0,0,0,0,6.14158996990621e-05,0,0,0,0,0,0,8.77369995700887e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38684997850444e-05,0,0,0,0,0,0,0,0.00639602726865947,0,0,0.000184247699097186,0,0,0,0,3.50947998280355e-05,0,0,0,0.0123884643392965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023688989883924,7.89632996130798e-05,0,0,0,0,0,0,0,0,0.0037551435815998,0,0,0,0.00747519236337156,0,0,0,0.00153539749247655,0,0,0.0120024215411881,0,0.000640480096861648,0,0.000517648297463523,0,3.50947998280355e-05,0,0,0.000193021399054195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336910078349141,0,0,0,0.0018775717907999,0,0.000175473999140177,0,0.394132149468752,0.000122831799398124,0,0,0,0,0,0,0.00684348596646692,0,5.26421997420532e-05,0,0,0,0,0.00110548619458312,0,0,0.000254437298753257,2.63210998710266e-05,0,0,1.75473999140177e-05,0,0.0168981461171991,0,0,0,0,0.000859822595786869,0,0,0,0,0,0.000219342498925222,0,0.113470261543996,0,0,0,0,0,0,0
"3","20ppt3C_3",0.000545302249231236,0,0,0,0,0,0,0,0.000567788939921184,0,0,0,0,6.18383993973567e-05,0.0018101786005408,0,0,0,0.00537431907489755,0.00611637986766583,0.00182704361855827,0,7.30817447423306e-05,0,0,3.37300360349218e-05,0,0,5.05950540523827e-05,0,0,0,0.000511572213196314,0,0.000163028507502122,0.0343315550108779,0,0,0,0,0,0,0,0.000680222393370924,0,0,0,0,0.194397441014599,0.00367095225513399,0,0,0.0032380834593525,0,8.43250900873046e-05,0,0.000163028507502122,0,7.87034174148176e-05,0,0,0,3.37300360349218e-05,0,0,0,7.87034174148176e-05,0,0,0.000146163489484661,0,0,4.49733813798958e-05,0,0,7.30817447423306e-05,2.24866906899479e-05,0,0,0.000534058903886262,0,0,0.00459290657342186,0,0,0,0.0010793611531175,0.000950062681650298,0.135055064283827,0,0,0,2.24866906899479e-05,0,0,0,0,0.000224866906899479,5.62167267248697e-05,0,0,0,0,0,0,0.000320435342331757,0,0,5.05950540523827e-05,0,0,0,0,0,0.000382273741729114,4.49733813798958e-05,0,0,0,0,0.000123676798794713,0,0,0,5.62167267248697e-06,0,0,0,0.0128623870746502,0.00933759830900086,0.000309191996986783,0,5.62167267248697e-05,4.49733813798958e-05,0,0.000309191996986783,0.000112433453449739,0,0,0,0.0011636862432048,0,0,0,0.00197320710804293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297948651641809,0,0,0,0,0.000146163489484661,0,0.00698773913190131,0,0,0,0.0460302558423233,0,0,0,0.00120303795191221,0,0.000247353597589427,0.00625130001180551,0,0.000269840288279375,0,0.0196758543537044,0,0.00146163489484661,0.000550923921903723,0,0.00277148462753608,0,0,0,0,4.49733813798958e-05,0,0,0,0,0.00479528678963139,0,0,0,0,0.016415284203662,0,0,0,0.00479528678963139,5.62167267248697e-06,0.000230488579571966,1.68650180174609e-05,0.319608956448902,4.49733813798958e-05,0,0,0,0.00074206079276828,0,0,0.0156394933748588,0,0,0,0.0001292984714672,0.000399138759746575,0,0.0126656285311131,0,0,0.000213623561554505,0.000118055126122226,0,5.05950540523827e-05,6.18383993973567e-05,0,0.0247634681223051,0,0,0,0,0.0016808801290736,0,0,0,0,0,0.000432868795781497,0,0.0874619834385523,0,0,0,0,0,0,0
"4","35ppt0C_1",0.000296282790528067,0,0,0,0,0,0,0,0.000326670769043766,0,0,0,0,0,0.00149660794189819,0,0,0,0.00555340307374403,0.00543944815431016,0.00128389209228829,0,0.000129148908691722,0,0,8.35669409181728e-05,0,0,9.11639355470976e-05,0,0,0,0.00037984973144624,0,4.55819677735488e-05,0.0311400809839627,0,0,0,0,0,0,0,0.000440625688477638,0,9.87609301760224e-05,0,0,0.149584824243529,0.00487727055176972,0,0,0.00246142625977163,0,0,0,5.31789624024736e-05,0,9.11639355470976e-05,0,0,0,4.55819677735488e-05,0,0,0,1.51939892578496e-05,0,0,0.000113954919433872,0,0,9.11639355470976e-05,0,9.87609301760224e-05,0,2.27909838867744e-05,0,0,0.000334267763672691,0,0,0.00607759570313984,0,0,0,0.0010711762426784,0.000691326511232157,0.093443033935775,0,0,0,1.51939892578496e-05,0,0,0,3.7984973144624e-05,0.000220312844238819,0,0,0,0,0,0,0,0.000668535527345382,0,0,5.31789624024736e-05,0,0,0,0,0,0.000387446726075165,3.7984973144624e-05,0,0,0,0,0.000136745903320646,0,0,0,0,0,0,0,0.00917716951174116,0.00965578017336342,0.000288685795899142,3.7984973144624e-05,6.83729516603232e-05,0,0,8.35669409181728e-05,9.87609301760224e-05,0,0,0,0.00115474318359657,0,0,0,0.00164095083984776,0,0,0,0,0,0,0,0,0,0,0,2.27909838867744e-05,0,0,0.000212715849609894,0,0,0,0,0.000265894812012368,0,0.00666256428956705,0,0,0,0.0449362232300902,0,0,0,0.0009496243286156,0,0.000425431699219789,0.00748303970949093,0,0.000212715849609894,5.31789624024736e-05,0.0219629114722216,0,0.00145862296875356,0.000584968586427209,0,0.00203599456055185,0,0,0,0,4.55819677735488e-05,0,0,0,0,0.00567495498780682,0,0,0,0,0.0121627884009086,0,0,0,0.00544704514893908,0,0.000159536887207421,0,0.406864644346696,0,0,0,0,0.00074450547363463,0,0,0.0224111341553282,7.5969946289248e-06,0,0,0,0.000562177602540435,0,0.0126489960571598,0,0,0,5.31789624024736e-05,0,0,7.5969946289248e-05,0,0.0310793050269313,0,0,0,0,0.00182327871094195,0,0,0,0,0,0.000258297817383443,0,0.0830731362672927,0,0,0,0,0,0,0
"5","35ppt0C_2",0.000461556213700527,0,0,0,0,0,0,0,0.000397451184019898,0,0,0,0,0,0.00163467825685603,0,0,0,0.00600664128107491,0.00714771080939011,0.00143595266484608,0.000480787722604716,0.000102568047489006,0,0,7.05155326486916e-05,0,0,0.000153852071233509,0,0,0,0.000391040681051835,0,0.000108978550457069,0.031199917945562,0,0,0,0,0,0,0,0.00051284023744503,0,4.48735207764401e-05,0,0,0.173577188866238,0.00317960947215919,0,0,0.00300652589202149,0,0,0,3.20525148403144e-05,0,0.000153852071233509,0,0,0,5.76945267125659e-05,0,0,1.92315089041886e-05,0.000108978550457069,0,0,8.33365385848174e-05,0,0,8.33365385848174e-05,0,0,0,2.56420118722515e-05,0,6.41050296806287e-06,0.000198725592009949,0,0,0.00452581509545239,0,0,0,0.00105132248676231,0.00116671154018744,0.112927420285396,0,0,0,0,0,0,3.84630178083772e-05,0,0.00042309319589215,3.84630178083772e-05,0,0,0,0,0,0,0.000852596894752362,0,0,9.61575445209431e-05,0,0,0,1.28210059361257e-05,0,0.000493608728540841,6.41050296806287e-05,0,0,0,0,0.000121799556393195,0,0,0,0,0,0,0,0.0123786812313294,0.0132633306409221,0.000506429734476967,6.41050296806287e-05,0.000128210059361257,3.20525148403144e-05,0,0.000416682692924087,0.000115389053425132,0,0,0,0.00141031065297383,0,0,0,0.00119876405502776,0,0,0,0,0,0,0,0,0,0,0,0,2.56420118722515e-05,0,0.00037821967511571,0,0,0,0,0.000121799556393195,0,0.00802594971601472,0,0,0,0.0708360577970948,0,0,0,0.00150646819749478,0,0.000871828403656551,0.00737848891624037,0,0.000397451184019898,7.69260356167545e-05,0.0217572470736054,0,0.0012949215995487,0.000794902368039796,0,0.0029872943831173,0,0,0,0,3.20525148403144e-05,0,0,0,0,0.00521173891303512,0,0,0,0,0.0131992256112415,0,0,0,0.00590407323358591,0,0.000128210059361257,0,0.334564149903201,0,0,0,0,0.000333346154339269,0,0,0.0171993794633127,0,0,0,0,0.00046796671666859,0,0.00915419823839378,0,0,0.00013462056232932,0.000147441568265446,0,5.76945267125659e-05,0.000102568047489006,0,0.0248342884982756,0,0,0,0,0.00197443491416337,0,0,0,0,0,0.000410272189956024,0,0.087682859597164,0,0,0,0,0,0,0
"6","35ppt0C_3",0.000590749998411962,0,0,0,0,0,0,0,0.000171508064055086,0,0,0,0,0,0.000876596771837105,0,0,0,0.000215973117698997,0.00303632794882708,0.000406537633315759,0,0,0,0,0,0,0,0.000279494622904584,0,0,0,0.000196916666137321,0,0,0.103806843806971,0,0,0,0,0,0,0,0.00229947848844226,0,0,0,0,0.00590749998411962,0.00162615053326304,0,0,0.0112051935182656,0,0,0,0,0,0.00010163440832894,0,0,0,0,0,0,6.35215052055874e-06,3.81129031233524e-05,0,0,0.00010163440832894,0,0,3.81129031233524e-05,0,0,1.90564515616762e-05,3.81129031233524e-05,0,0,9.5282257808381e-05,0,0,0.000749553761425931,0,0,0,0.00193105375824986,0.000127043010411175,0.226422405305316,0,5.71693546850286e-05,0,0,0,0,9.5282257808381e-05,0,0,3.81129031233524e-05,0,0,0,0,0,0,0.000184212365096203,0,0,0,0,0,0,0,0,1.90564515616762e-05,0,0,0,0,0,6.98736557261461e-05,0,0,0,0,0,0,0,0.0079274838496573,9.5282257808381e-05,0,6.35215052055874e-05,0,0,0,0,0.000133395160931733,6.35215052055874e-06,0,0,0.0124629193213362,0,0,0,0.000114338709370057,0,0,0,0,0,0,0,0,0,0,0,0.000158803763013968,8.25779567672636e-05,0,0.000165155913534527,0,0,0,0,0,0,0.00612347310181862,0,0,0,0.0173540752221665,0,0,5.08172041644699e-05,0.00163250268378359,6.35215052055874e-05,4.44650536439111e-05,0.00975690319957822,0,0.000635215052055874,0,0.00120690859890616,0,5.71693546850286e-05,0,0,0.000298551074466261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334250160391801,0,0,0,0.00180401074783868,0,0.000184212365096203,0,0.403088415583096,6.35215052055874e-05,0,0,0,0.000114338709370057,0,0,0.0102714273917435,0,3.17607526027937e-05,0,0,0,0,0.000628862901535315,0,0,0.00034936827863073,3.81129031233524e-05,0,0,8.25779567672636e-05,3.81129031233524e-05,0.0160010671612875,0,0,0,0,0.00118149999682392,0,0,0,0,0,0.000184212365096203,0,0.113271548082603,5.08172041644699e-05,0,0,0,0,0,6.35215052055874e-06
"7","50ppt-3C_1",0.000718485885533854,0,0,0,0,0,0,1.89075233035225e-05,0.00166386205070998,0,0,0,0,0,0.00278570843338564,0,5.67225699105674e-05,0,0.00344116924124109,0.0101596425217594,0.00269117081686803,0.00143697177106771,0.000207982756338747,0,5.04200621427266e-05,3.15125388392041e-05,0,1.26050155356816e-05,0.000447478051516698,0,0,0,0.000340335419463404,0,4.41175543748858e-05,0.0175966016878116,1.89075233035225e-05,0,0,0,0,0,0,0.000976888704015328,0,0,0,6.30250776784082e-05,0.102201465963307,0.00197268493133418,0,0,0.00387604227722211,0,8.19326009819307e-05,0,0.000775208455444421,0,0.000289915357320678,0,0,0,0.00022689027964227,0,0,0.000100840124285453,0.000189075233035225,0,0,0.000119747647588976,0,0,0,0,0,0.00022689027964227,1.89075233035225e-05,0,0,0.000749998424373058,0,0.000100840124285453,0.00371217707525825,1.89075233035225e-05,0,0,0.000800418486515785,0.000315125388392041,0.138560633275981,0,0,0,0,0,0,0,7.56300932140899e-05,0.000831931025354989,0.000737393408837376,0,0,0,0.000352940434999086,3.15125388392041e-05,0,0.000573528206873515,0,0,3.78150466070449e-05,1.89075233035225e-05,0,0,0,0,0.00211764260999452,0.0003088228806242,0,0,7.56300932140899e-05,0,0.000831931025354989,0,9.45376165176124e-05,0,0,0,0,0,0.0044306629607921,0.00206722254785179,0.000207982756338747,0.000283612849552837,0.000119747647588976,0,0,0.000119747647588976,3.78150466070449e-05,5.04200621427266e-05,0,2.52100310713633e-05,0.00422898271222119,0,0,0,0.00215545765660156,0,0,0,0.000126050155356816,0,0,0,0,0,0,0,4.41175543748858e-05,0,0,0.000428570528213176,0,0,0,0,0.000415965512677494,0,0.00797897483408648,0,0,0,0.0668002798313449,0,0,0,0.00167016455847782,0.000170167709731702,0.00551469429686072,0.00550839178909288,0,0.0010336112739259,0,0.0303402723943857,0,0.00160083697303157,0.00197898743910202,0,0.00277310341784996,0.000138655170892498,0,0,0,7.56300932140899e-05,0,0,0,3.78150466070449e-05,0.000932771149640442,0,3.78150466070449e-05,0,0.000277310341784996,0.017974752153882,0,0,0,0.00473318333364846,0.00023319278741011,0.00115966142928271,0,0.39216094083836,1.89075233035225e-05,0,0,0,0,0,0,0.0207667630950355,0,0,0,0.0035041943189195,0.00192226486919145,0,0.013462156592108,0,0,0.000478990590355903,3.15125388392041e-05,0,1.26050155356816e-05,0.000170167709731702,0,0.022689027964227,0,0,0,0,0.00127310656910385,0,0,2.52100310713633e-05,0.000466385574820221,0,0.000220587771874429,0,0.0738969035779337,0,0,0,0,0,0,0
"8","50ppt-3C_2",0.000469480326703074,0,0,0,0,3.4520612257579e-05,0,0,8.97535918697054e-05,0,0,0,0,0,0.000655891632894001,0,0,0,0.000220931918448506,0.00412176110355493,0.000317589632769727,0,2.07123673545474e-05,0,0,0,0,0,0.000945864775857665,0,0,0,0.000407343224639432,0,0,0.0827597158263199,0,0,0,0,0,0,0,0.00377655498097914,0,0,0,0,0.00828494694181896,0.00128416677598194,0,0,0.00709743788015824,0,0,0,1.38082449030316e-05,0,9.66577143212212e-05,0,0,0,0,0,0,0,0,0,0,4.14247347090948e-05,0,0,1.38082449030316e-05,0,0,8.28494694181896e-05,5.52329796121264e-05,0,0,0,0,0,0.000635179265539454,0,0,0,0.00100109775546979,0.0001311783265788,0.223997348816979,0,0,0,0,0,0,0,0,0,0.000103561836772737,0,0,0,0,0,0,0.00021402779599699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013545888249874,6.21371020636422e-05,0,0.0002623566531576,0,0,0,0,2.76164898060632e-05,0,0,0,0.0175571833942047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186411306190927,8.28494694181896e-05,0,0.000144986571481832,0,0,0,0,0,0,0.00303781387866695,0,0,0,0.0275129279692905,0,0,0,0.00230597689880628,0,9.66577143212212e-05,0.0121581596371193,0,0.000317589632769727,0,0.000793974081924317,0,4.83288571606106e-05,0,0,0.000269260775609116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231840431921901,0,0,0,0.00216789444977596,0,0.000269260775609116,4.83288571606106e-05,0.406266181536996,6.21371020636422e-05,0,0,0,0.000269260775609116,0,6.9041224515158e-06,0.0086508654317493,0,4.83288571606106e-05,0,0,0,0,0.000766357592118254,0,0,0.000207123673545474,0,0,0,3.4520612257579e-05,4.14247347090948e-05,0.0113227608204859,0,0,0,0,0.00179507183739411,0,0,0,0,0,0.000669699877797033,0,0.128893062047348,0,0,0,1.38082449030316e-05,0,0,0
"9","50ppt-3C_3",0.000941205998619565,0,0,0,0,0,0,0,0.00242621990755266,0,0,0,0,0,0.00294911212900797,0,0,0,0.00366721744647327,0.00874972983901891,0.0041134188087818,0,0.000153381718293559,0,0,0,0,0,0.000376482399447826,0,0,0,0.000606554976888164,0,9.76065480049919e-05,0.0135742820689799,0,0,0,0,0,0,0,0.000585639288029951,0,0,4.88032740024959e-05,0,0.0917222675395481,0.00303277488444082,0,0,0.00501976532597101,0,0,0,0.00057169549545781,0,0.000376482399447826,0,0,0,0.000271903955156763,0,0,3.48594814303542e-05,0.000111550340577134,0,0,0.000223100681154267,0,0,0,0,0,0.000104578444291063,2.09156888582125e-05,0,0,0.000808739969184218,0,0,0.00398095277934645,0,0,0,0.000885430828330998,0,0.159126560833281,0,0,0,0,0,0,0,0,0.000599583080602093,0,0,0,0,0,0,0,0.000808739969184218,0,0,0,0,0,0,0,0,0.000383454295733897,0.000132466029435346,0,0,0,0,0.000439229466022463,0,4.88032740024959e-05,0,0,0,0,0,0.00132466029435346,0.00195213096009984,0.000132466029435346,0.000320707229159259,6.97189628607085e-05,0,0,4.18313777164251e-05,2.78875851442834e-05,0,0,0,0.0037299645130479,0,0,0,0.00191029958238341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376482399447826,0,0,0,0,0.000285847747728905,0,0.0102626313330963,0,0,0,0.0384500080176807,0,0,0,0.00154776097550773,4.18313777164251e-05,0.0018893838935252,0.00628167855374983,0,0.00131768839806739,0,0.040743761895798,0,0.00212642836725161,0.00172903027894557,0,0.00299791540301046,0,0,0,0,8.36627554328502e-05,0,0,0,0,0.000634442562032447,0,0,0.000104578444291063,9.76065480049919e-05,0.022825988440596,0,0,0,0.00642808837575732,0.000104578444291063,0.0015059295977913,0,0.401581226077681,3.48594814303542e-05,0,0,0,0,0,0,0.0304881024589878,0,6.27470665746376e-05,0,0.0013874073609281,0.000773880487753864,0,0.00407158743106538,0,0,0.000662330147176731,5.57751702885668e-05,0,2.09156888582125e-05,0.000299791540301046,0,0.0221985177748496,0,0,0,0.000237044473726409,0.00146409822007488,0,0,0,0.000132466029435346,0,0.000536836014027455,0,0.0796539150683594,0,0,0,0,0,0,0
"10","Ev32Core_A",0.00602186970583706,0,0,0,0,0.000354227629755121,0,0.000184814415524411,0.00184814415524411,0,0.000107808409055906,0,0.000862467272447251,0,0.00195595256430002,0.000600646850454335,0,0,0.000492838441398429,0,0.00731557061450793,0,0,0,0,0,0,0,0.000369628831048822,0.000385030032342523,0,0,0.0016171261358386,0,0.000154012012937009,0.0311258278145695,0,0,0.000554443246573233,0,0,1.54012012937009e-05,0.000323425227167719,0.000323425227167719,0,0,9.24072077622055e-05,0,0.00782381025720006,0.0016787309410134,0,0.00206376097335592,0.0136608655475127,0,0.000107808409055906,0,7.70060064685045e-05,0,0.00157092253195749,0,0,0,0.00100107808409056,0,0.00016941321423071,0,0.00566764207608193,0,0,0.000107808409055906,0,0,0,9.24072077622055e-05,3.08024025874018e-05,0.000754658863391344,0.00133990451255198,0,0,0.000385030032342523,0.000523640843985831,0.000693054058216541,0.00050823964269213,0,6.16048051748036e-05,0.000138610811643308,0.00115509009702757,0,0.252364084398583,0.000308024025874018,0,0,0.00192515016171261,0,0,0,0.00197135376559372,0.000539042045279532,0.00623748652394887,0,0,0,6.16048051748036e-05,0,0,0.0332973971969814,4.62036038811027e-05,0.000200215616818112,0,4.62036038811027e-05,7.70060064685045e-05,0,0,0,0,7.70060064685045e-05,0,0,0,0,0.000277221623286616,0.0033574618820268,0.000123209610349607,0,0.00106268288926536,0.000954874480209456,0,0,0.00231018019405514,0.000415832434929925,1.54012012937009e-05,0,0,0,0,9.24072077622055e-05,0.00195595256430002,0,0.000215616818111813,0,0.00498998921915909,0,0,0,0.00540582165408902,1.54012012937009e-05,0,0.0315570614507932,0.00637609733559218,0,0.00067765285692284,0,0,0,0,0.000569844447866934,0.00124749730478977,0,0,0,0,0,0.000323425227167719,0.0017095333436008,0,0.00220237178499923,0.141706453103342,0.000323425227167719,0,6.16048051748036e-05,0.00637609733559218,0,0,0.000539042045279532,0.000723856460803943,0.00280301863545357,0.000939473278915755,0.00557523486831973,0,0.000662251655629139,6.16048051748036e-05,0.00380409671954412,0,0.000246419220699215,0.00181734175265671,0.000277221623286616,0.00143231172031418,0,0,0,0,0,0,9.24072077622055e-05,0,0,0.00112428769444017,0,0,0,0.000246419220699215,0.0107192361004158,0.00291082704450947,0,0,0.00127829970737718,0.000261820421992915,0.0803634683505313,0.00612967811489296,0.142984752810719,0,0,0,0,0,0,1.54012012937009e-05,0.00434313876482366,0,0,0.000123209610349607,0.000816263668566148,9.24072077622055e-05,0,0.00220237178499923,0,0,0.000369628831048822,0.000462036038811027,0,0,0.000569844447866934,0,0.0133682427229324,0.000308024025874018,0,0.000184814415524411,0,0.000523640843985831,0,0,0,0,0,0.000107808409055906,0,0.105667642076082,6.16048051748036e-05,0,0,0,0,0,0
