"","SampleID","Acetobacterium","Acidiferrobacter","Acidihalobacter","Acidimicrobium","Acidithiobacillus","Acinetobacter","Aequorivita","Agarilytica","Alcanivorax","Algibacter","Aliivibrio","Alistipes","Alloprevotella","Anaerococcus","Anaerocolumna","Anaerohalosphaera","Anaerotignum","Aquaspirillum","Aquicella","Aquimarina","Arcobacter","Arcticibacterium","Azotobacter","Bacteroides","Bdellovibrio","Beggiatoa","Bermanella","Bifidobacterium","Blautia","Borreliella","Brachyspira","Caminibacter","Candidatus Aquiluna","Candidatus Carsonella","Candidatus Endolissoclinum","Candidatus Fokinia","Candidatus Hepatoplasma","Candidatus Izimaplasma","Candidatus Kuenenia","Candidatus Mancarchaeum","Candidatus Nardonella","Candidatus Nasuia","Candidatus Nitrosotenuis","Candidatus Nitrotoga","Candidatus Nucleicultrix","Candidatus Pelagibacter","Candidatus Phycorickettsia","Candidatus Puniceispirillum","Candidatus Reidiella","Candidatus Ruthia","Candidatus Solibacter","Candidatus Thioglobus","Christensenella","Clostridium","Colwellia","Conexibacter","Coraliomargarita","Coxiella","Cryobacterium","Cutibacterium","Cycloclasticus","Defluviicoccus","Desulfobacula","Desulfocapsa","Desulfopila","Desulfovibrio","Devosia","Dokdonia","Draconibacterium","Duncaniella","Egicoccus","Elusimicrobium","Emcibacter","Entomomonas","Escherichia","Ethanoligenens","Faecalibacterium","Faecalibaculum","Fastidiosipila","Ferrovibrio","Filifactor","Filomicrobium","Flammeovirga","Flavivirga","Flavobacterium","Flavonifractor","Flintibacter","Fluviicola","Formosa","Francisella","Fuerstia","Fusobacterium","Gemmatimonas","Geoalkalibacter","Glaciecola","Granulicella","Granulosicoccus","Gudongella","Haematospirillum","Hahella","Haliangium","Halioglobus","Haliscomenobacter","Halobacteriovorax","Halocynthiibacter","Halomonas","Hungatella","Hydrogenophaga","Hypericibacter","Hyphomicrobium","Ilumatobacter","Intestinimonas","Jannaschia","Kangiella","Kineobactrum","Klebsiella","Kordia","Labilibaculum","Lachnoclostridium","Lacinutrix","Lacrimispora","Lactobacillus","Lawsonella","Legionella","Lentilitoribacter","Listeria","Litorilituus","Luteitalea","Luteolibacter","Lutibacter","Magnetococcus","Magnetospira","Malaciobacter","Maribacter","Maribius","Mariniblastus","Marinomonas","Mariprofundus","Marivirga","Massilistercora","Mediterraneibacter","Methylacidiphilum","Methylobacterium","Methylomicrobium","Methylomonas","Methylophaga","Methylophilus","Micavibrio","Microbulbifer","Microterricola","Monaibacterium","Moritella","Mucilaginibacter","Muribaculum","Mycoplasma","Nakamurella","Neorickettsia","Neptunomonas","Nitrosomonas","Nitrosopumilus","Nonlabens","Nordella","Oblitimonas","Oceanicoccus","Octadecabacter","Oleiphilus","Oleispira","Orientia","Owenweeksia","Parabacteroides","Parachlamydia","Paraglaciecola","Paraoceanicella","Pelolinea","Peptacetobacter","Peptoclostridium","Permianibacter","Petrocella","Phocaeicola","Phycisphaera","Pirellula","Planktomarina","Polaribacter","Polaromonas","Poseidonibacter","Prevotella","Pseudarthrobacter","Pseudoalteromonas","Pseudoclostridium","Pseudohalocynthiibacter","Pseudohongiella","Pseudomonas","Psychrobacter","Psychromonas","Pyruvatibacter","Ralstonia","Reinekea","Rhodanobacter","Rhodobacter","Rhodomicrobium","Rhodopirellula","Rickettsia","Roseobacter","Ruminococcus","Ruthenibacterium","Salinibacterium","Salinivirga","Salipiger","Saprospira","Sedimenticola","Seonamhaeicola","Shewanella","Shigella","Simkania","Spartinivicinus","Sphingomonas","Spongiibacter","Steroidobacter","Streptomyces","Sulfitobacter","Sulfuritortus","Sulfurivermis","Sulfurovum","Sutterella","Tatlockia","Tenacibaculum","Tepidiforma","Terasakiella","Terricaulis","Thalassotalea","Thermacetogenium","Thermoanaerosceptrum","Thermogutta","Thermosediminibacter","Thiospirochaeta","Treponema","Truepera","Turneriella","Unclassified","Undibacterium","Urechidicola","Variovorax","Veillonella","Vibrio","Wenzhouxiangella","Winogradskyella","Woeseia","Wolbachia","Yoonia","Zhongshania"
"11","Ev32Core_B",0,0.00396979565244349,0,0.000526117496106968,0,0,0.000334802042977162,0,0,0,0,0,0,0.000218646232148351,0,0,0,0.000363499360946633,0,0,0,0,0,0,0,0.00028697317969471,0.000127543635419871,0,0,0,0,0.000167401021488581,0,0.0515595146184829,0,0.00124355044534374,0.000765261812519227,0,0,0.000191315453129807,0,0.0548118773216896,0,0,0.000430459769542065,0.0736564494549756,0,0.000621775222671872,0,0,0,0.038645721532221,0.000414516815114581,2.94331466353549e-05,0.015306513495227,0,0.00220012771099278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126602229019947,0,0,0,0,0.00334802042977162,0,0,0.000180686816844817,0.00382630906259613,4.78288632824517e-05,0,0,0.00808307789473433,0.00205664112114542,0,0.00057394635938942,0.000101284651656956,0,0,0.067135703701152,0,0.00105223499221394,0,0,0.00344367815633652,0,0,0.00980491697290259,0.000908748402366582,0,0,0,0,0,0,0.00028697317969471,0,0.000781204766946711,0.00143486589847355,0.000621775222671872,0,0.00596266495587898,0.00106817794664142,0,0,0,6.37718177099356e-05,0,0,0,0.000191315453129807,0,0,0.00157835248832091,0.000430459769542065,0,0.000655938696445052,0,0,0,0,0.0463154602456796,0,0,0,0,0,0,0,0.000637718177099356,0.00363499360946633,0,0,0,0,0,0,0,0,0,0,0.00726998721893265,0.00456528561619936,0,0.00124355044534374,0.0110325244638189,0,0.000348467432486434,0.00136964472127021,0.0721585894438861,0.00545711901387199,0.00717432949236775,0.00153052362503845,0.0216186462036682,0,0,0.0710034318077876,0,0,0,0.000136653895092719,0,0.000248710089068749,0,0,0,0.0279227236958235,0.152312319546511,0,0,0,0,0.00402958173154655,0,0.00382630906259613,0.00220012771099278,0,0.000159429544274839,0.000401762451572594,0.000621775222671872,0.00609020859129885,0.000650472540641343,0,0,0,0,0,0.00306104725007691,0,0,0,0,0,0.00283784588809213,6.37718177099356e-05,0.00143486589847355,0,0,0,0.00173635948388731,0,0,0.000478288632824517,0,0.0184938271358813,0,0.00312863248388012,0,0,0,0.000892805447939098,0,0,0.00239144316412258,0,0,0,0,0.00086091953908413,1.36653895092719e-05,0,0,0,0.135048114861477,0.000327969348222526,0,0,0,0,0,0.0101875478791622,0,0.00133920817190865,0.0010861780564789,0.0018812686224431
"12","Ev32Core_C",0,0.0124557297938705,0,0,0,0,0,0,0,0,0,0,0,0.00186514370407355,0,0,0,0,0,0,0,0.000862896943551267,0,0,0.000187586292076362,0,0.000125057528050908,0,0,0,0,0,0,0.0222102169818413,0,0.00015006903366109,0,0,0,0.00120055226928872,0.000225103550491635,0.0430698126607328,0,0,0,0.0200342159937555,0.00015006903366109,0,0,0,0,0.0140314546473119,0,0,0.0512159850798258,0,0.010467315097861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045020710098327,0.000225103550491635,0,0,0,0,0,0,0,0,0,0,0,0.00060027613464436,0.000200092044881453,0,0,0.0247613905540798,0.00382676035835779,0.000182949327553127,0.00030013806732218,0,0,0,0.0442916732758205,0,0.000500230112203633,1.87586292076362e-05,0,0,0,0.00180082840393308,0.0264496671827671,0.00030013806732218,0,0.00019033145732626,0,0.000337655325737452,0,0,0,0,0.00180916557246981,0.000514522401123737,0,0,0.00187586292076362,0.00391430062799343,0,0.000637793393059632,0,0,0,0,0,0,0,0,0.0227729758580704,0.00525241617813815,0,9.64729502107007e-05,0,0.00307641519005234,0,0,0.0378727642746336,0,0,0,0,0,0,0,0.00060027613464436,0.0133061209846166,0.000525241617813815,0,0,0,0,0,0,0,0,0,0.00210096647125526,0.0125914711159126,0,0.00060027613464436,0.00310142669566253,0,0,0.00744888112535956,0.0356066234013435,0.00457129640277959,0.0242511558396321,0,0.0223227687570871,0,0,0.092696919258145,0,0,0,0,0,0.00159073175680755,0,0,0,0.00658839659975517,0.128013888014032,0,0,0,0,0.00302246919586605,0,0.00330151874054398,0.00142565581978035,0,6.43153001404671e-05,0.000742841716622395,7.5034516830545e-05,0,0.000165075937027199,0,0.000184175632220429,0.00090041420196654,0,0.000480220907715488,0.0030013806732218,0,0,0,2.50115056101817e-05,0.000525241617813815,0.0143315927146341,0,0.000187586292076362,0.000775356673915632,0,0,0.000646611377627313,0,0.0040893811672647,0.00090041420196654,0,0.128834265398046,0,0.00110720396410676,0,0,0,0.000275126561711998,0,0,0.00075034516830545,0,0,0,0,0.000100046022440727,0,0,0,0,0.100622080088466,0,0.0010880004940429,0,0,0,0,0.00626538215535051,0,0.000825379685135995,0.000232364955346204,0.00862896943551267
"13","Ev37Core_A",0,0.0131696492256455,0,0,0,0,0,0,0.000110147613657315,0,0,0,0,0.000629414935184655,0,0,0,0.000110147613657315,0,0.00378173473556781,0.000947269477452906,0,0,0,0,0,0.000330442840971944,0,0,0.00014686348487642,0,0,0,0.0928544383131163,0,0.000440590454629259,0,0,0,0,0,0.136252598094098,0,0,0.000110147613657315,0.00308413318240481,0,0,0,0,0,0.000550738068286574,0,0,0.0521049405707971,0,0.000936254716087175,0,0,0,0,0,0,0,0,0,0,0.000183579356095525,0,0,0.000991328522915832,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50738068286574e-05,0,0,0.0400386575644339,0,0.000220295227314629,0,0,0,0,0.0469262698333227,0,0,0,0,0,0,0.00165221420485972,0.0168525848895692,0.00137684517071643,0,0,0,0,0,0,0.000110147613657315,0,0,0.000236030600694246,0.000385516647800601,0,0,0.00124833962144957,0,0,0,0,0,0.00014686348487642,0,0,0,0,0.00583782352383768,0.000881180909258518,0,0,0.000172297943151107,0,0,0.000220295227314629,0.0215052624549209,0,0,0,0,0,0,0,0,0.00796734405454576,0.00201937291705077,0.000110147613657315,0,0,0,0.000270362324431591,0,0,0,0,0,0.0055612675542024,0,0,0,0,0,0.00821100392718164,0.00967149778454471,0.000710274450648297,0.0159934335030421,0,0.0180642086397996,0,0,0.0244697160186404,0,0,0,0,0,0.00222498179587776,0,0,0,0,0.109779119822534,0,0,0,0,0.00122528087010153,0,0,0,0.000396531409166333,0,6.60885681943888e-05,0,0,0,0,0,0.0025884689209469,0,0,0,0,0,0,0,0,0.0275001875431096,0,0,0.00403874583410154,0,0,0,0,0.0110698351725601,0,0,0.0944699366467569,0,0,0,0,0,0.00626840055904355,0,0,0,0,0,0,0,0,0,0.000183579356095525,0,0,0.15824299073628,0,0,0,0,0.000127913357795591,0,0.0417459455761223,0,0.000330442840971944,0,0.00209280465948898
"14","EvXCore_A",0,0.0229827624185652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321641713236917,0,0.00065790350434824,0.000131580700869648,0,0,0,0.00128656685294767,0,0,0,0,0,0,0.0354390687675585,0,0.000350881868985728,0,0,0,0.00043860233623216,0,0.0221932782133473,0,0,0.000131580700869648,0.000614043270725024,0.000701763737971456,0,0,0,0,0,0,0,0.042809194618223,0,0.00105264560695718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105264560695718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230704828858116,0.0035526789234805,0,0,0,0,0,0.0337577598120019,0,0.000789484205217888,0,0,0,0,0.00324565728811798,0.0587727130551094,0.000482462569855376,0,0,0,0,0,0,0.00021930116811608,0,0.00745623971594672,0,0.00114036607420362,0,0.00754396018319315,0.00422520250570314,0,0,0,0,0,0.000233921245990485,0,0,0.000298249588637869,0,0.00526322803478592,0.00342109822261085,0,0,0,0.00649131457623597,0.000833344438841104,0,0.00470401005608992,0.000175440934492864,0,0,0,0,0,0,0,0.0110235387173016,0.00105264560695718,0.000789484205217888,6.41857077412917e-05,0,0,0,0,0,0,0,0,0.00378952418504586,0,8.7720467246432e-05,0.00561410990377165,0,0,0.0157458238707345,0.0563691722525572,0.00512287528719163,0.00312284863397298,0,0.0210090519055205,0,0,0.120253064532559,0,0,0,0,0,0.00157896841043578,0,0,0,0,0.124071828873353,0,0,0,0,0.000385429951096584,0,0,0.000175440934492864,0,0,0.000394742102608944,0,0,0,0,0,0.00833344438841104,0,0,0.0113159402747897,0,0,0,0,0.000701763737971456,0.0321641713236917,0,0,0,0,0,0,0,0.00214915144753758,0,0,0.118685792184422,0,0.000964925139710752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134982431593408,0,0.0013596672423197,0,0,0,0,0.0130264893860952,0,0,0,0.00982469233160038
"15","Hero_1",0,0,0,0.000435308628184843,0,0,0,0,0,0,4.21266414372429e-05,0,0,0.00136811283143808,0,0,0,0.000464329203397166,0,0,0,0,0,0,7.25514380308072e-05,0,0,0,0,0,0,0,0,0.0664571172362194,0,0.00116082300849292,0,0,0.000145102876061614,0,0,0.0584764590528306,0,0,0,0.159032752163529,0,0.00108827157046211,0.000870617256369687,0,0,0.113615551956244,0,0,0.00101023926835067,0,0,0,0,0,0,0,0,0,0.000120919063384679,0,0,0,0,0,0,0.000145102876061614,0.000145102876061614,0,0,0,0,0,0,0.00188633738880099,0,0,0,0.00631197510868023,0,0,0,0.00515115210018731,0,0,0.00130592588455453,0,0,0,0.106670101832007,0,0.00096735250707743,0,0,0.00435308628184843,0,0.00108827157046211,0.00166868307470857,0,0,0,0,0,0,0,0,0,0,0,0.000870617256369687,0,0.0111245538313904,0,0,0,0,0,0,0,0,0,0,0,0.00166868307470857,0,0,0.000932804203253236,0.000113488282953218,0,0.000736131663922337,0,0.0936555595741156,0,0,0,0,0,0,0,0.00217654314092422,0.00599758554388006,0,0,0,0,0,3.95735116531676e-05,0,0,0,0,0.0133494645976685,0.000240639360192699,0,0.00377267477760198,0,0,0,0,0.00413366242048697,0,0.000145102876061614,0,0.0156711106146544,0,4.83676253538715e-05,0.00486094634806408,0,0,0,0,0,0,0,0,0,0.0626844424586175,0.0951026234992073,0,0,0,0,0,0,0,0.0109552671426519,0.000610627982283465,0,0.000319226327335552,0.00079806581833888,0,0,0,0,0,0,0,0.000580411504246458,0,0,0,0,0,0.000580411504246458,0,0.0029746089592631,0,0,0,0.00359165143983849,0,0,0,0,0.0168319336231473,0,0.00400095567504279,0,0,0,0.0010157201324313,0,9.6735250707743e-05,0.00478839491003328,0,0,0,0,0.000483676253538715,0,0,0,0.000145102876061614,0.0962122111948155,0,0,0,0,0,0,0.000580411504246458,0,0.00116082300849292,0.00289581653731566,0
"16","Hero_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431091842894602,0,0.00183682611320309,0,0,0,0,0.00111958924995236,0,0,0,0,0,0,0.00717236863250729,0.000787211191372751,0.00616648766575322,0.0606152617357019,0,0,0,0.0026677712596521,0.000349871640610112,0,0,0.00940280034139675,0,0.00214296379873693,0.00745663934050301,0.0230477943251911,0,0,0,0,0.000677876303682091,0.0161815633782177,0,0.00253930276661558,0.00232032928321289,0.00712863467743103,0.00107148189936847,0,0.00174935820305056,0.000510229475889746,0,0,0,0,0,0,0.00332378058579606,0,0,0,0,0,0.00562418662280754,0,0.00696619427286205,0.00055396343096601,3.52693186098903e-05,0,0,0,0,0,0,0,0.00116623880203371,0,0,0.00341124849594859,0,0,0,0,0,0,0.00319257872056727,0.00730357049773608,0.00155984439772008,0,0.00221293812685896,0.000586034998021937,0,0.00100588096675407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601341882298629,0,0.00309053282538932,0,0,0,0,0.00874679101525279,0,0,3.64449625635533e-05,0,0.00537927647438047,0,0,0,0,0,0,0,0,0.0154544863750748,0,0,0,0,0,0.0028062621173936,0,0,0.00365907424138075,0,0,0,0.002594881334525,0,0,0.00662569419405399,0,0,0.0012420443241659,0,0.00100588096675407,0,0,0,0.00422032666485947,0,0,0.30362735651247,0,0,0,0.00470140017069838,0,0,0.0187618667277172,0,0,0,0,0,0,0,0,0.00349871640610112,0.0196584128067807,0.0176422774777649,8.74679101525279e-05,0,0,0,0.00170076491963249,0,0,0.00994947477985005,0.00257155655848432,0,0,0,0.0232664641005724,0,0.00310511081041474,0,0,0,0,0,0.00286457405749529,0,0.00693183187958784,0,0,0,0,0.00255843637196144,0.000761980063444138,0,0,0.00323631267564353,0.010277479442922,0,0,0.000102045895177949,0.0186598208325393,0.00419845968732134,0,0,0,0.000816367161423594,0,0.000174935820305056,0,0,0,0,0,0,0,0,0,0,0,0.290734189587754,0,0,0,0,0,0,0,0,0,0,0.00233247760406741
"17","Hero_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262633966366724,0.00950030688393595,0,0,0,0,0,0,0,0,0,0,0,0,0.00183403607797991,0.0307384446669433,0.0062357226651317,0,0,0,0,0,0,0,0,0,0,0,0.0260433123073148,0,0,0,0,0,0.0234756617981429,0,0,0.00145907759092624,0,0,0.00983043337797233,0,0.00048907628746131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134356242969729,0,0.00207068589449345,0,0,0,0,0,0,0,0,0,0,0.00546542751238014,0,0,0,0.000232311236544122,0.00616236122201251,0,0,0,0,0,0,0.00190739752109911,0.000550210823393974,0,0,0.00876669245274398,0,0,0,0,0,0,0.00146722886238393,0,0,0,0,0,0,0,0,0,0,0,0,0.00249428906605268,0,0,0,0,0,0,0,0,0,0,0,0,0.00942694544081675,0,0,0,0,0,0,0,0.00547765441956667,0,0,0,0,0,0,0,0,0,0,0,0,0.00201010354146598,0.0134985055339322,0,0,0,0,0,0.224361301491439,0,0,0,0.00311786133256585,0,0,0.0141343047076319,0,0,0,0,0.00608899977889331,0,0,0,0.011957915228429,0,0.0274665243038272,0,0,0,0.00427941751528646,0,0,0,0,0,0.00157727102706273,0.000300781916788706,0,0.0721142985861702,0.00305183603375858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282965566316901,0.0201010354146598,0,0,0,0,0,0.0157727102706273,0.0104173249229259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106374092522835,0.00333794566192344,0.370105519070108,0,0,0.0109308550247603,0.00658418951994789,0,0,0,0,0,0.00520866246146295,0
"18","Station_B1_2",0,0.000643320478660107,0,0.000459514627614362,0,0,0,0,0,0,0,0,2.04228723384161e-05,0.000525159574416414,0,0,0,0.000673954787167731,0,0,0,0,0,0,3.06343085076241e-05,0,0,0,0,0,0,0,0,0.0436232553148568,0,0.00116410372328972,0.000612686170152483,0,0,0.000183805851045745,0,0.0248137898911756,0.000551417553137235,3.74819774681519e-05,0.00156234973388883,0.221057170191016,0,0.00154046808495481,0,0,0,0.192996143598032,0,0,0.00106782567457772,0,0.00036761170209149,0,0,0,0.00122537234030497,0,0,0,0,0,0,0,3.06343085076241e-05,0,0,0.00128664095732021,0.000245074468060993,0.000134521644831281,0,0,0,0,0,0.00410499734002164,0,0,0,0.00655574202063157,0,0,0,0.00836316622258139,0.000183805851045745,0,0.000490148936121986,0,0,0,0.0183156978718294,0,0,0,0,0.000919029255228724,0,0.00263455053165568,0.00321660239330054,9.19029255228724e-05,0,0,0,0,0.000245074468060993,0.000612686170152483,0.000214440159553369,0,0.00102454742897721,0,0.000612686170152483,0,0.00925156116930249,0.000245074468060993,0,0,0,0,0,0,0,0.000122537234030497,0,0,0.000704589095675355,9.19029255228724e-05,0.00171552127642695,0.00154856756097815,0,0.000336977393583866,0.00167367929407508,0,0.0573734009415868,0,0,0,0,0,0,0,0.0036761170209149,0.00528952393564977,0,0,0.00036761170209149,0,0,0,0,0,0,0,0.0384154228685607,0.000451591961621011,0.000122537234030497,0.0159298404239646,0.000204228723384161,0,0,0.00055559495884282,0.00363427503856302,0.000426903912106246,0.000122537234030497,0,0.0216278218063826,0,0,0.0114305245487935,0,0,0,0,0,0,0,0,0,0.0448306953770109,0.0488580659470601,0,0,0,0,0,0,0,0.0183805851045745,0,0,8.57760638213476e-05,0.00156234973388883,0,0,0,0,0,0.000122537234030497,0,0.000551417553137235,0,0,0,0,0,0.00093945212756714,0,0.000704589095675355,0,0,0,0.0050888619924727,0,0,0.000588178723346384,0,0.0140713590411687,0,0.00582328183754075,0,0,0,0.00128664095732021,0,0,0.00753603989287554,0,0,0,0,0.000959874999905556,0,0,3.06343085076241e-05,0.000275708776568617,0.12245870117506,0,0,0,0,0,0,0.000551417553137235,0,0.00300216223374717,0.00406516390136945,0.00046972606378357
"19","Station_B1_3",0,0.000912781632896725,0,0.000513439668504408,0,0,0,0,0,0,1.42622130140113e-05,0,0,0.000603087864592479,0,0,0,0.000798683928784634,0,0,0,0,0,0,5.70488520560453e-05,0,0,0,1.42622130140113e-05,0,0,0,0,0.047921035727078,0,0.00171146556168136,0.000456390816448362,0,0,0,0,0.0383368285816624,0.000684586224672543,0,0.00202523424798961,0.159508590348703,0,0.00279539375074622,0,0,0,0.1967614907413,0,0,0.00107807702475142,0,2.85244260280226e-05,0,0,0,0.00142622130140113,0,0,0,0,0,0,0,0,0,0,0.00136917244934509,0.000285244260280226,0,0,0,0,0,0,0.00142622130140113,0,0.000285244260280226,0,0.00778716830565018,0,0,0,0.00887109649471504,0.000798683928784634,0,0.000342293112336272,0,0,0,0.0100881386719107,0,0.000665569940653862,0,0,0.00023960517863539,0,0.00290949145485831,0.00345145554939074,0.000171146556168136,0,0,0,0,0,0,0,0,0.00353702882747481,0,0.00102687933700882,0,0.0109914121627981,0.000228195408224181,0,0,0,0,0,0,0,0.00010458956210275,0,0,0.000570488520560453,0,0.000684586224672543,0.00385079751378306,0,0.000256719834252204,0.00282391817677424,0,0.0502763383333919,0,0,0,0,0.000285244260280226,0,0,0.00142622130140113,0.00576193405766057,0,0,0.000306115791520243,0,2.85244260280226e-05,2.59312963891115e-05,0,0,0,0,0.0337158715651228,0.000867142551251888,0.000171146556168136,0.0114668192632651,0.000266227976261545,0,0,0.000313768686308249,0.0059216708434175,0.000410751734803526,0.0001255074745233,0,0.0222490523018577,0,0,0.011006625190013,0.000242457621238192,0,0,0,0,2.28195408224181e-05,0,5.70488520560453e-05,0,0.0658914241247323,0.0574985007354325,5.70488520560453e-05,4.75407100467044e-05,1.62996720160129e-05,0,0,0,0,0.01759957085929,0.000171146556168136,0,0.0001255074745233,0.00193966096990554,0,0,0,0,0,0.000171146556168136,0,0.000513439668504408,0,0,0,0,0,0.00157835157355059,0.000142622130140113,0.000827208354812657,0,0,0,0.00698848437686555,0,0.000142622130140113,0.000399341964392317,0,0.0132733662450399,0,0.0179703883976543,0,0,0,0.0014642538694385,0,0,0.00156884343154125,0,0,0,0,0.00121704217719563,0,0,0,0.000285244260280226,0.134647308351049,0,0,0,0,0,0,0.000513439668504408,0.000456390816448362,0.00347997997541876,0.00721667978508973,0.000437374532429681
"20","Station_B1_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024439003712952,0,0,0,0.000544323264515749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443234658248539,0,0.00246241476804744,0.000777604663593928,0,0,0,0,0.11689990109362,0.000259201554531309,0,0.000259201554531309,0.12765676560667,0,0.00103680621812524,0,0,0,0.0927941565222087,0,0,0.000453890722157048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32002590885515e-05,0,0,0,0,0,0,0.000583203497695446,0,0,0,0.00388802331796964,0,0,0,0.00680404080644686,0,0,0.000777604663593928,0,0,0,0.0810220859205784,0,0.000172801036354206,0,0,0.000492482953609487,0,0.000972005829492409,0.0007128042749611,6.48003886328273e-05,0,0,0,0,0,0,0,0,0,0.000648003886328273,0.0007128042749611,0,0.00907205440859582,0.000108000647721379,0,0,0,0,0,0,0,0.000302401813619861,0,0,0.0007128042749611,0,0,0.00187921127035199,0.000129600777265655,0,0.000777604663593928,0,0.0934699320036653,0,0,0,0,0,0,0,0.000648003886328273,0.00527043160880328,0,0,0,0,0,0,0,0,0,0,0.00660963964054838,0.000544323264515749,0,0,0,0,0,0.000194401165898482,0.00241057445714118,0.000414722487250095,0,0,0.014644887831019,0,0,0.00382322292933681,0,0,0,0,0,0,0,0,0,0.0416666498909079,0.209292295206306,0,0,0,0,0,0,0,0.00751684508140797,0.00116640699539089,0,0,0.00168481010445351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475202849974067,0,0.00123120738402372,0,0,0,0.00366122195775474,0,0,0,0,0.00492482953609487,0,0.00913685479722865,0,0,0,0.00125280751356799,0,0,0.00100440602380882,0,0,0,0,0.000432002590885515,0,0,0,0,0.0855619306207087,0,0,0,0,0,0,0,0.000388802331796964,0.000777604663593928,0.00200881204761765,0
"21","Station_B2_1",0,0,0,0.000196089509749567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575195895265396,0.0369955541727516,0,0,0.00248380045682785,0,0,0.00535977993315483,0,0.0320279532590959,0,0,0,0.242758813069964,0,0.000915084378831312,0,0,0,0.176219106094944,0,0,0.000402234891793983,0,0,0,0,0,0,0.000196089509749567,0,0,0,0,0,0,0,0,0,0.000915084378831312,0,0,0.0027079027536845,0,0,0,0,0,0,0,0,0.00431396921449047,0,0,0,0.00320279532590959,0,0,0,0,0,0.00135083884494146,0.0163843679257416,0,0.000915084378831312,0,0,0.000627486431198614,0,0.000522905359332178,0.00130726339833045,0,0,0.000806145762303775,0,0,0,0,0,0,0,0,0.00183016875766262,0,0.00610056252554208,0,0,0,0,0,0,0,0,0,0,0,0,0.0017648055877461,0,0.00640559065181919,0.000522905359332178,0,0,0.00196089509749567,0.06994326060853,0,0,0,0,0,0,0,0.000871508932220297,0.00457542189415656,0,0,0.00114784103268039,0,0,0,0,0,0,0,0.00745140137048354,0.000549050627298787,0,0,0.00130726339833045,0,0,0,0.00431396921449047,0,0,0,0.0250994572479446,0,0,0.00544693082637686,0,0,0,0,0,0,0,0,0,0.0571274105070405,0.0402637126685777,0,0,0,0,0,0,0,0.0241843728691133,0.000424860604457395,0,0,0.00627486431198614,0.0159486134596314,0,0,0,0,0,0,0.00457542189415656,0,0,0,0,0.000496760091365569,0.00265810224327191,0,0.00366033751532525,0.00125195610070877,0,0,0.00107849230362262,0,0,0,0,0.00283240402971597,0,0.0067324065014018,0,0,0,0.000697207145776238,0,0,0,0,0.00126368795171943,0,0.00366033751532525,0.00130726339833045,0,0,0,0,0.146315473407843,0,0,0,0,0,0,0.000522905359332178,0,0,0.00307206898607655,0
