Full quantification results
"","Full compound name","Abbreviated compound name","mz","RT","Column","z","SampID","Volume filtered (L)","Particulate carbon filtered (umol)","Normalized peak area (area per L filtered)","Estimated metabolite carbon concentration (nmol C per L)","Estimated metabolite carbon concentration per particulate carbon (nmol C per umol C)","mol Fraction C","Metabolite as a portion of particulate matter (C, %)","Metabolite as a portion of particulate matter (N, %)"
"613","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_15_B",2.04,61.14652458,7148288.64268915,5.248115506796,0.0175090174092505,0.00719049191815697,0.0175090174085633,0.048010229908034
"614","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_15_C",2.095,62.79508284,9240293.47316509,7.41599436958848,0.0247415999814419,0.00855676400583881,0.0247415999801811,0.0678421795822849
"615","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_17_A",1.325,45.4484529,18391370.3697744,15.1337776885349,0.0441208757566064,0.0117911535275968,0.0441208757563636,0.122512124864768
"616","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_17_B",1.325,45.4484529,20044836.0910231,16.4384829608974,0.0479246014624823,0.013117766387745,0.0479246014622187,0.133074075656505
"617","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_17_C",1.64,56.25317944,17249785.1597892,12.9064291473535,0.0376272843817409,0.0105142963145071,0.0376272843825435,0.10448112109224
"618","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_19_A",1.04,44.04571642,11529165.2423974,8.46675821135017,0.0199915661623927,0.00757420478275052,0.0199915661642082,0.0521511425524806
"619","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_19_B",1.15,48.70439796,11047766.8236368,6.38110580024306,0.0150669589968165,0.00477659484922834,0.0150669589968165,0.0393045307216667
"620","AMP","AMP",346.055262,11.585,"HILIC",-1,"SW_19_C",1.5,63.5274756,10487957.4152199,8.80825546116863,0.0207979036896485,0.00577934410715879,0.0207979036896485,0.0542546007252542
"621","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,507400,0.0367026237088457,2.86877028038243e-05,1.2615527583188e-05,2.86877028038243e-05,8.67802903950515e-05
"622","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,439988.709677419,0.0318264486547711,2.57072688620702e-05,1.1701348351585e-05,2.57072688607305e-05,7.98447965947417e-05
"623","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,155876.666666667,0.0112752909768542,1.04841892416206e-05,4.94941261178663e-06,1.04841892416206e-05,3.13197219964448e-05
"624","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_T-S_A",0.62,84.00397013,129945.161290323,0.00939954347186434,6.93743038994137e-06,1.91138883915822e-06,6.93743039010654e-06,1.75845121105356e-05
"625","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_T-S_B",0.62,71.22869299,129945.161290323,0.00939954347186434,8.18169856545601e-06,2.27062140560507e-06,8.18169856499655e-06,1.99665277444264e-05
"626","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_T-S_C",0.78,85.3133456,103289.743589744,0.00747143199045627,6.83095582709851e-06,1.49933419073355e-06,6.83095582725865e-06,1.64879748673844e-05
"627","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,122170.454545455,0.00883716243894452,1.50264729735007e-05,3.90644737634825e-06,1.5026472972107e-05,3.7166368115328e-05
"628","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,92681.0344827586,0.00670405426402688,1.0803230384278e-05,3.16035684213199e-06,1.08032303834976e-05,2.72341051865337e-05
"629","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,107510,0.00777670294627118,1.22339456394107e-05,2.67786729822387e-06,1.22339456394107e-05,3.06343661095594e-05
"630","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_1_A",0.25,NA,1422120,0.102868614956294,NA,1.9799638574177e-05,NA,NA
"631","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_1_B",0.5,NA,348008,0.0251730521712021,NA,1.71497882726004e-05,NA,NA
"632","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_1_C",0.5,NA,348956,0.0252416254610641,NA,2.61181340421531e-05,NA,NA
"633","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Sea ice_2",0.62,NA,112046.774193548,0.00810486911906938,NA,4.12700663050846e-06,NA,NA
"634","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_A",0.725,9.144216331,615704.827586207,0.044536820265306,0.000353110573104909,0.00032497083775211,0.000353110573124217,0.00114117284013735
"635","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_B",1.105,13.93704696,403969.230769231,0.0292209906718071,0.000231678882800771,0.000158424686365936,0.000231678882819057,0.000748733311402334
"636","Anserine","Anserine",241.130066,8.55,"HILIC",1,"Meltwater_C",1.02,12.86496642,437633.333333333,0.031656073227791,0.000250985456457545,0.000160728854957785,0.000250985456387311,0.000811127754019195
"637","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_08_A",3.1,24.21686837,143995.483870968,0.0104158692555958,0.000133333485564743,3.11843741388656e-05,0.000133333485540518,0.00029547424146772
"638","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_08_B",3.3,25.77924698,135268.484848485,0.00978460445222631,0.000125252668231145,3.59981915542601e-05,0.000125252668235032,0.000277566711681798
"639","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_08_C",3,23.43567907,148795.333333333,0.0107630648974489,0.000137777935070293,3.16974323312708e-05,0.000137777935058535,0.000305323382849977
"640","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_12_A",2.25,41.68972321,198393.777777778,0.0143507531965986,7.7451209089826e-05,2.39398251769947e-05,7.74512090944705e-05,0.000161584245630128
"641","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_12_B",2.75,50.95410614,162322.181818182,0.0117415253426716,6.33691710804032e-05,2.7979361270635e-05,6.33691710772941e-05,0.000132205291879196
"642","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_12_C",1.9,35.20465515,234940,0.016994312995972,9.17185370933731e-05,2.59973514433998e-05,9.17185370855572e-05,0.000191349764561994
"643","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_15_A",2.2,65.94233043,304765,0.0220450830008403,7.35478747651057e-05,3.06446607563628e-05,7.3547874762875e-05,0.000161336312334053
"644","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_15_B",2.04,61.14652458,328668.137254902,0.0237741091185532,7.93163355317039e-05,3.25731282508878e-05,7.93163355285907e-05,0.00017399014075241
"645","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_15_C",2.095,62.79508284,320039.618138425,0.0231499678290447,7.72340451009883e-05,2.67110250606741e-05,7.72340450970525e-05,0.000169422380493994
"646","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_17_A",1.325,45.4484529,97343.3962264151,0.00704130477382573,2.05281549315821e-05,5.48607937367008e-06,2.05281549314692e-05,4.56010509690706e-05
"647","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_17_B",1.325,45.4484529,97343.3962264151,0.00704130477382573,2.05281549315821e-05,5.6188999500546e-06,2.05281549314692e-05,4.56010509690706e-05
"648","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_17_C",1.64,56.25317944,78646.3414634146,0.00568885903982872,1.65852471241563e-05,4.63446155038835e-06,1.65852471245101e-05,3.68423125207431e-05
"649","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_19_A",1.04,44.04571642,124019.230769231,0.00897089310126837,2.11819209304147e-05,8.02519450030866e-06,2.11819209323384e-05,4.42050960491719e-05
"650","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_19_B",1.15,48.70439796,112156.52173913,0.00811280767419052,1.9155824147506e-05,6.07286519960891e-06,1.9155824147506e-05,3.99767825140337e-05
"651","Anserine","Anserine",241.130066,8.55,"HILIC",1,"SW_19_C",1.5,63.5274756,85986.6666666667,0.0062198192168794,1.46861318464213e-05,4.08099829723783e-06,1.46861318464213e-05,3.06488665940925e-05
"652","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,2600061440,111.576424518783,0.145351611731268,0.0383513579932693,0.0872109670387607,0.439688571848515
"653","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,4175854245.16129,179.19841386005,0.241240749935522,0.0658842928839814,0.14474444995377,0.749275184085563
"654","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,3657239466.66667,156.943100275218,0.243219320138422,0.0688918948016163,0.145931592083053,0.726576115266894
"655","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_T-S_A",0.62,84.00397013,3760104877.41935,161.357363169882,0.198485787855241,0.032811876874882,0.119091472715979,0.503107857539047
"656","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_T-S_B",0.62,71.22869299,1384204800,59.4003741641339,0.0861736809418769,0.0143491821152545,0.0517042085622226,0.210297309000095
"657","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_T-S_C",0.78,85.3133456,2300762584.61538,98.7326141254485,0.150448206503207,0.0198132278106633,0.0902689239040406,0.363138967730902
"658","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,552626072.727273,23.7148400965347,0.0672067921959255,0.0104830906431421,0.0403240753138153,0.166228787221663
"659","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,1588211862.06897,68.1549282727616,0.183046796002594,0.0321289007231958,0.109828077593622,0.461446763520609
"660","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,840682176,36.0761903206218,0.0945889610521782,0.012422648900382,0.0567533766313069,0.23685513637241
"661","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_1_A",0.25,NA,3465921536,148.73307480362,NA,0.0286274013350807,NA,NA
"662","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_1_B",0.5,NA,977907520,41.9649408714088,NA,0.0285896936899919,NA,NA
"663","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_1_C",0.5,NA,2214712832,95.039961490459,NA,0.0983401983124201,NA,NA
"664","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Sea ice_2",0.62,NA,1131416980.64516,48.5524916442836,NA,0.0247229723268711,NA,NA
"665","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_A",0.725,9.144216331,47609120,2.04304994580654,0.0269972325874855,0.01490747764441,0.016198339553377,0.0872488986008249
"666","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_B",1.105,13.93704696,468197762.895928,20.0917684282185,0.265496272595151,0.108929644019516,0.159297763569663,0.858023402659823
"667","Arginine","Arginine",175.119501,17.93,"HILIC",1,"Meltwater_C",1.02,12.86496642,483856847.058824,20.763746634293,0.274375914603422,0.10542473784252,0.164625548715985,0.886720380178212
"668","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_08_A",3.1,24.21686837,279872825.806452,12.0101812761209,0.256237108415014,0.0359576313027299,0.153742265021074,0.567835341018251
"669","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_08_B",3.3,25.77924698,55622724.8484849,2.38693773351217,0.0509252948486121,0.00878169804191846,0.0305551769101155,0.112853217677325
"670","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_08_C",3,23.43567907,84990661.3333333,3.64720385571354,0.0778130611197505,0.0107410852314224,0.046687836667866,0.17243796721785
"671","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_12_A",2.25,41.68972321,76121294.2222222,3.26659274599981,0.0293830753823786,0.00544930695917826,0.0176298452304844,0.0613010710323245
"672","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_12_B",2.75,50.95410614,53845102.5454545,2.31065463586469,0.0207843905362243,0.00550615349724363,0.0124706343211227,0.0433618803990081
"673","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_12_C",1.9,35.20465515,327220715.789474,14.0420210594201,0.126308295968345,0.0214810305390922,0.0757849775745488,0.263513390659124
"674","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_15_A",2.2,65.94233043,327409687.272727,14.0501303918048,0.0781245437248203,0.0195309529759135,0.0468747262334705,0.171375798792258
"675","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_15_B",2.04,61.14652458,86383160.7843137,3.70696017819673,0.0206122337981435,0.00507894065359972,0.0123673402784007,0.0452154708827549
"676","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_15_C",2.095,62.79508284,406801229.594272,17.4570592793274,0.0970684792931335,0.0201424015505869,0.0582410875729122,0.212931652243139
"677","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_17_A",1.325,45.4484529,161269820.377358,6.92057105407939,0.0336269482660989,0.00539201232347378,0.0201761689595484,0.074698587716597
"678","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_17_B",1.325,45.4484529,521834553.962264,22.3934837945457,0.108809593192896,0.0178698052443988,0.0652857559153787,0.241708610522977
"679","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_17_C",1.64,56.25317944,177098321.95122,7.59981946872506,0.0369274058603892,0.00619123639223789,0.0221564435167062,0.082030193285889
"680","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_19_A",1.04,44.04571642,80430838.4615385,3.45152819795914,0.0135828165885978,0.00308767307772351,0.0081496899538988,0.0283463295840702
"681","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_19_B",1.15,48.70439796,144842281.73913,6.21561616466815,0.0244603461178148,0.00465271711304386,0.0146762076706889,0.0510469259604883
"682","Arginine","Arginine",175.119501,17.93,"HILIC",1,"SW_19_C",1.5,63.5274756,540511146.666667,23.1949523306703,0.0912792146689295,0.0152188604950274,0.0547675288013577,0.190492942761049
"683","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,955871.666666667,0.276047578898814,0.000215765798270597,9.48838391907916e-05,0.000215765798270597,0.0006526914601453
"684","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,2705791.93548387,0.781409616835864,0.000631170236092157,0.000287293949477592,0.000631170236059266,0.00196036612787715
"685","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,1755568.33333333,0.506993150762665,0.000471421282848725,0.000222550202883923,0.000471421282848725,0.0014082904439969
"686","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_T-S_A",0.62,84.00397013,3954450,1.1420114084803,0.000842873345345528,0.000232227008353595,0.000842873345365595,0.00213645625480666
"687","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_T-S_B",0.62,71.22869299,961900,0.277788510113215,0.000241797047005163,6.71045928115807e-05,0.000241797046991584,0.00059007887041117
"688","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_T-S_C",0.78,85.3133456,2172441.02564103,0.627382426262237,0.00057360110430899,0.000125900352644835,0.000573601104322437,0.00138450911279977
"689","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,572454.545454545,0.165319986785899,0.000281105652473952,7.30793207774095e-05,0.00028110565244788,0.000695284660450322
"690","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,1611496.55172414,0.465386449897113,0.000749945754905007,0.000219387730654257,0.000749945754850833,0.00189055503277988
"691","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,807652,0.233243004231166,0.000366926993901077,8.03160179687222e-05,0.000366926993901077,0.000918802175353388
"692","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_1_A",0.25,NA,2284400,0.659715222479082,NA,0.000126978699698818,NA,NA
"693","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_1_B",0.5,NA,754606,0.217923772182652,NA,0.000148466166402117,NA,NA
"694","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_1_C",0.5,NA,1769614,0.511049419415207,NA,0.00052879547155313,NA,NA
"695","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Sea ice_2",0.62,NA,1432064.51612903,0.413568009482781,NA,0.000210589201654819,NA,NA
"696","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_A",0.725,9.144216331,137.931034482759,3.9833305507163e-05,3.15818714773724e-07,2.90650804974111e-07,3.15818714790992e-07,1.02065405897597e-06
"697","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_B",1.105,13.93704696,273512.21719457,0.078987993879033,0.000626257007577245,0.000428241749142121,0.000626257007626674,0.00202391982127888
"698","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"Meltwater_C",1.02,12.86496642,398900.980392157,0.11519919848824,0.000913357863688889,0.000584906255802262,0.000913357863433304,0.00295176430955894
"699","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_08_A",3.1,24.21686837,471993.548387097,0.13630770827477,0.00174487423062203,0.000408095615310088,0.001744874230305,0.00386673600833206
"700","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_08_B",3.3,25.77924698,71196.0606060606,0.0205608146394508,0.000263198876068132,7.56445646337985e-05,0.000263198876076299,0.00058326299615237
"701","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_08_C",3,23.43567907,138479,0.0399915532716165,0.00051193165538962,0.000117775890578336,0.000511931655345932,0.00113446833654317
"702","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_12_A",2.25,41.68972321,369678.222222222,0.106759915347139,0.000576184707010588,0.000178096137137042,0.00057618470704514,0.0012020776992383
"703","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_12_B",2.75,50.95410614,207766.909090909,0.0600013100397042,0.000323827881811581,0.00014297957729658,0.000323827881795693,0.000675592861696138
"704","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_12_C",1.9,35.20465515,1175552.10526316,0.339489414576886,0.00183222896218622,0.000519339947673156,0.00183222896203009,0.00382252695745767
"705","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_15_A",2.2,65.94233043,1231952.27272727,0.355777301560972,0.00118696148336008,0.00049456265194078,0.00118696148332409,0.00260374605275107
"706","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_15_B",2.04,61.14652458,280116.666666667,0.0808953025171156,0.000269886830475551,0.000110835407150042,0.000269886830464958,0.000592029968440655
"707","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_15_C",2.095,62.79508284,1461023.38902148,0.421931084808023,0.00140766694252968,0.000486834878709618,0.00140766694245795,0.00308789063209417
"708","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_17_A",1.325,45.4484529,772307.169811321,0.223035718943384,0.00065023627591949,0.000173773426458597,0.000650236275915913,0.00144442876912066
"709","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_17_B",1.325,45.4484529,2267372.83018868,0.654797921165712,0.00190899181420665,0.000522523044338391,0.00190899181419616,0.00424061652444219
"710","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_17_C",1.64,56.25317944,842978.658536585,0.24344504170092,0.00070973742704686,0.000198323895441356,0.000709737427062,0.0015766040686149
"711","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_19_A",1.04,44.04571642,393378.846153846,0.113604453252035,0.000268240911909582,0.000101628435781929,0.000268240911933943,0.000559798864051768
"712","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_19_B",1.15,48.70439796,404747.826086957,0.116887717621643,0.000275993300184691,8.74966326225669e-05,0.000275993300184691,0.000575977522650745
"713","Argininosuccinic Acid","Argininosuccinate",291.13046,13.69,"HILIC",1,"SW_19_C",1.5,63.5274756,2157376.66666667,0.623031967965847,0.00147109253613844,0.000408788794615323,0.00147109253613844,0.00307006088186926
"714","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,396058047.024755,88.2812900317195,0.172507245780212,0.0303442897791026,0.0690028983120847,0.260917177412713
"715","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,303320727.461385,67.6101528925051,0.136527357879807,0.0248576257967294,0.054610943149077,0.212021727745933
"716","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,306737462.719484,68.3717427618381,0.158936539058282,0.0300125262053047,0.0635746156233129,0.237397861849974
"717","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_T-S_A",0.62,84.00397013,528545133.527395,117.812645339004,0.217382107051439,0.023957097074632,0.0869528428226458,0.275502461228448
"718","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_T-S_B",0.62,71.22869299,466232894.722952,103.923254963666,0.226146288008256,0.0251044498030126,0.0904585151982224,0.275942464617322
"719","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_T-S_C",0.78,85.3133456,690369890.886056,153.883363876379,0.351729916871223,0.0308806382952645,0.140691966751787,0.424487741999002
"720","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,94380218.8738595,21.0373391937157,0.089428312258819,0.00929950751346085,0.0357713249002099,0.110595666035708
"721","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,96037886.0003884,21.4068329925981,0.0862399599961958,0.0100913907394147,0.0344959839959864,0.108702122340965
"722","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,146938251.035128,32.7525181064557,0.12881182708037,0.0112781596233937,0.051524730832148,0.161275388428625
"723","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_1_A",0.25,NA,168364349.947,37.5283929220203,NA,0.00722327812463895,NA,NA
"724","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_1_B",0.5,NA,37476714.0394981,8.35355495592279,NA,0.00569107384528834,NA,NA
"725","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_1_C",0.5,NA,26354110.6774052,5.87432803276593,NA,0.00607831247650919,NA,NA
"726","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Sea ice_2",0.62,NA,59019367.6036909,13.1554097891728,NA,0.00669874647318251,NA,NA
"727","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_A",0.725,9.144216331,7105037.85069298,1.58371206416661,0.0313911877453152,0.0115558370172032,0.0125564750988127,0.0507245797819302
"728","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_B",1.105,13.93704696,3668018.40552054,0.817600852026633,0.0162058889534198,0.00443270934957767,0.00648235558187956,0.0261868685519062
"729","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"Meltwater_C",1.02,12.86496642,3203689.46532789,0.714101988293899,0.0141544098188905,0.00362574328393937,0.00566176392597186,0.0228719121974423
"730","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_08_A",3.1,24.21686837,12150377.5700237,2.70831766785721,0.0866728992584987,0.0081085110967561,0.0346691596971004,0.0960359247181671
"731","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_08_B",3.3,25.77924698,10501796.8509314,2.34084922807623,0.074912995506081,0.00861213545456676,0.0299651982033623,0.0830056322093016
"732","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_08_C",3,23.43567907,12882546.6219445,2.87151805959379,0.0918957175622112,0.0084566757005776,0.0367582870217475,0.101822949158025
"733","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_12_A",2.25,41.68972321,33031924.7539616,7.36281197015587,0.0993429894545149,0.0122825909526751,0.0397371957841889,0.103628220903772
"734","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_12_B",2.75,50.95410614,17584372.8409318,3.91955454625359,0.0528847222468289,0.0093400669392616,0.0211538888976937,0.0551659428503584
"735","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_12_C",1.9,35.20465515,35573953.621105,7.92942989239003,0.106988100943953,0.0121301858867212,0.0427952403739345,0.11160310977114
"736","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_15_A",2.2,65.94233043,33782416.3851746,7.530096462566,0.0628056822894317,0.0104675156609402,0.0251222729150107,0.0688859957310997
"737","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_15_B",2.04,61.14652458,45157967.4253375,10.0657053920937,0.0839542359149363,0.0137911166739135,0.0335816943646564,0.0920819729358406
"738","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_15_C",2.095,62.79508284,52707803.7708277,11.7485629861134,0.0979903136628604,0.0135557925033166,0.0391961254631467,0.107476904675956
"739","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_17_A",1.325,45.4484529,80243272.6250558,17.8862156113801,0.130363269665218,0.0139356556335075,0.0521453078658004,0.144793872715577
"740","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_17_B",1.325,45.4484529,93866450.6421813,20.9228203179837,0.152495492983703,0.0166962285848969,0.0609981971931457,0.169376029440544
"741","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_17_C",1.64,56.25317944,79776724.2192476,17.7822220290343,0.129605314837011,0.0144863888693767,0.0518421259359102,0.143952015843639
"742","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_19_A",1.04,44.04571642,55467553.3268366,12.3637108231518,0.0729824617533027,0.0110603462755939,0.0291929847039722,0.0761544890642407
"743","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_19_B",1.15,48.70439796,67350441.3076596,15.0124050944335,0.0886175919512304,0.0112375784218887,0.0354470367804922,0.0924691668985946
"744","Asparagine","Asparagine",133.061318,11.86,"HILIC",1,"SW_19_C",1.5,63.5274756,85010077.0334819,18.9487357284842,0.111853585099509,0.0124327983734471,0.0447414340398035,0.116715063014404
"745","Aspartic acid","Aspartic acid",134.045334,12.86,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,477768701.335463,139.983780902269,0.273537195578753,0.0481156132918612,0.109414878231501,0.206862478920826
"746","Aspartic acid","Aspartic acid",134.045334,12.86,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,527022728.827233,154.414958527949,0.311815095854899,0.0567723794769105,0.124726038335459,0.242118416363925
"747","Aspartic acid","Aspartic acid",134.045334,12.86,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,359970528.620383,105.469520018408,0.24517380734692,0.0462970023221372,0.098069522938768,0.183103702869838
