"","CultureID_short","Sample_type","molFractionC_pertotalC","total_mmol","Identification","Emperical.Formula","Contains_N","Contains_S"
"983","35ppt0C","Exp_Ambient",3.71e-05,4.03353305183333,"Resorcylic acid","C7H6O4","no","no"
"984","50ppt-3C","Exp_Frozen",1.25666666666667e-05,3.98563384757333,"Resorcylic acid","C7H6O4","no","no"
"985","Hero1","Melted_hero",1.5e-05,1.34416321036667,"Resorcylic acid","C7H6O4","no","no"
"986","StaB1","SW_Station B1",6.1584e-05,3.53316924234,"Resorcylic acid","C7H6O4","no","no"
"987","StaB2","SW_Station B2",3.38333333333333e-05,3.01257189273333,"Resorcylic acid","C7H6O4","no","no"
"988","StaB3","SW_Station B3",5.26733333333333e-05,2.55934740726667,"Resorcylic acid","C7H6O4","no","no"
"989","StaB4","SW_Station B4",9.56666666666667e-05,3.64243740004,"Resorcylic acid","C7H6O4","no","no"
"990","StaB5","SW_Station B5",6.63036666666667e-05,3.12584895483333,"Resorcylic acid","C7H6O4","no","no"
"991","20ppt3C","Exp_Melted",0.00323633333333333,2.48661013953333,"R5P","C5H11O8P","no","no"
"992","35ppt0C","Exp_Ambient",0.00483,4.03353305183333,"R5P","C5H11O8P","no","no"
"993","50ppt-3C","Exp_Frozen",0.00188,3.98563384757333,"R5P","C5H11O8P","no","no"
"994","Hero1","Melted_hero",0.000261939,1.34416321036667,"R5P","C5H11O8P","no","no"
"995","StaB1","SW_Station B1",0.005336,3.53316924234,"R5P","C5H11O8P","no","no"
"996","StaB2","SW_Station B2",0.00560333333333333,3.01257189273333,"R5P","C5H11O8P","no","no"
"997","StaB3","SW_Station B3",0.00549,2.55934740726667,"R5P","C5H11O8P","no","no"
"998","StaB4","SW_Station B4",0.00777666666666667,3.64243740004,"R5P","C5H11O8P","no","no"
"999","StaB5","SW_Station B5",0.00664666666666667,3.12584895483333,"R5P","C5H11O8P","no","no"
"1000","20ppt3C","Exp_Melted",9.82666666666667e-05,2.48661013953333,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1001","35ppt0C","Exp_Ambient",7.69666666666667e-05,4.03353305183333,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1002","50ppt-3C","Exp_Frozen",0.000115133333333333,3.98563384757333,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1003","Hero1","Melted_hero",2.82e-05,1.34416321036667,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1004","StaB1","SW_Station B1",1.512e-05,3.53316924234,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1005","StaB2","SW_Station B2",7.85e-06,3.01257189273333,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1006","StaB3","SW_Station B3",4.48666666666667e-06,2.55934740726667,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1007","StaB4","SW_Station B4",5.96e-06,3.64243740004,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1008","StaB5","SW_Station B5",5.68666666666667e-06,3.12584895483333,"Cyano B12 †","C63H88CoN14O14P","yes","no"
"1009","20ppt3C","Exp_Melted",0.00936,2.48661013953333,"Serine †","C3H7NO3","yes","no"
"1010","35ppt0C","Exp_Ambient",0.0219,4.03353305183333,"Serine †","C3H7NO3","yes","no"
"1011","50ppt-3C","Exp_Frozen",0.0233666666666667,3.98563384757333,"Serine †","C3H7NO3","yes","no"
"1012","Hero1","Melted_hero",0.0194333333333333,1.34416321036667,"Serine †","C3H7NO3","yes","no"
"1013","StaB1","SW_Station B1",0.0336,3.53316924234,"Serine †","C3H7NO3","yes","no"
"1014","StaB2","SW_Station B2",0.022,3.01257189273333,"Serine †","C3H7NO3","yes","no"
"1015","StaB3","SW_Station B3",0.0178666666666667,2.55934740726667,"Serine †","C3H7NO3","yes","no"
"1016","StaB4","SW_Station B4",0.0281333333333333,3.64243740004,"Serine †","C3H7NO3","yes","no"
"1017","StaB5","SW_Station B5",0.0208333333333333,3.12584895483333,"Serine †","C3H7NO3","yes","no"
"1018","20ppt3C","Exp_Melted",7.66666666666667e-05,2.48661013953333,"Proline betaine †","C7H13NO2","yes","no"
"1019","35ppt0C","Exp_Ambient",9.55666666666667e-05,4.03353305183333,"Proline betaine †","C7H13NO2","yes","no"
"1020","50ppt-3C","Exp_Frozen",0.000161,3.98563384757333,"Proline betaine †","C7H13NO2","yes","no"
"1021","Hero1","Melted_hero",0.00150333333333333,1.34416321036667,"Proline betaine †","C7H13NO2","yes","no"
"1022","StaB1","SW_Station B1",0.0013626,3.53316924234,"Proline betaine †","C7H13NO2","yes","no"
"1023","StaB2","SW_Station B2",0.000464333333333333,3.01257189273333,"Proline betaine †","C7H13NO2","yes","no"
"1024","StaB3","SW_Station B3",0.000222666666666667,2.55934740726667,"Proline betaine †","C7H13NO2","yes","no"
"1025","StaB4","SW_Station B4",0.000401333333333333,3.64243740004,"Proline betaine †","C7H13NO2","yes","no"
"1026","StaB5","SW_Station B5",0.000383,3.12584895483333,"Proline betaine †","C7H13NO2","yes","no"
"1027","20ppt3C","Exp_Melted",1.55866666666667e-06,2.48661013953333,"Sulfurol †*","C6H9NOS","yes","yes"
"1028","35ppt0C","Exp_Ambient",2.06666666666667e-06,4.03353305183333,"Sulfurol †*","C6H9NOS","yes","yes"
"1029","50ppt-3C","Exp_Frozen",2.62466666666667e-06,3.98563384757333,"Sulfurol †*","C6H9NOS","yes","yes"
"1030","Hero1","Melted_hero",9.23333333333333e-07,1.34416321036667,"Sulfurol †*","C6H9NOS","yes","yes"
"1031","StaB1","SW_Station B1",4.948e-07,3.53316924234,"Sulfurol †*","C6H9NOS","yes","yes"
"1032","StaB2","SW_Station B2",2.57e-07,3.01257189273333,"Sulfurol †*","C6H9NOS","yes","yes"
"1033","StaB3","SW_Station B3",1.85666666666667e-07,2.55934740726667,"Sulfurol †*","C6H9NOS","yes","yes"
"1034","StaB4","SW_Station B4",1.63666666666667e-07,3.64243740004,"Sulfurol †*","C6H9NOS","yes","yes"
"1035","StaB5","SW_Station B5",1.56333333333333e-07,3.12584895483333,"Sulfurol †*","C6H9NOS","yes","yes"
"1036","20ppt3C","Exp_Melted",0.0155,2.48661013953333,"Taurine †*","C2H7NO3S","yes","yes"
"1037","35ppt0C","Exp_Ambient",0.0744,4.03353305183333,"Taurine †*","C2H7NO3S","yes","yes"
"1038","50ppt-3C","Exp_Frozen",0.0931228666666667,3.98563384757333,"Taurine †*","C2H7NO3S","yes","yes"
"1039","Hero1","Melted_hero",0.00442333333333333,1.34416321036667,"Taurine †*","C2H7NO3S","yes","yes"
"1040","StaB1","SW_Station B1",0.17934126,3.53316924234,"Taurine †*","C2H7NO3S","yes","yes"
"1041","StaB2","SW_Station B2",0.134362733333333,3.01257189273333,"Taurine †*","C2H7NO3S","yes","yes"
"1042","StaB3","SW_Station B3",0.0967295,2.55934740726667,"Taurine †*","C2H7NO3S","yes","yes"
"1043","StaB4","SW_Station B4",0.1348936,3.64243740004,"Taurine †*","C2H7NO3S","yes","yes"
"1044","StaB5","SW_Station B5",0.114996633333333,3.12584895483333,"Taurine †*","C2H7NO3S","yes","yes"
"1045","20ppt3C","Exp_Melted",2.98486333333333e-05,2.48661013953333,"TMP †*","C12H18N4O4PS","yes","yes"
"1046","35ppt0C","Exp_Ambient",3.78471666666667e-05,4.03353305183333,"TMP †*","C12H18N4O4PS","yes","yes"
"1047","50ppt-3C","Exp_Frozen",9.64333333333333e-08,3.98563384757333,"TMP †*","C12H18N4O4PS","yes","yes"
"1048","Hero1","Melted_hero",2.55333333333333e-07,1.34416321036667,"TMP †*","C12H18N4O4PS","yes","yes"
"1049","StaB1","SW_Station B1",1.368e-07,3.53316924234,"TMP †*","C12H18N4O4PS","yes","yes"
"1050","StaB2","SW_Station B2",7.10666666666667e-08,3.01257189273333,"TMP †*","C12H18N4O4PS","yes","yes"
"1051","StaB3","SW_Station B3",4.68e-08,2.55934740726667,"TMP †*","C12H18N4O4PS","yes","yes"
"1052","StaB4","SW_Station B4",6.09333333333333e-08,3.64243740004,"TMP †*","C12H18N4O4PS","yes","yes"
"1053","StaB5","SW_Station B5",5.82e-08,3.12584895483333,"TMP †*","C12H18N4O4PS","yes","yes"
"1054","20ppt3C","Exp_Melted",0.0266333333333333,2.48661013953333,"Threonic acid","C4H8O5","no","no"
"1055","35ppt0C","Exp_Ambient",0.0478333333333333,4.03353305183333,"Threonic acid","C4H8O5","no","no"
"1056","50ppt-3C","Exp_Frozen",0.0231666666666667,3.98563384757333,"Threonic acid","C4H8O5","no","no"
"1057","Hero1","Melted_hero",0.00585666666666667,1.34416321036667,"Threonic acid","C4H8O5","no","no"
"1058","StaB1","SW_Station B1",0.05682,3.53316924234,"Threonic acid","C4H8O5","no","no"
"1059","StaB2","SW_Station B2",0.0613,3.01257189273333,"Threonic acid","C4H8O5","no","no"
"1060","StaB3","SW_Station B3",0.0558333333333333,2.55934740726667,"Threonic acid","C4H8O5","no","no"
"1061","StaB4","SW_Station B4",0.111399033333333,3.64243740004,"Threonic acid","C4H8O5","no","no"
"1062","StaB5","SW_Station B5",0.0676333333333333,3.12584895483333,"Threonic acid","C4H8O5","no","no"
"1063","20ppt3C","Exp_Melted",0.0421,2.48661013953333,"Threonine †","C4H9NO3","yes","no"
"1064","35ppt0C","Exp_Ambient",0.0773272666666667,4.03353305183333,"Threonine †","C4H9NO3","yes","no"
"1065","50ppt-3C","Exp_Frozen",0.0271,3.98563384757333,"Threonine †","C4H9NO3","yes","no"
"1066","Hero1","Melted_hero",0.00788666666666667,1.34416321036667,"Threonine †","C4H9NO3","yes","no"
"1067","StaB1","SW_Station B1",0.0339,3.53316924234,"Threonine †","C4H9NO3","yes","no"
"1068","StaB2","SW_Station B2",0.0350333333333333,3.01257189273333,"Threonine †","C4H9NO3","yes","no"
"1069","StaB3","SW_Station B3",0.0313666666666667,2.55934740726667,"Threonine †","C4H9NO3","yes","no"
"1070","StaB4","SW_Station B4",0.0381666666666667,3.64243740004,"Threonine †","C4H9NO3","yes","no"
"1071","StaB5","SW_Station B5",0.0234333333333333,3.12584895483333,"Threonine †","C4H9NO3","yes","no"
"1072","20ppt3C","Exp_Melted",0.000693,2.48661013953333,"THP †","C5H9NO3","yes","no"
"1073","35ppt0C","Exp_Ambient",0.001116,4.03353305183333,"THP †","C5H9NO3","yes","no"
"1074","50ppt-3C","Exp_Frozen",0.000922,3.98563384757333,"THP †","C5H9NO3","yes","no"
"1075","Hero1","Melted_hero",0.000581333333333333,1.34416321036667,"THP †","C5H9NO3","yes","no"
"1076","StaB1","SW_Station B1",0.0010934,3.53316924234,"THP †","C5H9NO3","yes","no"
"1077","StaB2","SW_Station B2",0.000684333333333333,3.01257189273333,"THP †","C5H9NO3","yes","no"
"1078","StaB3","SW_Station B3",0.000617666666666667,2.55934740726667,"THP †","C5H9NO3","yes","no"
"1079","StaB4","SW_Station B4",0.00111233333333333,3.64243740004,"THP †","C5H9NO3","yes","no"
"1080","StaB5","SW_Station B5",0.00123,3.12584895483333,"THP †","C5H9NO3","yes","no"
"1081","20ppt3C","Exp_Melted",0.00460666666666667,2.48661013953333,"Trigonelline †","C7H7NO2","yes","no"
"1082","35ppt0C","Exp_Ambient",0.00572333333333333,4.03353305183333,"Trigonelline †","C7H7NO2","yes","no"
"1083","50ppt-3C","Exp_Frozen",0.000531,3.98563384757333,"Trigonelline †","C7H7NO2","yes","no"
"1084","Hero1","Melted_hero",0.00155333333333333,1.34416321036667,"Trigonelline †","C7H7NO2","yes","no"
"1085","StaB1","SW_Station B1",0.0024418,3.53316924234,"Trigonelline †","C7H7NO2","yes","no"
"1086","StaB2","SW_Station B2",0.00343333333333333,3.01257189273333,"Trigonelline †","C7H7NO2","yes","no"
"1087","StaB3","SW_Station B3",0.000124,2.55934740726667,"Trigonelline †","C7H7NO2","yes","no"
"1088","StaB4","SW_Station B4",0.00416,3.64243740004,"Trigonelline †","C7H7NO2","yes","no"
"1089","StaB5","SW_Station B5",0.0042,3.12584895483333,"Trigonelline †","C7H7NO2","yes","no"
"1090","20ppt3C","Exp_Melted",0.000205333333333333,2.48661013953333,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1091","35ppt0C","Exp_Ambient",0.000217333333333333,4.03353305183333,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1092","50ppt-3C","Exp_Frozen",0.000207,3.98563384757333,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1093","Hero1","Melted_hero",0.000386666666666667,1.34416321036667,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1094","StaB1","SW_Station B1",0.000385,3.53316924234,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1095","StaB2","SW_Station B2",0.000197333333333333,3.01257189273333,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1096","StaB3","SW_Station B3",0.000172333333333333,2.55934740726667,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1097","StaB4","SW_Station B4",0.000213,3.64243740004,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1098","StaB5","SW_Station B5",0.000231666666666667,3.12584895483333,"Trimethyl-L-lysine †","C9H20N2O2","yes","no"
"1099","20ppt3C","Exp_Melted",0.000615666666666667,2.48661013953333,"TMAO †","C3H9NO","yes","no"
"1100","35ppt0C","Exp_Ambient",0.00115233333333333,4.03353305183333,"TMAO †","C3H9NO","yes","no"
"1101","50ppt-3C","Exp_Frozen",0.000638,3.98563384757333,"TMAO †","C3H9NO","yes","no"
"1102","Hero1","Melted_hero",0.00181333333333333,1.34416321036667,"TMAO †","C3H9NO","yes","no"
"1103","StaB1","SW_Station B1",0.0166,3.53316924234,"TMAO †","C3H9NO","yes","no"
"1104","StaB2","SW_Station B2",0.00255666666666667,3.01257189273333,"TMAO †","C3H9NO","yes","no"
"1105","StaB3","SW_Station B3",0.00226,2.55934740726667,"TMAO †","C3H9NO","yes","no"
"1106","StaB4","SW_Station B4",0.00204666666666667,3.64243740004,"TMAO †","C3H9NO","yes","no"
"1107","StaB5","SW_Station B5",0.00128666666666667,3.12584895483333,"TMAO †","C3H9NO","yes","no"
"1108","20ppt3C","Exp_Melted",0.00426333333333333,2.48661013953333,"TMAP †","C6H13NO2","yes","no"
"1109","35ppt0C","Exp_Ambient",0.00524,4.03353305183333,"TMAP †","C6H13NO2","yes","no"
"1110","50ppt-3C","Exp_Frozen",0.00657,3.98563384757333,"TMAP †","C6H13NO2","yes","no"
"1111","Hero1","Melted_hero",0.00668166666666667,1.34416321036667,"TMAP †","C6H13NO2","yes","no"
"1112","StaB1","SW_Station B1",0.02302,3.53316924234,"TMAP †","C6H13NO2","yes","no"
"1113","StaB2","SW_Station B2",0.01275,3.01257189273333,"TMAP †","C6H13NO2","yes","no"
"1114","StaB3","SW_Station B3",0.0110733333333333,2.55934740726667,"TMAP †","C6H13NO2","yes","no"
"1115","StaB4","SW_Station B4",0.0102333333333333,3.64243740004,"TMAP †","C6H13NO2","yes","no"
"1116","StaB5","SW_Station B5",0.00849,3.12584895483333,"TMAP †","C6H13NO2","yes","no"
"1117","20ppt3C","Exp_Melted",0.00870666666666667,2.48661013953333,"Tryptophan †","C11H12N2O2","yes","no"
"1118","35ppt0C","Exp_Ambient",0.00922333333333333,4.03353305183333,"Tryptophan †","C11H12N2O2","yes","no"
"1119","50ppt-3C","Exp_Frozen",0.00708,3.98563384757333,"Tryptophan †","C11H12N2O2","yes","no"
"1120","Hero1","Melted_hero",0.00217,1.34416321036667,"Tryptophan †","C11H12N2O2","yes","no"
"1121","StaB1","SW_Station B1",0.009822,3.53316924234,"Tryptophan †","C11H12N2O2","yes","no"
"1122","StaB2","SW_Station B2",0.00628,3.01257189273333,"Tryptophan †","C11H12N2O2","yes","no"
"1123","StaB3","SW_Station B3",0.00497666666666667,2.55934740726667,"Tryptophan †","C11H12N2O2","yes","no"
"1124","StaB4","SW_Station B4",0.00714,3.64243740004,"Tryptophan †","C11H12N2O2","yes","no"
"1125","StaB5","SW_Station B5",0.00471333333333333,3.12584895483333,"Tryptophan †","C11H12N2O2","yes","no"
"1126","20ppt3C","Exp_Melted",1.45666666666667e-05,2.48661013953333,"Turicine †","C7H13NO3","yes","no"
"1127","35ppt0C","Exp_Ambient",7.43333333333333e-06,4.03353305183333,"Turicine †","C7H13NO3","yes","no"
"1128","50ppt-3C","Exp_Frozen",5.54333333333333e-05,3.98563384757333,"Turicine †","C7H13NO3","yes","no"
"1129","Hero1","Melted_hero",0.0001011,1.34416321036667,"Turicine †","C7H13NO3","yes","no"
"1130","StaB1","SW_Station B1",0.00026758,3.53316924234,"Turicine †","C7H13NO3","yes","no"
"1131","StaB2","SW_Station B2",0.000125533333333333,3.01257189273333,"Turicine †","C7H13NO3","yes","no"
"1132","StaB3","SW_Station B3",5.17666666666667e-05,2.55934740726667,"Turicine †","C7H13NO3","yes","no"
"1133","StaB4","SW_Station B4",9.49666666666667e-05,3.64243740004,"Turicine †","C7H13NO3","yes","no"
"1134","StaB5","SW_Station B5",0.000107733333333333,3.12584895483333,"Turicine †","C7H13NO3","yes","no"
"1135","20ppt3C","Exp_Melted",0.0216333333333333,2.48661013953333,"Tyrosine †","C9H11NO3","yes","no"
"1136","35ppt0C","Exp_Ambient",0.0229,4.03353305183333,"Tyrosine †","C9H11NO3","yes","no"
"1137","50ppt-3C","Exp_Frozen",0.0233,3.98563384757333,"Tyrosine †","C9H11NO3","yes","no"
"1138","Hero1","Melted_hero",0.00503666666666667,1.34416321036667,"Tyrosine †","C9H11NO3","yes","no"
"1139","StaB1","SW_Station B1",0.03754,3.53316924234,"Tyrosine †","C9H11NO3","yes","no"
"1140","StaB2","SW_Station B2",0.0239333333333333,3.01257189273333,"Tyrosine †","C9H11NO3","yes","no"
"1141","StaB3","SW_Station B3",0.0192333333333333,2.55934740726667,"Tyrosine †","C9H11NO3","yes","no"
"1142","StaB4","SW_Station B4",0.0233666666666667,3.64243740004,"Tyrosine †","C9H11NO3","yes","no"
"1143","StaB5","SW_Station B5",0.0143333333333333,3.12584895483333,"Tyrosine †","C9H11NO3","yes","no"
"1144","20ppt3C","Exp_Melted",0.00690666666666667,2.48661013953333,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1145","35ppt0C","Exp_Ambient",0.00662,4.03353305183333,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1146","50ppt-3C","Exp_Frozen",0.00356,3.98563384757333,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1147","Hero1","Melted_hero",0.00155046,1.34416321036667,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1148","StaB1","SW_Station B1",0.008474,3.53316924234,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1149","StaB2","SW_Station B2",0.00836,3.01257189273333,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1150","StaB3","SW_Station B3",0.00736666666666667,2.55934740726667,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1151","StaB4","SW_Station B4",0.0113333333333333,3.64243740004,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1152","StaB5","SW_Station B5",0.00883,3.12584895483333,"UDP-glucosamine †","C17H27N3O17P2","yes","no"
"1153","20ppt3C","Exp_Melted",0.00542666666666667,2.48661013953333,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1154","35ppt0C","Exp_Ambient",0.00979666666666667,4.03353305183333,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1155","50ppt-3C","Exp_Frozen",0.00245666666666667,3.98563384757333,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1156","Hero1","Melted_hero",0.000609723333333333,1.34416321036667,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1157","StaB1","SW_Station B1",0.003084,3.53316924234,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1158","StaB2","SW_Station B2",0.00571333333333333,3.01257189273333,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1159","StaB3","SW_Station B3",0.00511,2.55934740726667,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1160","StaB4","SW_Station B4",0.00762666666666667,3.64243740004,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1161","StaB5","SW_Station B5",0.00583333333333333,3.12584895483333,"UDP-glucose †","C15H24N2O17P2","yes","no"
"1162","20ppt3C","Exp_Melted",0.0132233333333333,2.48661013953333,"Uridine †","C9H12N2O6","yes","no"
"1163","35ppt0C","Exp_Ambient",0.00681,4.03353305183333,"Uridine †","C9H12N2O6","yes","no"
"1164","50ppt-3C","Exp_Frozen",0.01068,3.98563384757333,"Uridine †","C9H12N2O6","yes","no"
"1165","Hero1","Melted_hero",0.00993,1.34416321036667,"Uridine †","C9H12N2O6","yes","no"
"1166","StaB1","SW_Station B1",0.007582,3.53316924234,"Uridine †","C9H12N2O6","yes","no"
"1167","StaB2","SW_Station B2",0.00402,3.01257189273333,"Uridine †","C9H12N2O6","yes","no"
"1168","StaB3","SW_Station B3",0.00431666666666667,2.55934740726667,"Uridine †","C9H12N2O6","yes","no"
"1169","StaB4","SW_Station B4",0.00509666666666667,3.64243740004,"Uridine †","C9H12N2O6","yes","no"
"1170","StaB5","SW_Station B5",0.00874666666666667,3.12584895483333,"Uridine †","C9H12N2O6","yes","no"
"1171","20ppt3C","Exp_Melted",0.00104433333333333,2.48661013953333,"Vit B1 †*","C12H17N4OS","yes","yes"
"1172","35ppt0C","Exp_Ambient",0.000550333333333333,4.03353305183333,"Vit B1 †*","C12H17N4OS","yes","yes"
"1173","50ppt-3C","Exp_Frozen",0.000955333333333333,3.98563384757333,"Vit B1 †*","C12H17N4OS","yes","yes"
"1174","Hero1","Melted_hero",1.40533333333333e-07,1.34416321036667,"Vit B1 †*","C12H17N4OS","yes","yes"
"1175","StaB1","SW_Station B1",7.126e-08,3.53316924234,"Vit B1 †*","C12H17N4OS","yes","yes"
"1176","StaB2","SW_Station B2",8.173e-06,3.01257189273333,"Vit B1 †*","C12H17N4OS","yes","yes"
"1177","StaB3","SW_Station B3",1.00711333333333e-05,2.55934740726667,"Vit B1 †*","C12H17N4OS","yes","yes"
"1178","StaB4","SW_Station B4",2.10333333333333e-08,3.64243740004,"Vit B1 †*","C12H17N4OS","yes","yes"
"1179","StaB5","SW_Station B5",8.49976666666667e-06,3.12584895483333,"Vit B1 †*","C12H17N4OS","yes","yes"
"1180","20ppt3C","Exp_Melted",5.40333333333333e-05,2.48661013953333,"Vit B2 †","C17H20N4O6","yes","no"
"1181","35ppt0C","Exp_Ambient",2.77e-05,4.03353305183333,"Vit B2 †","C17H20N4O6","yes","no"
"1182","50ppt-3C","Exp_Frozen",2.61333333333333e-05,3.98563384757333,"Vit B2 †","C17H20N4O6","yes","no"
"1183","Hero1","Melted_hero",2.57666666666667e-05,1.34416321036667,"Vit B2 †","C17H20N4O6","yes","no"
"1184","StaB1","SW_Station B1",3.92e-05,3.53316924234,"Vit B2 †","C17H20N4O6","yes","no"
"1185","StaB2","SW_Station B2",2.75e-05,3.01257189273333,"Vit B2 †","C17H20N4O6","yes","no"
"1186","StaB3","SW_Station B3",4.1e-05,2.55934740726667,"Vit B2 †","C17H20N4O6","yes","no"
"1187","StaB4","SW_Station B4",3.13e-05,3.64243740004,"Vit B2 †","C17H20N4O6","yes","no"
"1188","StaB5","SW_Station B5",3.22e-05,3.12584895483333,"Vit B2 †","C17H20N4O6","yes","no"
"1189","20ppt3C","Exp_Melted",0.00861333333333333,2.48661013953333,"Vit B3 †","C6H5NO2","yes","no"
"1190","35ppt0C","Exp_Ambient",0.00786333333333333,4.03353305183333,"Vit B3 †","C6H5NO2","yes","no"
"1191","50ppt-3C","Exp_Frozen",0.00251,3.98563384757333,"Vit B3 †","C6H5NO2","yes","no"
"1192","Hero1","Melted_hero",0.00182666666666667,1.34416321036667,"Vit B3 †","C6H5NO2","yes","no"
"1193","StaB1","SW_Station B1",0.00636,3.53316924234,"Vit B3 †","C6H5NO2","yes","no"
"1194","StaB2","SW_Station B2",0.00648,3.01257189273333,"Vit B3 †","C6H5NO2","yes","no"
"1195","StaB3","SW_Station B3",0.00626,2.55934740726667,"Vit B3 †","C6H5NO2","yes","no"
"1196","StaB4","SW_Station B4",0.00872666666666667,3.64243740004,"Vit B3 †","C6H5NO2","yes","no"
"1197","StaB5","SW_Station B5",0.00963666666666667,3.12584895483333,"Vit B3 †","C6H5NO2","yes","no"
"1198","20ppt3C","Exp_Melted",5.79666666666667e-05,2.48661013953333,"Vit B5 †","C9H17NO5","yes","no"
"1199","35ppt0C","Exp_Ambient",5.58333333333333e-05,4.03353305183333,"Vit B5 †","C9H17NO5","yes","no"
"1200","50ppt-3C","Exp_Frozen",4.54333333333333e-05,3.98563384757333,"Vit B5 †","C9H17NO5","yes","no"
"1201","Hero1","Melted_hero",2.55133333333333e-05,1.34416321036667,"Vit B5 †","C9H17NO5","yes","no"
"1202","StaB1","SW_Station B1",6.36e-05,3.53316924234,"Vit B5 †","C9H17NO5","yes","no"
"1203","StaB2","SW_Station B2",5.44e-05,3.01257189273333,"Vit B5 †","C9H17NO5","yes","no"
"1204","StaB3","SW_Station B3",4.36333333333333e-05,2.55934740726667,"Vit B5 †","C9H17NO5","yes","no"
"1205","StaB4","SW_Station B4",6.1e-05,3.64243740004,"Vit B5 †","C9H17NO5","yes","no"
"1206","StaB5","SW_Station B5",2.16333333333333e-06,3.12584895483333,"Vit B5 †","C9H17NO5","yes","no"
"1207","20ppt3C","Exp_Melted",9.68e-06,2.48661013953333,"Vit B6 †","C8H11NO3","yes","no"
"1208","35ppt0C","Exp_Ambient",0.0001263,4.03353305183333,"Vit B6 †","C8H11NO3","yes","no"
"1209","50ppt-3C","Exp_Frozen",4.52e-05,3.98563384757333,"Vit B6 †","C8H11NO3","yes","no"
"1210","Hero1","Melted_hero",0.0001289,1.34416321036667,"Vit B6 †","C8H11NO3","yes","no"
"1211","StaB1","SW_Station B1",0.0001656,3.53316924234,"Vit B6 †","C8H11NO3","yes","no"
"1212","StaB2","SW_Station B2",0.000143933333333333,3.01257189273333,"Vit B6 †","C8H11NO3","yes","no"
"1213","StaB3","SW_Station B3",0.000111233333333333,2.55934740726667,"Vit B6 †","C8H11NO3","yes","no"
"1214","StaB4","SW_Station B4",9.98e-05,3.64243740004,"Vit B6 †","C8H11NO3","yes","no"
"1215","StaB5","SW_Station B5",0.000279,3.12584895483333,"Vit B6 †","C8H11NO3","yes","no"
"1216","20ppt3C","Exp_Melted",0.00250666666666667,2.48661013953333,"Xanthine †","C5H4N4O2","yes","no"
"1217","35ppt0C","Exp_Ambient",0.00134066666666667,4.03353305183333,"Xanthine †","C5H4N4O2","yes","no"
"1218","50ppt-3C","Exp_Frozen",0.000734,3.98563384757333,"Xanthine †","C5H4N4O2","yes","no"
"1219","Hero1","Melted_hero",0.00353,1.34416321036667,"Xanthine †","C5H4N4O2","yes","no"
"1220","StaB1","SW_Station B1",0.00428,3.53316924234,"Xanthine †","C5H4N4O2","yes","no"
"1221","StaB2","SW_Station B2",0.00207333333333333,3.01257189273333,"Xanthine †","C5H4N4O2","yes","no"
"1222","StaB3","SW_Station B3",0.00304666666666667,2.55934740726667,"Xanthine †","C5H4N4O2","yes","no"
"1223","StaB4","SW_Station B4",0.00143666666666667,3.64243740004,"Xanthine †","C5H4N4O2","yes","no"
"1224","StaB5","SW_Station B5",0.00225666666666667,3.12584895483333,"Xanthine †","C5H4N4O2","yes","no"
