"","SampID","Identification","CultureID_short","Sample_type","nmolCave","total_mmol"
"211","20ppt3C_B","Hypotaurine","20ppt3C","Exp_Melted",16.23796725,2817.90629494
"212","20ppt3C_B","Hypoxanthine","20ppt3C","Exp_Melted",6.522927675,2817.90629494
"213","20ppt3C_B","IAA","20ppt3C","Exp_Melted",0.128706502,2817.90629494
"214","20ppt3C_B","Indole 3 acetamide","20ppt3C","Exp_Melted",0.001881444,2817.90629494
"215","20ppt3C_B","Indole 3 methyl acetate","20ppt3C","Exp_Melted",0.01161007,2817.90629494
"216","20ppt3C_B","Inosine","20ppt3C","Exp_Melted",8.073762776,2817.90629494
"217","20ppt3C_B","Isethionic Acid","20ppt3C","Exp_Melted",122.2972685,2817.90629494
"218","20ppt3C_B","Isobutyryl-L-carnitine","20ppt3C","Exp_Melted",0.659320551,2817.90629494
"219","20ppt3C_B","Ketoglutaric Acid","20ppt3C","Exp_Melted",6.780842228,2817.90629494
"220","20ppt3C_B","Kynurenine","20ppt3C","Exp_Melted",0.040881666,2817.90629494
"221","20ppt3C_B","L-Pyroglutamic acid","20ppt3C","Exp_Melted",8.46955829,2817.90629494
"222","20ppt3C_B","Leucine","20ppt3C","Exp_Melted",2.310768162,2817.90629494
"223","20ppt3C_B","Lysine","20ppt3C","Exp_Melted",156.505283,2817.90629494
"224","20ppt3C_B","Methionine","20ppt3C","Exp_Melted",14.68068568,2817.90629494
"225","20ppt3C_B","Methionine Sulfoxide","20ppt3C","Exp_Melted",10.84708922,2817.90629494
"226","20ppt3C_B","Methylmalonyl carnitine","20ppt3C","Exp_Melted",0.027518258,2817.90629494
"227","20ppt3C_B","Methylthioadenosine","20ppt3C","Exp_Melted",0.122662283,2817.90629494
"228","20ppt3C_B","Muramic Acid","20ppt3C","Exp_Melted",0.022312438,2817.90629494
"229","20ppt3C_B","N-Acetyl-Serine","20ppt3C","Exp_Melted",238.879182,2817.90629494
"230","20ppt3C_B","N-Acetylglucosamine","20ppt3C","Exp_Melted",0.709563988,2817.90629494
"231","20ppt3C_B","N-acetyltaurine","20ppt3C","Exp_Melted",0.011504754,2817.90629494
"232","20ppt3C_B","N(e)-Acetyl-Lysine","20ppt3C","Exp_Melted",0.273713837,2817.90629494
"233","20ppt3C_B","NAD","20ppt3C","Exp_Melted",0.000439,2817.90629494
"234","20ppt3C_B","Ophthalmic Acid","20ppt3C","Exp_Melted",0.161350116,2817.90629494
"235","20ppt3C_B","Ornithine","20ppt3C","Exp_Melted",57.48415577,2817.90629494
"236","20ppt3C_B","Orotic Acid","20ppt3C","Exp_Melted",0.080951439,2817.90629494
"237","20ppt3C_B","PEP","20ppt3C","Exp_Melted",0.744618226,2817.90629494
"238","20ppt3C_B","Phenylalanine","20ppt3C","Exp_Melted",45.49025419,2817.90629494
"239","20ppt3C_B","Phosphoglyceric Acid","20ppt3C","Exp_Melted",1.559239638,2817.90629494
"240","20ppt3C_B","Proline","20ppt3C","Exp_Melted",22.70796331,2817.90629494
"241","20ppt3C_B","Propionyl-L-carnitine","20ppt3C","Exp_Melted",0.116014448,2817.90629494
"242","20ppt3C_B","Propionylglycine","20ppt3C","Exp_Melted",0.02497712,2817.90629494
"243","20ppt3C_B","Pyridoxal","20ppt3C","Exp_Melted",0.026664199,2817.90629494
"244","20ppt3C_B","Resorcylic Acid","20ppt3C","Exp_Melted",0.010355003,2817.90629494
"245","20ppt3C_B","Ribose 5 phosphate","20ppt3C","Exp_Melted",5.661739368,2817.90629494
"246","20ppt3C_B","RP B12","20ppt3C","Exp_Melted",0.128964586,2817.90629494
"247","20ppt3C_B","Serine","20ppt3C","Exp_Melted",12.08207383,2817.90629494
"248","20ppt3C_B","Stachydrine hydrochloride","20ppt3C","Exp_Melted",0.090311307,2817.90629494
"249","20ppt3C_B","Sulfurol","20ppt3C","Exp_Melted",0.00316085,2817.90629494
"250","20ppt3C_B","Taurine","20ppt3C","Exp_Melted",20.84486862,2817.90629494
"251","20ppt3C_B","Thiamine monophosphate","20ppt3C","Exp_Melted",0.0622774,2817.90629494
