"","Sample1","Sample2","Metabolite distance (Euclidean)","Eukaryotic distance (Bray-Curtis)","Prokaryotic distance (Bray-Curtis)"
"326","SW_17_B","SW_15_B",0.0492377139020138,0.159663760462989,0.274842654159732
"327","SW_17_C","SW_15_B",0.0527565068615271,0.164208128061548,0.226414047137541
"328","SW_19_A","SW_15_B",0.084632293755548,0.251049500115717,0.250072593204772
"329","SW_19_B","SW_15_B",0.119648301137564,0.266174096438344,0.283570324394386
"330","SW_19_C","SW_15_B",0.141319819578957,0.260740752977552,0.291398083721223
"331","Sea ice_1_A","SW_15_C",0.19631192354066,0.604907751351436,0.716077079831953
"332","Sea ice_1_B","SW_15_C",0.197768939374777,0.371364566218195,0.492706168597481
"333","Sea ice_1_C","SW_15_C",0.195106715472844,0.529825174858858,0.670442967444941
"334","Sea ice_2","SW_15_C",0.183203252749977,0.686291230877964,0.861528561793801
"335","Meltwater_A","SW_15_C",0.278179827048218,0.1259059707392,0.166945983123919
"336","Meltwater_B","SW_15_C",0.196564377281208,0.67200085041569,0.81898571263319
"337","Meltwater_C","SW_15_C",0.208145257593283,0.685999313941239,0.896268862007846
"338","SW_08_A","SW_15_C",0.0686243561801396,0.346086632226282,0.312652330521363
"339","SW_08_B","SW_15_C",0.0676947349375225,0.351476142359762,0.333845929051554
"340","SW_08_C","SW_15_C",0.0705942531673582,0.310232959020404,0.242556790636844
"341","SW_12_A","SW_15_C",0.0715047143560298,0.244126307636244,0.397148749998895
"342","SW_12_B","SW_15_C",0.0505445331612123,0.212808680104162,0.353046769623602
"343","SW_12_C","SW_15_C",0.0538341366151323,0.15163067668602,0.253309641020376
"344","SW_15_A","SW_15_C",0.0753422883721861,0.0811893123045887,0.201575736043057
"345","SW_15_B","SW_15_C",0.0545083017401619,0.116481208099681,0.196916949432344
"346","SW_15_C","SW_15_C",0,0,0
"347","SW_17_A","SW_15_C",0.0441362399048673,0.196815893474919,0.251923312937173
"348","SW_17_B","SW_15_C",0.0641168310971931,0.184488349008537,0.259677563883832
"349","SW_17_C","SW_15_C",0.0444499691461348,0.197809127462822,0.227428035083693
"350","SW_19_A","SW_15_C",0.0578206169477988,0.262756899822834,0.220210947009063
"351","SW_19_B","SW_15_C",0.0850793310685581,0.283675144902483,0.261800040317346
"352","SW_19_C","SW_15_C",0.102392977435692,0.267165168100613,0.244627995497273
"353","Sea ice_1_A","SW_17_A",0.212537061360759,0.61418798130266,0.695001694937874
"354","Sea ice_1_B","SW_17_A",0.217492850645354,0.431804599267918,0.521933648815137
"355","Sea ice_1_C","SW_17_A",0.219351247209333,0.528977736860928,0.663670885658108
"356","Sea ice_2","SW_17_A",0.205381043263893,0.702778713553851,0.853572645924537
"357","Meltwater_A","SW_17_A",0.305681099299157,0.192004329680631,0.235359845948017
"358","Meltwater_B","SW_17_A",0.225062993182457,0.693674908066081,0.811342119091818
"359","Meltwater_C","SW_17_A",0.236274651567582,0.726312084835573,0.889762386226993
"360","SW_08_A","SW_17_A",0.090498414711593,0.374662695159827,0.364820043451436
"361","SW_08_B","SW_17_A",0.0772063160611747,0.388795345797658,0.34581826235259
"362","SW_08_C","SW_17_A",0.0722820660124939,0.228694073693521,0.234586955012238
"363","SW_12_A","SW_17_A",0.0571629429466906,0.279716185482135,0.425851739022076
"364","SW_12_B","SW_17_A",0.0732915451121804,0.282100902583623,0.39380896684609
"365","SW_12_C","SW_17_A",0.0649887920220628,0.215610356532758,0.223829275741026
"366","SW_15_A","SW_17_A",0.109093667888866,0.195745358395219,0.220047464331433
"367","SW_15_B","SW_17_A",0.0406236231959345,0.160132491073553,0.229422710110364
"368","SW_15_C","SW_17_A",0.0441362399048673,0.196815893474919,0.251923312937173
"369","SW_17_A","SW_17_A",0,0,0
"370","SW_17_B","SW_17_A",0.0462033295759415,0.105659581050073,0.257911399104
"371","SW_17_C","SW_17_A",0.0211747929456334,0.0641739748738701,0.170713530349165
"372","SW_19_A","SW_17_A",0.0596385185538593,0.173429832861137,0.211413239166057
"373","SW_19_B","SW_17_A",0.0944691819068781,0.198769923941327,0.247478743377011
"374","SW_19_C","SW_17_A",0.112488710466698,0.178836903918034,0.254297480003747
"375","Sea ice_1_A","SW_17_B",0.216181052207634,0.559151060534792,0.578732712131101
"376","Sea ice_1_B","SW_17_B",0.224532546875987,0.38901726310726,0.459162038758048
"377","Sea ice_1_C","SW_17_B",0.224095392024329,0.493638634981337,0.593314630741587
"378","Sea ice_2","SW_17_B",0.212219887850517,0.654984864761584,0.768746405399182
"379","Meltwater_A","SW_17_B",0.302946428056329,0.166491464099854,0.230931474907181
"380","Meltwater_B","SW_17_B",0.221377777875027,0.687070772969382,0.80019658081961
"381","Meltwater_C","SW_17_B",0.232928728954172,0.709746516921218,0.879972333294474
"382","SW_08_A","SW_17_B",0.0985724805712278,0.34790017039783,0.338931298598395
"383","SW_08_B","SW_17_B",0.0882971771466893,0.356577056119989,0.331741602384874
"384","SW_08_C","SW_17_B",0.0708934797037482,0.248591440349551,0.255924118740926
"385","SW_12_A","SW_17_B",0.0461303590813124,0.264432954310486,0.440164954884801
"386","SW_12_B","SW_17_B",0.0908339310930321,0.251642946353524,0.337324012854823
"387","SW_12_C","SW_17_B",0.0570609549312154,0.182719069818389,0.236540204770064
"388","SW_15_A","SW_17_B",0.116504007518807,0.174812584493926,0.233775695768322
"389","SW_15_B","SW_17_B",0.0492377139020138,0.159663760462989,0.274842654159732
"390","SW_15_C","SW_17_B",0.0641168310971931,0.184488349008537,0.259677563883832
"391","SW_17_A","SW_17_B",0.0462033295759415,0.105659581050073,0.257911399104
"392","SW_17_B","SW_17_B",0,0,0
"393","SW_17_C","SW_17_B",0.0523268890240411,0.107527192914637,0.23451183551484
"394","SW_19_A","SW_17_B",0.0850958823737896,0.221669961953142,0.243186695784646
"395","SW_19_B","SW_17_B",0.128087183043,0.2394909340308,0.272756076363267
"396","SW_19_C","SW_17_B",0.144137639934528,0.222973232299785,0.260222780843643
"397","Sea ice_1_A","SW_17_C",0.212199940806233,0.61612106357341,0.685419201452743
"398","Sea ice_1_B","SW_17_C",0.216521554083169,0.436556156873676,0.507352671963925
"399","Sea ice_1_C","SW_17_C",0.216775787342019,0.533629847796344,0.662928790731292
"400","Sea ice_2","SW_17_C",0.205023298802767,0.69818988091212,0.847721494995708
"401","Meltwater_A","SW_17_C",0.308833291007018,0.189741924185333,0.222959597482639
"402","Meltwater_B","SW_17_C",0.225589891588861,0.704140023756852,0.806983422589897
"403","Meltwater_C","SW_17_C",0.236775833266719,0.730715727426002,0.891868456227061
"404","SW_08_A","SW_17_C",0.0887700698321206,0.381628912595303,0.342284350988661
"405","SW_08_B","SW_17_C",0.0795496838169775,0.395424766597542,0.335517561065353
"406","SW_08_C","SW_17_C",0.0754058459508436,0.215257363822734,0.209412195283314
"407","SW_12_A","SW_17_C",0.0638622277476681,0.294176993153219,0.406553536454948
"408","SW_12_B","SW_17_C",0.0776770137082071,0.29178467474596,0.387769559679695
"409","SW_12_C","SW_17_C",0.0719176099734924,0.224940349666227,0.225058225016037
"410","SW_15_A","SW_17_C",0.107842545528367,0.190717042962938,0.18927335439405
"411","SW_15_B","SW_17_C",0.0527565068615271,0.164208128061548,0.226414047137541
"412","SW_15_C","SW_17_C",0.0444499691461348,0.197809127462822,0.227428035083693
"413","SW_17_A","SW_17_C",0.0211747929456334,0.0641739748738701,0.170713530349165
"414","SW_17_B","SW_17_C",0.0523268890240411,0.107527192914637,0.23451183551484
"415","SW_17_C","SW_17_C",0,0,0
"416","SW_19_A","SW_17_C",0.0561340964286552,0.168224072377473,0.193768498288706
"417","SW_19_B","SW_17_C",0.0888088739183577,0.188207012902327,0.227006848170441
"418","SW_19_C","SW_17_C",0.106138197194843,0.173751061098981,0.228859218276764
"419","Sea ice_1_A","SW_19_A",0.21116475346176,0.63922048687676,0.684995886662305
"420","Sea ice_1_B","SW_19_A",0.210555940582331,0.487816615404013,0.504516860495469
"421","Sea ice_1_C","SW_19_A",0.212627306921301,0.548134077764332,0.671411781654548
"422","Sea ice_2","SW_19_A",0.19485419422718,0.711897689756876,0.862842963201987
"423","Meltwater_A","SW_19_A",0.302396155006015,0.280666027441306,0.237420517138355
"424","Meltwater_B","SW_19_A",0.222663810820365,0.712525730878041,0.81074036447662
"425","Meltwater_C","SW_19_A",0.23347480050622,0.731121996364713,0.882525467445326
"426","SW_08_A","SW_19_A",0.0925046759371887,0.43023681800971,0.386540997603046
"427","SW_08_B","SW_19_A",0.0850678296856137,0.446817545967309,0.377110055348725
"428","SW_08_C","SW_19_A",0.0906594466666177,0.155314279973306,0.165956983788453
"429","SW_12_A","SW_19_A",0.0980458539628781,0.360831208588433,0.418625717832923
"430","SW_12_B","SW_19_A",0.0727666339231581,0.332218955755776,0.402345513980834
"431","SW_12_C","SW_19_A",0.0902651752402709,0.289608747047983,0.2856063212528
"432","SW_15_A","SW_19_A",0.100031100970837,0.271134142896033,0.227676819578452
"433","SW_15_B","SW_19_A",0.084632293755548,0.251049500115717,0.250072593204772
"434","SW_15_C","SW_19_A",0.0578206169477988,0.262756899822834,0.220210947009063
"435","SW_17_A","SW_19_A",0.0596385185538593,0.173429832861137,0.211413239166057
"436","SW_17_B","SW_19_A",0.0850958823737896,0.221669961953142,0.243186695784646
"437","SW_17_C","SW_19_A",0.0561340964286552,0.168224072377473,0.193768498288706
"438","SW_19_A","SW_19_A",0,0,0
"439","SW_19_B","SW_19_A",0.0632344707195301,0.0950441236924993,0.163329635404666
"440","SW_19_C","SW_19_A",0.0811888897739024,0.073240853457623,0.17702899794022
"441","Sea ice_1_A","SW_19_B",0.225562354706761,0.616976694767988,0.683043114554419
"442","Sea ice_1_B","SW_19_B",0.222537376527956,0.475164444501177,0.527313732321937
"443","Sea ice_1_C","SW_19_B",0.21763895987089,0.533768158561338,0.676134412270199
"444","Sea ice_2","SW_19_B",0.209418338509134,0.702652954048644,0.866128026227092
"445","Meltwater_A","SW_19_B",0.320624299387925,0.289192937105817,0.273058280228977
"446","Meltwater_B","SW_19_B",0.238482617938849,0.723992197036612,0.823021929998297
"447","Meltwater_C","SW_19_B",0.249323365195659,0.742593984719474,0.891330756956087
"448","SW_08_A","SW_19_B",0.111523622093684,0.432294683921057,0.415680711427561
"449","SW_08_B","SW_19_B",0.10936017287967,0.455110677001159,0.411688745736791
"450","SW_08_C","SW_19_B",0.129117178305487,0.126796739880947,0.17649443323414
"451","SW_12_A","SW_19_B",0.141064047799203,0.374997823026073,0.465026475458534
"452","SW_12_B","SW_19_B",0.0984479871925514,0.354671716641104,0.43790031006427
"453","SW_12_C","SW_19_B",0.131396883697808,0.300534372342773,0.327679697187488
"454","SW_15_A","SW_19_B",0.123205827972271,0.285844339117158,0.278931468574668
"455","SW_15_B","SW_19_B",0.119648301137564,0.266174096438344,0.283570324394386
"456","SW_15_C","SW_19_B",0.0850793310685581,0.283675144902483,0.261800040317346
"457","SW_17_A","SW_19_B",0.0944691819068781,0.198769923941327,0.247478743377011
"458","SW_17_B","SW_19_B",0.128087183043,0.2394909340308,0.272756076363267
"459","SW_17_C","SW_19_B",0.0888088739183577,0.188207012902327,0.227006848170441
"460","SW_19_A","SW_19_B",0.0632344707195301,0.0950441236924993,0.163329635404666
"461","SW_19_B","SW_19_B",0,0,0
"462","SW_19_C","SW_19_B",0.038845144932489,0.0866691140462168,0.175579300875925
"463","Sea ice_1_A","SW_19_C",0.235634607179126,0.637751715425451,0.691225540537279
"464","Sea ice_1_B","SW_19_C",0.232791354604993,0.497211314160078,0.523421471248009
"465","Sea ice_1_C","SW_19_C",0.218583600506772,0.55296174188808,0.672629898286637
"466","Sea ice_2","SW_19_C",0.219246904567795,0.711445103383578,0.861576330072032
"467","Meltwater_A","SW_19_C",0.333409452554031,0.27955938300596,0.262701971891977
"468","Meltwater_B","SW_19_C",0.244685633674141,0.717761358041542,0.816181736230679
"469","Meltwater_C","SW_19_C",0.256809572811516,0.738749392637671,0.886715635161649
"470","SW_08_A","SW_19_C",0.123300709751202,0.433913808238291,0.385876191077061
"471","SW_08_B","SW_19_C",0.129820629486053,0.451198076216983,0.385880884988791
"472","SW_08_C","SW_19_C",0.145606012291601,0.149971506268181,0.176805745154624
"473","SW_12_A","SW_19_C",0.161075504541862,0.369924129632376,0.461874243181574
"474","SW_12_B","SW_19_C",0.119881789567854,0.33979092471695,0.423756249285136
"475","SW_12_C","SW_19_C",0.150146416146638,0.292730198188124,0.307262447035552
"476","SW_15_A","SW_19_C",0.140016456675217,0.273427970442786,0.256619407769248
"477","SW_15_B","SW_19_C",0.141319819578957,0.260740752977552,0.291398083721223
"478","SW_15_C","SW_19_C",0.102392977435692,0.267165168100613,0.244627995497273
"479","SW_17_A","SW_19_C",0.112488710466698,0.178836903918034,0.254297480003747
"480","SW_17_B","SW_19_C",0.144137639934528,0.222973232299785,0.260222780843643
"481","SW_17_C","SW_19_C",0.106138197194843,0.173751061098981,0.228859218276764
"482","SW_19_A","SW_19_C",0.0811888897739024,0.073240853457623,0.17702899794022
"483","SW_19_B","SW_19_C",0.038845144932489,0.0866691140462168,0.175579300875925
"484","SW_19_C","SW_19_C",0,0,0
