"","Sample1","Sample2","Metabolite distance (Euclidean)","Eukaryotic distance (Bray-Curtis)","Prokaryotic distance (Bray-Curtis)"
"286","SW_19_C","SW_12_C",0.150146416146638,0.292730198188124,0.307262447035552
"287","Sea ice_1_A","SW_15_A",0.197977593464806,0.610089442007267,0.694544999122911
"288","Sea ice_1_B","SW_15_A",0.188376200027119,0.361767530871502,0.503505255260213
"289","Sea ice_1_C","SW_15_A",0.193996076472902,0.532991439009855,0.657237655242641
"290","Sea ice_2","SW_15_A",0.168421147040847,0.685724280697559,0.83630133577923
"291","Meltwater_A","SW_15_A",0.220112934543515,0.0943185420665599,0.203577360380352
"292","Meltwater_B","SW_15_A",0.166539371645486,0.667743874167641,0.815864888772502
"293","Meltwater_C","SW_15_A",0.177254027736593,0.691586848018099,0.895522809352095
"294","SW_08_A","SW_15_A",0.100013441489056,0.348562083143223,0.30627880285099
"295","SW_08_B","SW_15_A",0.101981274296259,0.354826050762636,0.29044883213291
"296","SW_08_C","SW_15_A",0.107762849518685,0.304395966682576,0.248749510100302
"297","SW_12_A","SW_15_A",0.111057971807297,0.244541243621257,0.415615914599859
"298","SW_12_B","SW_15_A",0.0546537745322962,0.216828206206451,0.351530395449805
"299","SW_12_C","SW_15_A",0.0762447024161642,0.150187689653915,0.204029583188452
"300","SW_15_A","SW_15_A",0,0,0
"301","SW_15_B","SW_15_A",0.108714531520872,0.102465329308918,0.217610884865904
"302","SW_15_C","SW_15_A",0.0753422883721861,0.0811893123045887,0.201575736043057
"303","SW_17_A","SW_15_A",0.109093667888866,0.195745358395219,0.220047464331433
"304","SW_17_B","SW_15_A",0.116504007518807,0.174812584493926,0.233775695768322
"305","SW_17_C","SW_15_A",0.107842545528367,0.190717042962938,0.18927335439405
"306","SW_19_A","SW_15_A",0.100031100970837,0.271134142896033,0.227676819578452
"307","SW_19_B","SW_15_A",0.123205827972271,0.285844339117158,0.278931468574668
"308","SW_19_C","SW_15_A",0.140016456675217,0.273427970442786,0.256619407769248
"309","Sea ice_1_A","SW_15_B",0.206713279607966,0.616548271424393,0.706304885721508
"310","Sea ice_1_B","SW_15_B",0.213516689425776,0.368215871845458,0.506217597182763
"311","Sea ice_1_C","SW_15_B",0.219986134257425,0.532602059395512,0.655666097042864
"312","Sea ice_2","SW_15_B",0.200989267031837,0.701150009635422,0.840076495516472
"313","Meltwater_A","SW_15_B",0.293756231812633,0.110987891773284,0.180305310514291
"314","Meltwater_B","SW_15_B",0.219837248317402,0.669398845401219,0.809801502845361
"315","Meltwater_C","SW_15_B",0.229947907881447,0.695409975226563,0.891363198501013
"316","SW_08_A","SW_15_B",0.0895877327810659,0.350460945810521,0.315019107035341
"317","SW_08_B","SW_15_B",0.06868930377507,0.359968785923498,0.335701610992898
"318","SW_08_C","SW_15_B",0.0615763863230041,0.283420478267594,0.266192120234611
"319","SW_12_A","SW_15_B",0.0411419392036132,0.225171670980193,0.434609701004578
"320","SW_12_B","SW_15_B",0.0727258001644417,0.22699306268682,0.350925164894449
"321","SW_12_C","SW_15_B",0.0510805528373104,0.162275682833785,0.255989689307492
"322","SW_15_A","SW_15_B",0.108714531520872,0.102465329308918,0.217610884865904
"323","SW_15_B","SW_15_B",0,0,0
"324","SW_15_C","SW_15_B",0.0545083017401619,0.116481208099681,0.196916949432344
"325","SW_17_A","SW_15_B",0.0406236231959345,0.160132491073553,0.229422710110364
