"","SampleID","variable","value","variable2"
"132","Carboy5","Proteobacteria_6937",0.209424191511721,"Gammaproteobacteria"
"133","Carboy6","Proteobacteria_6937",0.110846634471154,"Gammaproteobacteria"
"134","Carboy7","Proteobacteria_6937",0.0858111592683951,"Gammaproteobacteria"
"135","Carboy8","Proteobacteria_6937",0.166663005611971,"Gammaproteobacteria"
"136","Carboy9","Proteobacteria_6937",0.156272703466214,"Gammaproteobacteria"
"137","core_1","Proteobacteria_6937",0.0633011608832918,"Gammaproteobacteria"
"138","core_2","Proteobacteria_6937",0.0509181988050897,"Gammaproteobacteria"
"139","core_3","Proteobacteria_6937",0.0232608669335922,"Gammaproteobacteria"
"140","core_4","Proteobacteria_6937",0.0239984506199585,"Gammaproteobacteria"
"141","core_6","Proteobacteria_6937",0.00509861518870683,"Gammaproteobacteria"
"142","CTDSW","Proteobacteria_6937",0.209516026677349,"Gammaproteobacteria"
"143","dockslush_1","Proteobacteria_6937",0.128492434608685,"Gammaproteobacteria"
"144","dockslush_2","Proteobacteria_6937",0.00629449432133407,"Gammaproteobacteria"
"145","dockslush_3","Proteobacteria_6937",0.118799475143843,"Gammaproteobacteria"
"146","Hero11","Proteobacteria_6937",0.122806387799672,"Gammaproteobacteria"
"147","Hero12","Proteobacteria_6937",0.0315273601000527,"Gammaproteobacteria"
"148","Hero13","Proteobacteria_6937",0.0231545901747656,"Gammaproteobacteria"
"149","iceslush","Proteobacteria_6937",0.00865772082880481,"Gammaproteobacteria"
"150","blankMQ121118","Proteobacteria_6937",0.0245591991398993,"Gammaproteobacteria"
"151","B12","Proteobacteria_6937",0.0887546137896815,"Gammaproteobacteria"
"152","B13","Proteobacteria_6937",0.0920272904497469,"Gammaproteobacteria"
"153","B14","Proteobacteria_6937",0.118273299025414,"Gammaproteobacteria"
"154","B21","Proteobacteria_6937",0.116158746856676,"Gammaproteobacteria"
"155","B22","Proteobacteria_6937",0.0837157899915224,"Gammaproteobacteria"
"156","B23","Proteobacteria_6937",0.135190278893222,"Gammaproteobacteria"
"157","B51","Proteobacteria_6937",0.127871913322348,"Gammaproteobacteria"
"158","B52","Proteobacteria_6937",0.113260032815548,"Gammaproteobacteria"
"159","B53","Proteobacteria_6937",0.110503776711356,"Gammaproteobacteria"
"160","Barrow_Blank1","Proteobacteria_6937",0.0613353078816236,"Gammaproteobacteria"
"161","Barrow_Blank2","Proteobacteria_6937",0.0368052259398405,"Gammaproteobacteria"
"162","Barrow_S1IC4","Proteobacteria_6937",0.0287427422968893,"Gammaproteobacteria"
"163","Barrow_S1IC5","Proteobacteria_6937",0.0527937369777812,"Gammaproteobacteria"
"164","Barrow_S1IC6","Proteobacteria_6937",0.112002100817152,"Gammaproteobacteria"
"165","Barrow_S2C1D","Proteobacteria_6937",0.117736536262495,"Gammaproteobacteria"
"166","Barrow_S2C2","Proteobacteria_6937",0.0594503555086562,"Gammaproteobacteria"
"167","Barrow_S2C3","Proteobacteria_6937",0.0557160041412708,"Gammaproteobacteria"
"168","mock_1","Proteobacteria_6937",0,"Gammaproteobacteria"
"169","mock_2","Proteobacteria_6937",0,"Gammaproteobacteria"
"170","mock_3","Proteobacteria_6937",0,"Gammaproteobacteria"
"171","mock_4","Proteobacteria_6937",0.000431726734246291,"Gammaproteobacteria"
"172","B31","Bacteroidetes_1039",0.0129658987672718,"Flavobacteriia"
"173","B32","Bacteroidetes_1039",0.0110398544330259,"Flavobacteriia"
"174","B33","Bacteroidetes_1039",0.0119652986153988,"Flavobacteriia"
"175","B41","Bacteroidetes_1039",0.0146338810049529,"Flavobacteriia"
"176","B42","Bacteroidetes_1039",0.0183564795050885,"Flavobacteriia"
"177","B43","Bacteroidetes_1039",0.0137041432666055,"Flavobacteriia"
"178","blank771","Bacteroidetes_1039",0.0776794102335294,"Flavobacteriia"
"179","blank772","Bacteroidetes_1039",0,"Flavobacteriia"
"180","blankdry1","Bacteroidetes_1039",0,"Flavobacteriia"
"181","blankdry2","Bacteroidetes_1039",0,"Flavobacteriia"
"182","blankFiltSW1","Bacteroidetes_1039",0,"Flavobacteriia"
"183","blankFiltSW2","Bacteroidetes_1039",0,"Flavobacteriia"
"184","blankMQ191118","Bacteroidetes_1039",0.0576556680462159,"Flavobacteriia"
"185","Carboy1","Bacteroidetes_1039",0.056531965962126,"Flavobacteriia"
"186","Carboy2","Bacteroidetes_1039",0.0707793453670983,"Flavobacteriia"
"187","Carboy3","Bacteroidetes_1039",0.032576194498097,"Flavobacteriia"
