"","SampleID","variable","value"
"5139","blank771","Dolichomastigaceae-B",0
"5140","core_4","Dolichomastigaceae-B",0
"5141","mock_3","Dolichomastigaceae-B",0
"5142","hero_13","Dolichomastigaceae-B",0
"5143","Carboy4","Dolichomastigaceae-B",0
"5144","Carboy7","Dolichomastigaceae-B",0
"5145","Barrow_S2C3","Dolichomastigaceae-B",324
"5146","Carboy2","Dolichomastigaceae-B",0
"5147","Barrow_S1IC6","Dolichomastigaceae-B",83
"5148","B22","Dolichomastigaceae-B",2
"5149","Barrow_S2C1D","Dolichomastigaceae-B",160
"5150","Barrow_S1IC5","Dolichomastigaceae-B",326
"5151","Carboy1","Dolichomastigaceae-B",0
"5152","B21","Dolichomastigaceae-B",0
"5153","B32","Dolichomastigaceae-B",0
"5154","Carboy8","Dolichomastigaceae-B",0
"5155","B31","Dolichomastigaceae-B",0
"5156","B42","Dolichomastigaceae-B",0
"5157","blankMQ121118","Dolichomastigaceae-B",0
"5158","Barrow_blank1","Dolichomastigaceae-B",0
"5159","B41","Dolichomastigaceae-B",0
"5160","Barrow_blank2","Dolichomastigaceae-B",0
"5161","blankdry2","Dolichomastigaceae-B",0
"5162","blankFiltSW1","Dolichomastigaceae-B",0
"5163","core_3","Dolichomastigaceae-B",23
"5164","B53","Dolichomastigaceae-B",0
"5165","dockslush_2","Dolichomastigaceae-B",0
"5166","B13","Dolichomastigaceae-B",2
"5167","dockslush_1","Dolichomastigaceae-B",7
"5168","mock_1","Dolichomastigaceae-B",0
"5169","core_6","Dolichomastigaceae-B",0
"5170","mock_2","Dolichomastigaceae-B",0
"5171","hero_11","Dolichomastigaceae-B",4
"5172","hero_12","Dolichomastigaceae-B",0
"5173","Carboy6","Dolichomastigaceae-B",0
"5174","Carboy5","Dolichomastigaceae-B",0
"5175","blankMQ191118","Dolichomastigaceae-B",0
"5176","Barrow_S1IC4","Dolichomastigaceae-B",52
"5177","iceslush","Dolichomastigaceae-B",0
"5178","Barrow_S2C2","Dolichomastigaceae-B",361
"5179","Carboy3","Dolichomastigaceae-B",0
"5180","B23","Dolichomastigaceae-B",0
"5181","B33","Dolichomastigaceae-B",0
"5182","CTDSW","Dolichomastigaceae-B",47
"5183","Carboy9","Dolichomastigaceae-B",0
"5184","B43","Dolichomastigaceae-B",0
"5185","core_1","Chlamydomonadales_XX",25
"5186","B51","Chlamydomonadales_XX",324
"5187","B12","Chlamydomonadales_XX",162
"5188","B11","Chlamydomonadales_XX",195
"5189","core_2","Chlamydomonadales_XX",789
"5190","B52","Chlamydomonadales_XX",394
"5191","dockslush_3","Chlamydomonadales_XX",1129
"5192","B14","Chlamydomonadales_XX",617
"5193","blank771","Chlamydomonadales_XX",43
"5194","core_4","Chlamydomonadales_XX",0
"5195","mock_3","Chlamydomonadales_XX",0
"5196","hero_13","Chlamydomonadales_XX",488
"5197","Carboy4","Chlamydomonadales_XX",58
"5198","Carboy7","Chlamydomonadales_XX",174
"5199","Barrow_S2C3","Chlamydomonadales_XX",32
"5200","Carboy2","Chlamydomonadales_XX",11
"5201","Barrow_S1IC6","Chlamydomonadales_XX",209
"5202","B22","Chlamydomonadales_XX",357
"5203","Barrow_S2C1D","Chlamydomonadales_XX",162
"5204","Barrow_S1IC5","Chlamydomonadales_XX",370
"5205","Carboy1","Chlamydomonadales_XX",19
"5206","B21","Chlamydomonadales_XX",333
"5207","B32","Chlamydomonadales_XX",410
"5208","Carboy8","Chlamydomonadales_XX",18
"5209","B31","Chlamydomonadales_XX",1147
"5210","B42","Chlamydomonadales_XX",169
"5211","blankMQ121118","Chlamydomonadales_XX",34
"5212","Barrow_blank1","Chlamydomonadales_XX",0
"5213","B41","Chlamydomonadales_XX",91
"5214","Barrow_blank2","Chlamydomonadales_XX",0
"5215","blankdry2","Chlamydomonadales_XX",0
"5216","blankFiltSW1","Chlamydomonadales_XX",14
"5217","core_3","Chlamydomonadales_XX",166
"5218","B53","Chlamydomonadales_XX",345
"5219","dockslush_2","Chlamydomonadales_XX",780
"5220","B13","Chlamydomonadales_XX",169
"5221","dockslush_1","Chlamydomonadales_XX",549
"5222","mock_1","Chlamydomonadales_XX",0
"5223","core_6","Chlamydomonadales_XX",13
"5224","mock_2","Chlamydomonadales_XX",0
"5225","hero_11","Chlamydomonadales_XX",1201
"5226","hero_12","Chlamydomonadales_XX",605
"5227","Carboy6","Chlamydomonadales_XX",19
"5228","Carboy5","Chlamydomonadales_XX",79
"5229","blankMQ191118","Chlamydomonadales_XX",14
"5230","Barrow_S1IC4","Chlamydomonadales_XX",30
"5231","iceslush","Chlamydomonadales_XX",6
"5232","Barrow_S2C2","Chlamydomonadales_XX",61
"5233","Carboy3","Chlamydomonadales_XX",82
"5234","B23","Chlamydomonadales_XX",500
"5235","B33","Chlamydomonadales_XX",771
"5236","CTDSW","Chlamydomonadales_XX",611
"5237","Carboy9","Chlamydomonadales_XX",96
"5238","B43","Chlamydomonadales_XX",145
"5239","core_1","Chlamydomonadales_XX",4
"5240","B51","Chlamydomonadales_XX",0
"5241","B12","Chlamydomonadales_XX",36
"5242","B11","Chlamydomonadales_XX",28
"5243","core_2","Chlamydomonadales_XX",16
"5244","B52","Chlamydomonadales_XX",6
"5245","dockslush_3","Chlamydomonadales_XX",47
"5246","B14","Chlamydomonadales_XX",8
"5247","blank771","Chlamydomonadales_XX",0
"5248","core_4","Chlamydomonadales_XX",10
"5249","mock_3","Chlamydomonadales_XX",0
"5250","hero_13","Chlamydomonadales_XX",0
"5251","Carboy4","Chlamydomonadales_XX",7
"5252","Carboy7","Chlamydomonadales_XX",0
"5253","Barrow_S2C3","Chlamydomonadales_XX",0
"5254","Carboy2","Chlamydomonadales_XX",0
"5255","Barrow_S1IC6","Chlamydomonadales_XX",2
"5256","B22","Chlamydomonadales_XX",13
"5257","Barrow_S2C1D","Chlamydomonadales_XX",0
"5258","Barrow_S1IC5","Chlamydomonadales_XX",4
"5259","Carboy1","Chlamydomonadales_XX",0
"5260","B21","Chlamydomonadales_XX",32
"5261","B32","Chlamydomonadales_XX",3
"5262","Carboy8","Chlamydomonadales_XX",0
"5263","B31","Chlamydomonadales_XX",21
"5264","B42","Chlamydomonadales_XX",0
"5265","blankMQ121118","Chlamydomonadales_XX",0
"5266","Barrow_blank1","Chlamydomonadales_XX",0
"5267","B41","Chlamydomonadales_XX",5
"5268","Barrow_blank2","Chlamydomonadales_XX",0
"5269","blankdry2","Chlamydomonadales_XX",0
"5270","blankFiltSW1","Chlamydomonadales_XX",0
"5271","core_3","Chlamydomonadales_XX",54
"5272","B53","Chlamydomonadales_XX",0
"5273","dockslush_2","Chlamydomonadales_XX",753
"5274","B13","Chlamydomonadales_XX",57
"5275","dockslush_1","Chlamydomonadales_XX",22
"5276","mock_1","Chlamydomonadales_XX",0
"5277","core_6","Chlamydomonadales_XX",0
"5278","mock_2","Chlamydomonadales_XX",0
"5279","hero_11","Chlamydomonadales_XX",30
"5280","hero_12","Chlamydomonadales_XX",0
"5281","Carboy6","Chlamydomonadales_XX",0
"5282","Carboy5","Chlamydomonadales_XX",12
"5283","blankMQ191118","Chlamydomonadales_XX",2
"5284","Barrow_S1IC4","Chlamydomonadales_XX",0
"5285","iceslush","Chlamydomonadales_XX",0
"5286","Barrow_S2C2","Chlamydomonadales_XX",0
"5287","Carboy3","Chlamydomonadales_XX",0
"5288","B23","Chlamydomonadales_XX",31
"5289","B33","Chlamydomonadales_XX",0
"5290","CTDSW","Chlamydomonadales_XX",18
"5291","Carboy9","Chlamydomonadales_XX",0
"5292","B43","Chlamydomonadales_XX",7
"5293","core_1","Chlorodendrales_XX",128
"5294","B51","Chlorodendrales_XX",0
"5295","B12","Chlorodendrales_XX",18
"5296","B11","Chlorodendrales_XX",38
"5297","core_2","Chlorodendrales_XX",130
"5298","B52","Chlorodendrales_XX",0
"5299","dockslush_3","Chlorodendrales_XX",0
"5300","B14","Chlorodendrales_XX",0
"5301","blank771","Chlorodendrales_XX",1862
"5302","core_4","Chlorodendrales_XX",344
"5303","mock_3","Chlorodendrales_XX",0
"5304","hero_13","Chlorodendrales_XX",662
"5305","Carboy4","Chlorodendrales_XX",5
"5306","Carboy7","Chlorodendrales_XX",12
"5307","Barrow_S2C3","Chlorodendrales_XX",408
"5308","Carboy2","Chlorodendrales_XX",0
"5309","Barrow_S1IC6","Chlorodendrales_XX",126
"5310","B22","Chlorodendrales_XX",11
"5311","Barrow_S2C1D","Chlorodendrales_XX",182
"5312","Barrow_S1IC5","Chlorodendrales_XX",733
"5313","Carboy1","Chlorodendrales_XX",0
"5314","B21","Chlorodendrales_XX",16
"5315","B32","Chlorodendrales_XX",0
"5316","Carboy8","Chlorodendrales_XX",0
"5317","B31","Chlorodendrales_XX",0
"5318","B42","Chlorodendrales_XX",7
"5319","blankMQ121118","Chlorodendrales_XX",170
"5320","Barrow_blank1","Chlorodendrales_XX",0
"5321","B41","Chlorodendrales_XX",0
"5322","Barrow_blank2","Chlorodendrales_XX",0
"5323","blankdry2","Chlorodendrales_XX",0
"5324","blankFiltSW1","Chlorodendrales_XX",0
"5325","core_3","Chlorodendrales_XX",133
"5326","B53","Chlorodendrales_XX",0
"5327","dockslush_2","Chlorodendrales_XX",0
"5328","B13","Chlorodendrales_XX",28
"5329","dockslush_1","Chlorodendrales_XX",9
"5330","mock_1","Chlorodendrales_XX",0
"5331","core_6","Chlorodendrales_XX",27
"5332","mock_2","Chlorodendrales_XX",0
"5333","hero_11","Chlorodendrales_XX",4
"5334","hero_12","Chlorodendrales_XX",0
"5335","Carboy6","Chlorodendrales_XX",0
"5336","Carboy5","Chlorodendrales_XX",0
"5337","blankMQ191118","Chlorodendrales_XX",99
"5338","Barrow_S1IC4","Chlorodendrales_XX",209
"5339","iceslush","Chlorodendrales_XX",944
"5340","Barrow_S2C2","Chlorodendrales_XX",626
"5341","Carboy3","Chlorodendrales_XX",0
"5342","B23","Chlorodendrales_XX",11
"5343","B33","Chlorodendrales_XX",0
"5344","CTDSW","Chlorodendrales_XX",23
"5345","Carboy9","Chlorodendrales_XX",0
"5346","B43","Chlorodendrales_XX",0
"5347","core_1","Chrysophyceae_Clade-D_X",35
"5348","B51","Chrysophyceae_Clade-D_X",113
"5349","B12","Chrysophyceae_Clade-D_X",787
"5350","B11","Chrysophyceae_Clade-D_X",887
"5351","core_2","Chrysophyceae_Clade-D_X",257
"5352","B52","Chrysophyceae_Clade-D_X",154
"5353","dockslush_3","Chrysophyceae_Clade-D_X",260
"5354","B14","Chrysophyceae_Clade-D_X",227
"5355","blank771","Chrysophyceae_Clade-D_X",496
"5356","core_4","Chrysophyceae_Clade-D_X",134
"5357","mock_3","Chrysophyceae_Clade-D_X",0
"5358","hero_13","Chrysophyceae_Clade-D_X",0
"5359","Carboy4","Chrysophyceae_Clade-D_X",29
"5360","Carboy7","Chrysophyceae_Clade-D_X",132
"5361","Barrow_S2C3","Chrysophyceae_Clade-D_X",0
"5362","Carboy2","Chrysophyceae_Clade-D_X",0
"5363","Barrow_S1IC6","Chrysophyceae_Clade-D_X",62
"5364","B22","Chrysophyceae_Clade-D_X",132
"5365","Barrow_S2C1D","Chrysophyceae_Clade-D_X",71
"5366","Barrow_S1IC5","Chrysophyceae_Clade-D_X",141
"5367","Carboy1","Chrysophyceae_Clade-D_X",0
"5368","B21","Chrysophyceae_Clade-D_X",300
"5369","B32","Chrysophyceae_Clade-D_X",177
"5370","Carboy8","Chrysophyceae_Clade-D_X",0
"5371","B31","Chrysophyceae_Clade-D_X",227
"5372","B42","Chrysophyceae_Clade-D_X",63
"5373","blankMQ121118","Chrysophyceae_Clade-D_X",63
"5374","Barrow_blank1","Chrysophyceae_Clade-D_X",0
"5375","B41","Chrysophyceae_Clade-D_X",65
"5376","Barrow_blank2","Chrysophyceae_Clade-D_X",0
"5377","blankdry2","Chrysophyceae_Clade-D_X",0
"5378","blankFiltSW1","Chrysophyceae_Clade-D_X",0
"5379","core_3","Chrysophyceae_Clade-D_X",207
"5380","B53","Chrysophyceae_Clade-D_X",139
"5381","dockslush_2","Chrysophyceae_Clade-D_X",0
"5382","B13","Chrysophyceae_Clade-D_X",663
"5383","dockslush_1","Chrysophyceae_Clade-D_X",152
"5384","mock_1","Chrysophyceae_Clade-D_X",0
"5385","core_6","Chrysophyceae_Clade-D_X",17
"5386","mock_2","Chrysophyceae_Clade-D_X",0
"5387","hero_11","Chrysophyceae_Clade-D_X",297
"5388","hero_12","Chrysophyceae_Clade-D_X",0
"5389","Carboy6","Chrysophyceae_Clade-D_X",0
"5390","Carboy5","Chrysophyceae_Clade-D_X",66
"5391","blankMQ191118","Chrysophyceae_Clade-D_X",34
"5392","Barrow_S1IC4","Chrysophyceae_Clade-D_X",31
"5393","iceslush","Chrysophyceae_Clade-D_X",228
"5394","Barrow_S2C2","Chrysophyceae_Clade-D_X",0
"5395","Carboy3","Chrysophyceae_Clade-D_X",40
"5396","B23","Chrysophyceae_Clade-D_X",170
"5397","B33","Chrysophyceae_Clade-D_X",143
"5398","CTDSW","Chrysophyceae_Clade-D_X",1566
"5399","Carboy9","Chrysophyceae_Clade-D_X",86
"5400","B43","Chrysophyceae_Clade-D_X",65
"5401","core_1","Epipyxis",67
"5402","B51","Epipyxis",0
"5403","B12","Epipyxis",0
"5404","B11","Epipyxis",0
"5405","core_2","Epipyxis",15
"5406","B52","Epipyxis",0
"5407","dockslush_3","Epipyxis",0
"5408","B14","Epipyxis",27
"5409","blank771","Epipyxis",84
"5410","core_4","Epipyxis",0
"5411","mock_3","Epipyxis",0
"5412","hero_13","Epipyxis",0
"5413","Carboy4","Epipyxis",0
"5414","Carboy7","Epipyxis",0
"5415","Barrow_S2C3","Epipyxis",665
"5416","Carboy2","Epipyxis",0
"5417","Barrow_S1IC6","Epipyxis",162
"5418","B22","Epipyxis",0
"5419","Barrow_S2C1D","Epipyxis",234
"5420","Barrow_S1IC5","Epipyxis",558
"5421","Carboy1","Epipyxis",0
"5422","B21","Epipyxis",0
"5423","B32","Epipyxis",0
"5424","Carboy8","Epipyxis",0
"5425","B31","Epipyxis",0
"5426","B42","Epipyxis",0
"5427","blankMQ121118","Epipyxis",0
"5428","Barrow_blank1","Epipyxis",0
"5429","B41","Epipyxis",0
"5430","Barrow_blank2","Epipyxis",0
"5431","blankdry2","Epipyxis",0
"5432","blankFiltSW1","Epipyxis",0
"5433","core_3","Epipyxis",49
"5434","B53","Epipyxis",0
"5435","dockslush_2","Epipyxis",0
"5436","B13","Epipyxis",0
"5437","dockslush_1","Epipyxis",0
"5438","mock_1","Epipyxis",0
"5439","core_6","Epipyxis",0
"5440","mock_2","Epipyxis",0
"5441","hero_11","Epipyxis",0
"5442","hero_12","Epipyxis",0
"5443","Carboy6","Epipyxis",0
"5444","Carboy5","Epipyxis",0
"5445","blankMQ191118","Epipyxis",0
"5446","Barrow_S1IC4","Epipyxis",151
"5447","iceslush","Epipyxis",45
"5448","Barrow_S2C2","Epipyxis",941
"5449","Carboy3","Epipyxis",0
"5450","B23","Epipyxis",0
"5451","B33","Epipyxis",0
"5452","CTDSW","Epipyxis",0
"5453","Carboy9","Epipyxis",0
"5454","B43","Epipyxis",0
"5455","core_1","Paraphysomonas",111
"5456","B51","Paraphysomonas",0
"5457","B12","Paraphysomonas",0
"5458","B11","Paraphysomonas",0
"5459","core_2","Paraphysomonas",87
"5460","B52","Paraphysomonas",25
"5461","dockslush_3","Paraphysomonas",0
"5462","B14","Paraphysomonas",109
"5463","blank771","Paraphysomonas",36
"5464","core_4","Paraphysomonas",0
"5465","mock_3","Paraphysomonas",0
"5466","hero_13","Paraphysomonas",0
"5467","Carboy4","Paraphysomonas",0
"5468","Carboy7","Paraphysomonas",0
"5469","Barrow_S2C3","Paraphysomonas",2957
"5470","Carboy2","Paraphysomonas",0
"5471","Barrow_S1IC6","Paraphysomonas",934
"5472","B22","Paraphysomonas",0
"5473","Barrow_S2C1D","Paraphysomonas",1518
"5474","Barrow_S1IC5","Paraphysomonas",1083
"5475","Carboy1","Paraphysomonas",0
"5476","B21","Paraphysomonas",0
"5477","B32","Paraphysomonas",0
"5478","Carboy8","Paraphysomonas",0
"5479","B31","Paraphysomonas",0
"5480","B42","Paraphysomonas",0
"5481","blankMQ121118","Paraphysomonas",52
"5482","Barrow_blank1","Paraphysomonas",788
"5483","B41","Paraphysomonas",0
"5484","Barrow_blank2","Paraphysomonas",0
"5485","blankdry2","Paraphysomonas",0
"5486","blankFiltSW1","Paraphysomonas",0
"5487","core_3","Paraphysomonas",250
"5488","B53","Paraphysomonas",0
"5489","dockslush_2","Paraphysomonas",0
"5490","B13","Paraphysomonas",0
"5491","dockslush_1","Paraphysomonas",0
"5492","mock_1","Paraphysomonas",0
"5493","core_6","Paraphysomonas",0
"5494","mock_2","Paraphysomonas",0
"5495","hero_11","Paraphysomonas",0
"5496","hero_12","Paraphysomonas",0
"5497","Carboy6","Paraphysomonas",0
"5498","Carboy5","Paraphysomonas",0
"5499","blankMQ191118","Paraphysomonas",20
"5500","Barrow_S1IC4","Paraphysomonas",215
"5501","iceslush","Paraphysomonas",0
"5502","Barrow_S2C2","Paraphysomonas",3034
"5503","Carboy3","Paraphysomonas",0
"5504","B23","Paraphysomonas",0
"5505","B33","Paraphysomonas",0
"5506","CTDSW","Paraphysomonas",0
"5507","Carboy9","Paraphysomonas",0
"5508","B43","Paraphysomonas",0
"5509","core_1","",118
"5510","B51","",0
"5511","B12","",904
"5512","B11","",0
"5513","core_2","",0
"5514","B52","",0
"5515","dockslush_3","",0
"5516","B14","",609
"5517","blank771","",44
"5518","core_4","",479
"5519","mock_3","",0
"5520","hero_13","",0
"5521","Carboy4","",0
"5522","Carboy7","",314
"5523","Barrow_S2C3","",0
"5524","Carboy2","",0
"5525","Barrow_S1IC6","",0
"5526","B22","",0
"5527","Barrow_S2C1D","",316
"5528","Barrow_S1IC5","",0
"5529","Carboy1","",0
"5530","B21","",0
"5531","B32","",0
"5532","Carboy8","",0
"5533","B31","",0
"5534","B42","",0
"5535","blankMQ121118","",164
"5536","Barrow_blank1","",0
"5537","B41","",0
"5538","Barrow_blank2","",0
"5539","blankdry2","",0
"5540","blankFiltSW1","",0
"5541","core_3","",0
"5542","B53","",0
"5543","dockslush_2","",0
"5544","B13","",942
"5545","dockslush_1","",0
"5546","mock_1","",0
"5547","core_6","",0
"5548","mock_2","",0
"5549","hero_11","",0
"5550","hero_12","",0
"5551","Carboy6","",0
"5552","Carboy5","",0
"5553","blankMQ191118","",140
"5554","Barrow_S1IC4","",0
"5555","iceslush","",0
"5556","Barrow_S2C2","",132
"5557","Carboy3","",0
"5558","B23","",0
"5559","B33","",806
"5560","CTDSW","",0
"5561","Carboy9","",0
"5562","B43","",0
"5563","core_1","Chrysophyceae_Clade-C_X",24
"5564","B51","Chrysophyceae_Clade-C_X",61
"5565","B12","Chrysophyceae_Clade-C_X",154
"5566","B11","Chrysophyceae_Clade-C_X",0
"5567","core_2","Chrysophyceae_Clade-C_X",102
"5568","B52","Chrysophyceae_Clade-C_X",94
"5569","dockslush_3","Chrysophyceae_Clade-C_X",468
"5570","B14","Chrysophyceae_Clade-C_X",139
"5571","blank771","Chrysophyceae_Clade-C_X",0
"5572","core_4","Chrysophyceae_Clade-C_X",0
"5573","mock_3","Chrysophyceae_Clade-C_X",0
"5574","hero_13","Chrysophyceae_Clade-C_X",0
"5575","Carboy4","Chrysophyceae_Clade-C_X",12
"5576","Carboy7","Chrysophyceae_Clade-C_X",71
"5577","Barrow_S2C3","Chrysophyceae_Clade-C_X",11
"5578","Carboy2","Chrysophyceae_Clade-C_X",63
"5579","Barrow_S1IC6","Chrysophyceae_Clade-C_X",85
"5580","B22","Chrysophyceae_Clade-C_X",74
"5581","Barrow_S2C1D","Chrysophyceae_Clade-C_X",81
"5582","Barrow_S1IC5","Chrysophyceae_Clade-C_X",136
"5583","Carboy1","Chrysophyceae_Clade-C_X",30
"5584","B21","Chrysophyceae_Clade-C_X",400
"5585","B32","Chrysophyceae_Clade-C_X",298
"5586","Carboy8","Chrysophyceae_Clade-C_X",137
"5587","B31","Chrysophyceae_Clade-C_X",442
"5588","B42","Chrysophyceae_Clade-C_X",167
"5589","blankMQ121118","Chrysophyceae_Clade-C_X",0
"5590","Barrow_blank1","Chrysophyceae_Clade-C_X",0
"5591","B41","Chrysophyceae_Clade-C_X",84
"5592","Barrow_blank2","Chrysophyceae_Clade-C_X",0
"5593","blankdry2","Chrysophyceae_Clade-C_X",0
"5594","blankFiltSW1","Chrysophyceae_Clade-C_X",104
"5595","core_3","Chrysophyceae_Clade-C_X",50
"5596","B53","Chrysophyceae_Clade-C_X",56
"5597","dockslush_2","Chrysophyceae_Clade-C_X",0
"5598","B13","Chrysophyceae_Clade-C_X",30
"5599","dockslush_1","Chrysophyceae_Clade-C_X",204
"5600","mock_1","Chrysophyceae_Clade-C_X",0
"5601","core_6","Chrysophyceae_Clade-C_X",0
"5602","mock_2","Chrysophyceae_Clade-C_X",0
"5603","hero_11","Chrysophyceae_Clade-C_X",479
"5604","hero_12","Chrysophyceae_Clade-C_X",0
"5605","Carboy6","Chrysophyceae_Clade-C_X",44
"5606","Carboy5","Chrysophyceae_Clade-C_X",24
"5607","blankMQ191118","Chrysophyceae_Clade-C_X",0
"5608","Barrow_S1IC4","Chrysophyceae_Clade-C_X",0
"5609","iceslush","Chrysophyceae_Clade-C_X",0
"5610","Barrow_S2C2","Chrysophyceae_Clade-C_X",0
"5611","Carboy3","Chrysophyceae_Clade-C_X",9
"5612","B23","Chrysophyceae_Clade-C_X",189
"5613","B33","Chrysophyceae_Clade-C_X",258
"5614","CTDSW","Chrysophyceae_Clade-C_X",1413
"5615","Carboy9","Chrysophyceae_Clade-C_X",54
"5616","B43","Chrysophyceae_Clade-C_X",123
"5617","core_1","Chrysophyceae_Clade-G_X",9182
"5618","B51","Chrysophyceae_Clade-G_X",885
"5619","B12","Chrysophyceae_Clade-G_X",17994
"5620","B11","Chrysophyceae_Clade-G_X",17324
"5621","core_2","Chrysophyceae_Clade-G_X",8053
"5622","B52","Chrysophyceae_Clade-G_X",1214
"5623","dockslush_3","Chrysophyceae_Clade-G_X",8507
"5624","B14","Chrysophyceae_Clade-G_X",1987
"5625","blank771","Chrysophyceae_Clade-G_X",17679
"5626","core_4","Chrysophyceae_Clade-G_X",57255
"5627","mock_3","Chrysophyceae_Clade-G_X",0
"5628","hero_13","Chrysophyceae_Clade-G_X",672
"5629","Carboy4","Chrysophyceae_Clade-G_X",877
"5630","Carboy7","Chrysophyceae_Clade-G_X",1266
"5631","Barrow_S2C3","Chrysophyceae_Clade-G_X",187
"5632","Carboy2","Chrysophyceae_Clade-G_X",428
"5633","Barrow_S1IC6","Chrysophyceae_Clade-G_X",1723
"5634","B22","Chrysophyceae_Clade-G_X",4495
"5635","Barrow_S2C1D","Chrysophyceae_Clade-G_X",1728
"5636","Barrow_S1IC5","Chrysophyceae_Clade-G_X",13268
"5637","Carboy1","Chrysophyceae_Clade-G_X",770
"5638","B21","Chrysophyceae_Clade-G_X",2507
"5639","B32","Chrysophyceae_Clade-G_X",5007
"5640","Carboy8","Chrysophyceae_Clade-G_X",440
"5641","B31","Chrysophyceae_Clade-G_X",7968
"5642","B42","Chrysophyceae_Clade-G_X",3588
"5643","blankMQ121118","Chrysophyceae_Clade-G_X",14695
"5644","Barrow_blank1","Chrysophyceae_Clade-G_X",0
"5645","B41","Chrysophyceae_Clade-G_X",1489
"5646","Barrow_blank2","Chrysophyceae_Clade-G_X",0
"5647","blankdry2","Chrysophyceae_Clade-G_X",0
"5648","blankFiltSW1","Chrysophyceae_Clade-G_X",514
"5649","core_3","Chrysophyceae_Clade-G_X",17144
"5650","B53","Chrysophyceae_Clade-G_X",935
"5651","dockslush_2","Chrysophyceae_Clade-G_X",8414
"5652","B13","Chrysophyceae_Clade-G_X",22097
"5653","dockslush_1","Chrysophyceae_Clade-G_X",4603
"5654","mock_1","Chrysophyceae_Clade-G_X",0
"5655","core_6","Chrysophyceae_Clade-G_X",5559
"5656","mock_2","Chrysophyceae_Clade-G_X",0
"5657","hero_11","Chrysophyceae_Clade-G_X",9264
"5658","hero_12","Chrysophyceae_Clade-G_X",1035
"5659","Carboy6","Chrysophyceae_Clade-G_X",964
"5660","Carboy5","Chrysophyceae_Clade-G_X",1252
"5661","blankMQ191118","Chrysophyceae_Clade-G_X",13785
"5662","Barrow_S1IC4","Chrysophyceae_Clade-G_X",8140
"5663","iceslush","Chrysophyceae_Clade-G_X",2382
"5664","Barrow_S2C2","Chrysophyceae_Clade-G_X",115
"5665","Carboy3","Chrysophyceae_Clade-G_X",1243
"5666","B23","Chrysophyceae_Clade-G_X",4407
"5667","B33","Chrysophyceae_Clade-G_X",5057
"5668","CTDSW","Chrysophyceae_Clade-G_X",6462
"5669","Carboy9","Chrysophyceae_Clade-G_X",1472
"5670","B43","Chrysophyceae_Clade-G_X",1900
"5671","core_1","Ochromonas",75
"5672","B51","Ochromonas",52
"5673","B12","Ochromonas",98
"5674","B11","Ochromonas",107
"5675","core_2","Ochromonas",310
"5676","B52","Ochromonas",52
"5677","dockslush_3","Ochromonas",234
"5678","B14","Ochromonas",117
"5679","blank771","Ochromonas",49
"5680","core_4","Ochromonas",135
"5681","mock_3","Ochromonas",0
"5682","hero_13","Ochromonas",0
"5683","Carboy4","Ochromonas",141
"5684","Carboy7","Ochromonas",127
"5685","Barrow_S2C3","Ochromonas",53
"5686","Carboy2","Ochromonas",233
"5687","Barrow_S1IC6","Ochromonas",127
"5688","B22","Ochromonas",77
"5689","Barrow_S2C1D","Ochromonas",128
"5690","Barrow_S1IC5","Ochromonas",94
"5691","Carboy1","Ochromonas",233
"5692","B21","Ochromonas",115
"5693","B32","Ochromonas",190
"5694","Carboy8","Ochromonas",145
"5695","B31","Ochromonas",286
"5696","B42","Ochromonas",126
"5697","blankMQ121118","Ochromonas",15
"5698","Barrow_blank1","Ochromonas",0
"5699","B41","Ochromonas",57
"5700","Barrow_blank2","Ochromonas",0
"5701","blankdry2","Ochromonas",0
"5702","blankFiltSW1","Ochromonas",310
"5703","core_3","Ochromonas",56
"5704","B53","Ochromonas",53
"5705","dockslush_2","Ochromonas",0
"5706","B13","Ochromonas",125
"5707","dockslush_1","Ochromonas",111
"5708","mock_1","Ochromonas",0
"5709","core_6","Ochromonas",0
"5710","mock_2","Ochromonas",0
"5711","hero_11","Ochromonas",304
"5712","hero_12","Ochromonas",0
"5713","Carboy6","Ochromonas",304
"5714","Carboy5","Ochromonas",164
"5715","blankMQ191118","Ochromonas",30
"5716","Barrow_S1IC4","Ochromonas",0
"5717","iceslush","Ochromonas",0
"5718","Barrow_S2C2","Ochromonas",25
"5719","Carboy3","Ochromonas",192
"5720","B23","Ochromonas",78
"5721","B33","Ochromonas",275
"5722","CTDSW","Ochromonas",231
"5723","Carboy9","Ochromonas",127
"5724","B43","Ochromonas",98
"5725","core_1","Holosticha",109
"5726","B51","Holosticha",0
"5727","B12","Holosticha",13
"5728","B11","Holosticha",11
"5729","core_2","Holosticha",61
"5730","B52","Holosticha",5
"5731","dockslush_3","Holosticha",3
"5732","B14","Holosticha",39
"5733","blank771","Holosticha",119
"5734","core_4","Holosticha",105
"5735","mock_3","Holosticha",0
"5736","hero_13","Holosticha",0
"5737","Carboy4","Holosticha",0
"5738","Carboy7","Holosticha",6
"5739","Barrow_S2C3","Holosticha",2882
"5740","Carboy2","Holosticha",0
"5741","Barrow_S1IC6","Holosticha",609
"5742","B22","Holosticha",10
"5743","Barrow_S2C1D","Holosticha",1082
"5744","Barrow_S1IC5","Holosticha",957
"5745","Carboy1","Holosticha",0
"5746","B21","Holosticha",0
"5747","B32","Holosticha",0
"5748","Carboy8","Holosticha",0
"5749","B31","Holosticha",0
