"","SampleID","variable","value"
"4111","dockslush_3","Ebria_tripartita",0
"4112","B14","Ebria_tripartita",0
"4113","blank771","Ebria_tripartita",54
"4114","core_4","Ebria_tripartita",268
"4115","mock_3","Ebria_tripartita",0
"4116","hero_13","Ebria_tripartita",0
"4117","Carboy4","Ebria_tripartita",3
"4118","Carboy7","Ebria_tripartita",7
"4119","Barrow_S2C3","Ebria_tripartita",11
"4120","Carboy2","Ebria_tripartita",27
"4121","Barrow_S1IC6","Ebria_tripartita",11
"4122","B22","Ebria_tripartita",40
"4123","Barrow_S2C1D","Ebria_tripartita",17
"4124","Barrow_S1IC5","Ebria_tripartita",106
"4125","Carboy1","Ebria_tripartita",20
"4126","B21","Ebria_tripartita",0
"4127","B32","Ebria_tripartita",1
"4128","Carboy8","Ebria_tripartita",27
"4129","B31","Ebria_tripartita",0
"4130","B42","Ebria_tripartita",0
"4131","blankMQ121118","Ebria_tripartita",65
"4132","Barrow_blank1","Ebria_tripartita",0
"4133","B41","Ebria_tripartita",0
"4134","Barrow_blank2","Ebria_tripartita",0
"4135","blankdry2","Ebria_tripartita",0
"4136","blankFiltSW1","Ebria_tripartita",0
"4137","core_3","Ebria_tripartita",549
"4138","B53","Ebria_tripartita",0
"4139","dockslush_2","Ebria_tripartita",459
"4140","B13","Ebria_tripartita",15
"4141","dockslush_1","Ebria_tripartita",0
"4142","mock_1","Ebria_tripartita",0
"4143","core_6","Ebria_tripartita",1524
"4144","mock_2","Ebria_tripartita",0
"4145","hero_11","Ebria_tripartita",9
"4146","hero_12","Ebria_tripartita",707
"4147","Carboy6","Ebria_tripartita",25
"4148","Carboy5","Ebria_tripartita",0
"4149","blankMQ191118","Ebria_tripartita",81
"4150","Barrow_S1IC4","Ebria_tripartita",46
"4151","iceslush","Ebria_tripartita",0
"4152","Barrow_S2C2","Ebria_tripartita",13
"4153","Carboy3","Ebria_tripartita",0
"4154","B23","Ebria_tripartita",0
"4155","B33","Ebria_tripartita",0
"4156","CTDSW","Ebria_tripartita",0
"4157","Carboy9","Ebria_tripartita",0
"4158","B43","Ebria_tripartita",0
"4159","core_1","Ebria_tripartita",218
"4160","B51","Ebria_tripartita",0
"4161","B12","Ebria_tripartita",0
"4162","B11","Ebria_tripartita",0
"4163","core_2","Ebria_tripartita",111
"4164","B52","Ebria_tripartita",0
"4165","dockslush_3","Ebria_tripartita",0
"4166","B14","Ebria_tripartita",0
"4167","blank771","Ebria_tripartita",310
"4168","core_4","Ebria_tripartita",1527
"4169","mock_3","Ebria_tripartita",0
"4170","hero_13","Ebria_tripartita",0
"4171","Carboy4","Ebria_tripartita",0
"4172","Carboy7","Ebria_tripartita",0
"4173","Barrow_S2C3","Ebria_tripartita",0
"4174","Carboy2","Ebria_tripartita",0
"4175","Barrow_S1IC6","Ebria_tripartita",0
"4176","B22","Ebria_tripartita",108
"4177","Barrow_S2C1D","Ebria_tripartita",0
"4178","Barrow_S1IC5","Ebria_tripartita",228
"4179","Carboy1","Ebria_tripartita",0
"4180","B21","Ebria_tripartita",0
"4181","B32","Ebria_tripartita",0
"4182","Carboy8","Ebria_tripartita",0
"4183","B31","Ebria_tripartita",0
"4184","B42","Ebria_tripartita",33
"4185","blankMQ121118","Ebria_tripartita",307
"4186","Barrow_blank1","Ebria_tripartita",0
"4187","B41","Ebria_tripartita",0
"4188","Barrow_blank2","Ebria_tripartita",0
"4189","blankdry2","Ebria_tripartita",0
"4190","blankFiltSW1","Ebria_tripartita",0
"4191","core_3","Ebria_tripartita",1501
"4192","B53","Ebria_tripartita",0
"4193","dockslush_2","Ebria_tripartita",0
"4194","B13","Ebria_tripartita",0
"4195","dockslush_1","Ebria_tripartita",0
"4196","mock_1","Ebria_tripartita",0
"4197","core_6","Ebria_tripartita",12
"4198","mock_2","Ebria_tripartita",0
"4199","hero_11","Ebria_tripartita",0
"4200","hero_12","Ebria_tripartita",0
"4201","Carboy6","Ebria_tripartita",0
"4202","Carboy5","Ebria_tripartita",0
"4203","blankMQ191118","Ebria_tripartita",276
"4204","Barrow_S1IC4","Ebria_tripartita",150
"4205","iceslush","Ebria_tripartita",12
"4206","Barrow_S2C2","Ebria_tripartita",0
"4207","Carboy3","Ebria_tripartita",0
"4208","B23","Ebria_tripartita",9
"4209","B33","Ebria_tripartita",0
"4210","CTDSW","Ebria_tripartita",0
"4211","Carboy9","Ebria_tripartita",0
"4212","B43","Ebria_tripartita",0
"4213","core_1","TAGIRI1-lineage_X_sp.",44
"4214","B51","TAGIRI1-lineage_X_sp.",0
"4215","B12","TAGIRI1-lineage_X_sp.",0
"4216","B11","TAGIRI1-lineage_X_sp.",0
"4217","core_2","TAGIRI1-lineage_X_sp.",0
"4218","B52","TAGIRI1-lineage_X_sp.",0
"4219","dockslush_3","TAGIRI1-lineage_X_sp.",0
"4220","B14","TAGIRI1-lineage_X_sp.",0
"4221","blank771","TAGIRI1-lineage_X_sp.",50
"4222","core_4","TAGIRI1-lineage_X_sp.",272
"4223","mock_3","TAGIRI1-lineage_X_sp.",0
"4224","hero_13","TAGIRI1-lineage_X_sp.",0
"4225","Carboy4","TAGIRI1-lineage_X_sp.",0
"4226","Carboy7","TAGIRI1-lineage_X_sp.",0
"4227","Barrow_S2C3","TAGIRI1-lineage_X_sp.",0
"4228","Carboy2","TAGIRI1-lineage_X_sp.",0
"4229","Barrow_S1IC6","TAGIRI1-lineage_X_sp.",0
"4230","B22","TAGIRI1-lineage_X_sp.",20
"4231","Barrow_S2C1D","TAGIRI1-lineage_X_sp.",0
"4232","Barrow_S1IC5","TAGIRI1-lineage_X_sp.",43
"4233","Carboy1","TAGIRI1-lineage_X_sp.",0
"4234","B21","TAGIRI1-lineage_X_sp.",0
"4235","B32","TAGIRI1-lineage_X_sp.",0
"4236","Carboy8","TAGIRI1-lineage_X_sp.",0
"4237","B31","TAGIRI1-lineage_X_sp.",0
"4238","B42","TAGIRI1-lineage_X_sp.",0
"4239","blankMQ121118","TAGIRI1-lineage_X_sp.",64
"4240","Barrow_blank1","TAGIRI1-lineage_X_sp.",0
"4241","B41","TAGIRI1-lineage_X_sp.",0
"4242","Barrow_blank2","TAGIRI1-lineage_X_sp.",0
"4243","blankdry2","TAGIRI1-lineage_X_sp.",0
"4244","blankFiltSW1","TAGIRI1-lineage_X_sp.",0
"4245","core_3","TAGIRI1-lineage_X_sp.",254
"4246","B53","TAGIRI1-lineage_X_sp.",0
"4247","dockslush_2","TAGIRI1-lineage_X_sp.",0
"4248","B13","TAGIRI1-lineage_X_sp.",0
"4249","dockslush_1","TAGIRI1-lineage_X_sp.",0
"4250","mock_1","TAGIRI1-lineage_X_sp.",0
"4251","core_6","TAGIRI1-lineage_X_sp.",328
"4252","mock_2","TAGIRI1-lineage_X_sp.",0
"4253","hero_11","TAGIRI1-lineage_X_sp.",0
"4254","hero_12","TAGIRI1-lineage_X_sp.",558
"4255","Carboy6","TAGIRI1-lineage_X_sp.",0
"4256","Carboy5","TAGIRI1-lineage_X_sp.",0
"4257","blankMQ191118","TAGIRI1-lineage_X_sp.",56
"4258","Barrow_S1IC4","TAGIRI1-lineage_X_sp.",29
"4259","iceslush","TAGIRI1-lineage_X_sp.",0
"4260","Barrow_S2C2","TAGIRI1-lineage_X_sp.",0
"4261","Carboy3","TAGIRI1-lineage_X_sp.",0
"4262","B23","TAGIRI1-lineage_X_sp.",0
"4263","B33","TAGIRI1-lineage_X_sp.",0
"4264","CTDSW","TAGIRI1-lineage_X_sp.",0
"4265","Carboy9","TAGIRI1-lineage_X_sp.",0
"4266","B43","TAGIRI1-lineage_X_sp.",0
"4267","core_1","Ebriida",13
"4268","B51","Ebriida",0
"4269","B12","Ebriida",0
"4270","B11","Ebriida",0
"4271","core_2","Ebriida",0
"4272","B52","Ebriida",0
"4273","dockslush_3","Ebriida",0
"4274","B14","Ebriida",0
"4275","blank771","Ebriida",0
"4276","core_4","Ebriida",0
"4277","mock_3","Ebriida",0
"4278","hero_13","Ebriida",0
"4279","Carboy4","Ebriida",0
"4280","Carboy7","Ebriida",0
"4281","Barrow_S2C3","Ebriida",177
"4282","Carboy2","Ebriida",0
"4283","Barrow_S1IC6","Ebriida",72
"4284","B22","Ebriida",0
"4285","Barrow_S2C1D","Ebriida",157
"4286","Barrow_S1IC5","Ebriida",107
"4287","Carboy1","Ebriida",0
"4288","B21","Ebriida",0
"4289","B32","Ebriida",0
"4290","Carboy8","Ebriida",0
"4291","B31","Ebriida",0
"4292","B42","Ebriida",0
"4293","blankMQ121118","Ebriida",0
"4294","Barrow_blank1","Ebriida",0
"4295","B41","Ebriida",0
"4296","Barrow_blank2","Ebriida",420
"4297","blankdry2","Ebriida",0
"4298","blankFiltSW1","Ebriida",0
"4299","core_3","Ebriida",38
"4300","B53","Ebriida",0
"4301","dockslush_2","Ebriida",0
"4302","B13","Ebriida",0
"4303","dockslush_1","Ebriida",0
"4304","mock_1","Ebriida",0
"4305","core_6","Ebriida",0
"4306","mock_2","Ebriida",0
"4307","hero_11","Ebriida",0
"4308","hero_12","Ebriida",0
"4309","Carboy6","Ebriida",0
"4310","Carboy5","Ebriida",0
"4311","blankMQ191118","Ebriida",0
"4312","Barrow_S1IC4","Ebriida",41
"4313","iceslush","Ebriida",0
"4314","Barrow_S2C2","Ebriida",221
"4315","Carboy3","Ebriida",0
"4316","B23","Ebriida",0
"4317","B33","Ebriida",0
"4318","CTDSW","Ebriida",0
"4319","Carboy9","Ebriida",0
"4320","B43","Ebriida",0
"4321","core_1","Mataza-lineage_X_sp.",56
"4322","B51","Mataza-lineage_X_sp.",0
"4323","B12","Mataza-lineage_X_sp.",20
"4324","B11","Mataza-lineage_X_sp.",17
"4325","core_2","Mataza-lineage_X_sp.",0
"4326","B52","Mataza-lineage_X_sp.",0
"4327","dockslush_3","Mataza-lineage_X_sp.",12
"4328","B14","Mataza-lineage_X_sp.",0
"4329","blank771","Mataza-lineage_X_sp.",79
"4330","core_4","Mataza-lineage_X_sp.",538
"4331","mock_3","Mataza-lineage_X_sp.",0
"4332","hero_13","Mataza-lineage_X_sp.",0
"4333","Carboy4","Mataza-lineage_X_sp.",0
"4334","Carboy7","Mataza-lineage_X_sp.",0
"4335","Barrow_S2C3","Mataza-lineage_X_sp.",0
"4336","Carboy2","Mataza-lineage_X_sp.",0
"4337","Barrow_S1IC6","Mataza-lineage_X_sp.",0
"4338","B22","Mataza-lineage_X_sp.",30
"4339","Barrow_S2C1D","Mataza-lineage_X_sp.",0
"4340","Barrow_S1IC5","Mataza-lineage_X_sp.",80
"4341","Carboy1","Mataza-lineage_X_sp.",0
"4342","B21","Mataza-lineage_X_sp.",0
"4343","B32","Mataza-lineage_X_sp.",0
"4344","Carboy8","Mataza-lineage_X_sp.",0
"4345","B31","Mataza-lineage_X_sp.",0
"4346","B42","Mataza-lineage_X_sp.",9
"4347","blankMQ121118","Mataza-lineage_X_sp.",98
"4348","Barrow_blank1","Mataza-lineage_X_sp.",0
"4349","B41","Mataza-lineage_X_sp.",0
"4350","Barrow_blank2","Mataza-lineage_X_sp.",0
"4351","blankdry2","Mataza-lineage_X_sp.",0
"4352","blankFiltSW1","Mataza-lineage_X_sp.",0
"4353","core_3","Mataza-lineage_X_sp.",400
"4354","B53","Mataza-lineage_X_sp.",0
"4355","dockslush_2","Mataza-lineage_X_sp.",0
"4356","B13","Mataza-lineage_X_sp.",24
"4357","dockslush_1","Mataza-lineage_X_sp.",3
"4358","mock_1","Mataza-lineage_X_sp.",0
"4359","core_6","Mataza-lineage_X_sp.",92
"4360","mock_2","Mataza-lineage_X_sp.",0
"4361","hero_11","Mataza-lineage_X_sp.",0
"4362","hero_12","Mataza-lineage_X_sp.",0
"4363","Carboy6","Mataza-lineage_X_sp.",0
"4364","Carboy5","Mataza-lineage_X_sp.",0
"4365","blankMQ191118","Mataza-lineage_X_sp.",69
"4366","Barrow_S1IC4","Mataza-lineage_X_sp.",50
"4367","iceslush","Mataza-lineage_X_sp.",0
"4368","Barrow_S2C2","Mataza-lineage_X_sp.",0
"4369","Carboy3","Mataza-lineage_X_sp.",0
"4370","B23","Mataza-lineage_X_sp.",0
"4371","B33","Mataza-lineage_X_sp.",0
"4372","CTDSW","Mataza-lineage_X_sp.",0
"4373","Carboy9","Mataza-lineage_X_sp.",0
"4374","B43","Mataza-lineage_X_sp.",0
"4375","core_1","Mataza-lineage_X_sp.",4
"4376","B51","Mataza-lineage_X_sp.",0
"4377","B12","Mataza-lineage_X_sp.",36
"4378","B11","Mataza-lineage_X_sp.",30
"4379","core_2","Mataza-lineage_X_sp.",69
"4380","B52","Mataza-lineage_X_sp.",0
"4381","dockslush_3","Mataza-lineage_X_sp.",12
"4382","B14","Mataza-lineage_X_sp.",0
"4383","blank771","Mataza-lineage_X_sp.",8
"4384","core_4","Mataza-lineage_X_sp.",13
"4385","mock_3","Mataza-lineage_X_sp.",0
"4386","hero_13","Mataza-lineage_X_sp.",0
"4387","Carboy4","Mataza-lineage_X_sp.",0
"4388","Carboy7","Mataza-lineage_X_sp.",0
"4389","Barrow_S2C3","Mataza-lineage_X_sp.",0
"4390","Carboy2","Mataza-lineage_X_sp.",0
"4391","Barrow_S1IC6","Mataza-lineage_X_sp.",0
"4392","B22","Mataza-lineage_X_sp.",54
"4393","Barrow_S2C1D","Mataza-lineage_X_sp.",0
"4394","Barrow_S1IC5","Mataza-lineage_X_sp.",11
"4395","Carboy1","Mataza-lineage_X_sp.",0
"4396","B21","Mataza-lineage_X_sp.",17
"4397","B32","Mataza-lineage_X_sp.",0
"4398","Carboy8","Mataza-lineage_X_sp.",0
"4399","B31","Mataza-lineage_X_sp.",0
"4400","B42","Mataza-lineage_X_sp.",0
"4401","blankMQ121118","Mataza-lineage_X_sp.",0
"4402","Barrow_blank1","Mataza-lineage_X_sp.",0
"4403","B41","Mataza-lineage_X_sp.",0
"4404","Barrow_blank2","Mataza-lineage_X_sp.",0
"4405","blankdry2","Mataza-lineage_X_sp.",0
"4406","blankFiltSW1","Mataza-lineage_X_sp.",0
"4407","core_3","Mataza-lineage_X_sp.",547
"4408","B53","Mataza-lineage_X_sp.",0
"4409","dockslush_2","Mataza-lineage_X_sp.",746
"4410","B13","Mataza-lineage_X_sp.",62
"4411","dockslush_1","Mataza-lineage_X_sp.",3
"4412","mock_1","Mataza-lineage_X_sp.",0
"4413","core_6","Mataza-lineage_X_sp.",17
"4414","mock_2","Mataza-lineage_X_sp.",0
"4415","hero_11","Mataza-lineage_X_sp.",0
"4416","hero_12","Mataza-lineage_X_sp.",0
"4417","Carboy6","Mataza-lineage_X_sp.",8
"4418","Carboy5","Mataza-lineage_X_sp.",0
"4419","blankMQ191118","Mataza-lineage_X_sp.",3
"4420","Barrow_S1IC4","Mataza-lineage_X_sp.",0
"4421","iceslush","Mataza-lineage_X_sp.",0
"4422","Barrow_S2C2","Mataza-lineage_X_sp.",0
"4423","Carboy3","Mataza-lineage_X_sp.",0
"4424","B23","Mataza-lineage_X_sp.",7
"4425","B33","Mataza-lineage_X_sp.",0
"4426","CTDSW","Mataza-lineage_X_sp.",0
"4427","Carboy9","Mataza-lineage_X_sp.",0
"4428","B43","Mataza-lineage_X_sp.",0
"4429","core_1","Mataza-lineage_X_sp.",35
"4430","B51","Mataza-lineage_X_sp.",0
"4431","B12","Mataza-lineage_X_sp.",74
"4432","B11","Mataza-lineage_X_sp.",108
"4433","core_2","Mataza-lineage_X_sp.",21
"4434","B52","Mataza-lineage_X_sp.",0
"4435","dockslush_3","Mataza-lineage_X_sp.",32
"4436","B14","Mataza-lineage_X_sp.",0
"4437","blank771","Mataza-lineage_X_sp.",53
"4438","core_4","Mataza-lineage_X_sp.",331
"4439","mock_3","Mataza-lineage_X_sp.",0
"4440","hero_13","Mataza-lineage_X_sp.",0
"4441","Carboy4","Mataza-lineage_X_sp.",0
"4442","Carboy7","Mataza-lineage_X_sp.",0
"4443","Barrow_S2C3","Mataza-lineage_X_sp.",2
"4444","Carboy2","Mataza-lineage_X_sp.",0
"4445","Barrow_S1IC6","Mataza-lineage_X_sp.",0
"4446","B22","Mataza-lineage_X_sp.",0
"4447","Barrow_S2C1D","Mataza-lineage_X_sp.",0
"4448","Barrow_S1IC5","Mataza-lineage_X_sp.",48
"4449","Carboy1","Mataza-lineage_X_sp.",6
"4450","B21","Mataza-lineage_X_sp.",77
"4451","B32","Mataza-lineage_X_sp.",14
"4452","Carboy8","Mataza-lineage_X_sp.",0
"4453","B31","Mataza-lineage_X_sp.",11
"4454","B42","Mataza-lineage_X_sp.",3
"4455","blankMQ121118","Mataza-lineage_X_sp.",54
"4456","Barrow_blank1","Mataza-lineage_X_sp.",0
"4457","B41","Mataza-lineage_X_sp.",2
"4458","Barrow_blank2","Mataza-lineage_X_sp.",0
"4459","blankdry2","Mataza-lineage_X_sp.",0
"4460","blankFiltSW1","Mataza-lineage_X_sp.",0
"4461","core_3","Mataza-lineage_X_sp.",171
"4462","B53","Mataza-lineage_X_sp.",0
"4463","dockslush_2","Mataza-lineage_X_sp.",0
"4464","B13","Mataza-lineage_X_sp.",96
"4465","dockslush_1","Mataza-lineage_X_sp.",0
"4466","mock_1","Mataza-lineage_X_sp.",0
"4467","core_6","Mataza-lineage_X_sp.",19
"4468","mock_2","Mataza-lineage_X_sp.",0
"4469","hero_11","Mataza-lineage_X_sp.",28
"4470","hero_12","Mataza-lineage_X_sp.",0
"4471","Carboy6","Mataza-lineage_X_sp.",8
"4472","Carboy5","Mataza-lineage_X_sp.",0
"4473","blankMQ191118","Mataza-lineage_X_sp.",61
"4474","Barrow_S1IC4","Mataza-lineage_X_sp.",36
"4475","iceslush","Mataza-lineage_X_sp.",0
"4476","Barrow_S2C2","Mataza-lineage_X_sp.",0
"4477","Carboy3","Mataza-lineage_X_sp.",0
"4478","B23","Mataza-lineage_X_sp.",8
"4479","B33","Mataza-lineage_X_sp.",11
"4480","CTDSW","Mataza-lineage_X_sp.",0
"4481","Carboy9","Mataza-lineage_X_sp.",0
"4482","B43","Mataza-lineage_X_sp.",0
"4483","core_1","Cryothecomonas_sp.",38
"4484","B51","Cryothecomonas_sp.",33
"4485","B12","Cryothecomonas_sp.",158
"4486","B11","Cryothecomonas_sp.",183
"4487","core_2","Cryothecomonas_sp.",445
"4488","B52","Cryothecomonas_sp.",59
"4489","dockslush_3","Cryothecomonas_sp.",290
"4490","B14","Cryothecomonas_sp.",75
"4491","blank771","Cryothecomonas_sp.",62
"4492","core_4","Cryothecomonas_sp.",65
"4493","mock_3","Cryothecomonas_sp.",0
"4494","hero_13","Cryothecomonas_sp.",233
"4495","Carboy4","Cryothecomonas_sp.",49
"4496","Carboy7","Cryothecomonas_sp.",291
"4497","Barrow_S2C3","Cryothecomonas_sp.",32
"4498","Carboy2","Cryothecomonas_sp.",80
"4499","Barrow_S1IC6","Cryothecomonas_sp.",74
"4500","B22","Cryothecomonas_sp.",280
"4501","Barrow_S2C1D","Cryothecomonas_sp.",128
"4502","Barrow_S1IC5","Cryothecomonas_sp.",147
"4503","Carboy1","Cryothecomonas_sp.",75
"4504","B21","Cryothecomonas_sp.",214
"4505","B32","Cryothecomonas_sp.",60
"4506","Carboy8","Cryothecomonas_sp.",67
"4507","B31","Cryothecomonas_sp.",362
"4508","B42","Cryothecomonas_sp.",70
"4509","blankMQ121118","Cryothecomonas_sp.",24
"4510","Barrow_blank1","Cryothecomonas_sp.",0
"4511","B41","Cryothecomonas_sp.",45
"4512","Barrow_blank2","Cryothecomonas_sp.",382
"4513","blankdry2","Cryothecomonas_sp.",0
"4514","blankFiltSW1","Cryothecomonas_sp.",93
"4515","core_3","Cryothecomonas_sp.",199
"4516","B53","Cryothecomonas_sp.",33
"4517","dockslush_2","Cryothecomonas_sp.",0
"4518","B13","Cryothecomonas_sp.",126
"4519","dockslush_1","Cryothecomonas_sp.",451
"4520","mock_1","Cryothecomonas_sp.",0
"4521","core_6","Cryothecomonas_sp.",17
"4522","mock_2","Cryothecomonas_sp.",0
"4523","hero_11","Cryothecomonas_sp.",453
"4524","hero_12","Cryothecomonas_sp.",218
"4525","Carboy6","Cryothecomonas_sp.",104
"4526","Carboy5","Cryothecomonas_sp.",20
"4527","blankMQ191118","Cryothecomonas_sp.",13
"4528","Barrow_S1IC4","Cryothecomonas_sp.",25
"4529","iceslush","Cryothecomonas_sp.",30
"4530","Barrow_S2C2","Cryothecomonas_sp.",44
"4531","Carboy3","Cryothecomonas_sp.",37
"4532","B23","Cryothecomonas_sp.",362
"4533","B33","Cryothecomonas_sp.",164
"4534","CTDSW","Cryothecomonas_sp.",200
"4535","Carboy9","Cryothecomonas_sp.",115
"4536","B43","Cryothecomonas_sp.",81
"4537","core_1","Cryothecomonas_aestivalis",143
"4538","B51","Cryothecomonas_aestivalis",103
"4539","B12","Cryothecomonas_aestivalis",1257
"4540","B11","Cryothecomonas_aestivalis",1783
"4541","core_2","Cryothecomonas_aestivalis",2902
"4542","B52","Cryothecomonas_aestivalis",192
"4543","dockslush_3","Cryothecomonas_aestivalis",3830
"4544","B14","Cryothecomonas_aestivalis",256
"4545","blank771","Cryothecomonas_aestivalis",134
"4546","core_4","Cryothecomonas_aestivalis",0
"4547","mock_3","Cryothecomonas_aestivalis",0
"4548","hero_13","Cryothecomonas_aestivalis",676
"4549","Carboy4","Cryothecomonas_aestivalis",1665
"4550","Carboy7","Cryothecomonas_aestivalis",2136
"4551","Barrow_S2C3","Cryothecomonas_aestivalis",182
"4552","Carboy2","Cryothecomonas_aestivalis",126
"4553","Barrow_S1IC6","Cryothecomonas_aestivalis",458
"4554","B22","Cryothecomonas_aestivalis",3807
"4555","Barrow_S2C1D","Cryothecomonas_aestivalis",855
"4556","Barrow_S1IC5","Cryothecomonas_aestivalis",1346
"4557","Carboy1","Cryothecomonas_aestivalis",61
"4558","B21","Cryothecomonas_aestivalis",5190
"4559","B32","Cryothecomonas_aestivalis",4347
"4560","Carboy8","Cryothecomonas_aestivalis",111
"4561","B31","Cryothecomonas_aestivalis",4370
"4562","B42","Cryothecomonas_aestivalis",496
"4563","blankMQ121118","Cryothecomonas_aestivalis",80
"4564","Barrow_blank1","Cryothecomonas_aestivalis",0
"4565","B41","Cryothecomonas_aestivalis",203
"4566","Barrow_blank2","Cryothecomonas_aestivalis",0
"4567","blankdry2","Cryothecomonas_aestivalis",0
"4568","blankFiltSW1","Cryothecomonas_aestivalis",132
"4569","core_3","Cryothecomonas_aestivalis",729
"4570","B53","Cryothecomonas_aestivalis",143
"4571","dockslush_2","Cryothecomonas_aestivalis",1691
"4572","B13","Cryothecomonas_aestivalis",1385
"4573","dockslush_1","Cryothecomonas_aestivalis",4559
"4574","mock_1","Cryothecomonas_aestivalis",0
"4575","core_6","Cryothecomonas_aestivalis",8
"4576","mock_2","Cryothecomonas_aestivalis",0
"4577","hero_11","Cryothecomonas_aestivalis",5616
"4578","hero_12","Cryothecomonas_aestivalis",1667
"4579","Carboy6","Cryothecomonas_aestivalis",99
"4580","Carboy5","Cryothecomonas_aestivalis",1428
"4581","blankMQ191118","Cryothecomonas_aestivalis",54
"4582","Barrow_S1IC4","Cryothecomonas_aestivalis",137
"4583","iceslush","Cryothecomonas_aestivalis",21
"4584","Barrow_S2C2","Cryothecomonas_aestivalis",99
"4585","Carboy3","Cryothecomonas_aestivalis",2253
"4586","B23","Cryothecomonas_aestivalis",3812
"4587","B33","Cryothecomonas_aestivalis",3364
"4588","CTDSW","Cryothecomonas_aestivalis",7786
"4589","Carboy9","Cryothecomonas_aestivalis",584
"4590","B43","Cryothecomonas_aestivalis",248
"4591","core_1","Cryothecomonas",53
"4592","B51","Cryothecomonas",183
"4593","B12","Cryothecomonas",182
"4594","B11","Cryothecomonas",91
"4595","core_2","Cryothecomonas",2299
"4596","B52","Cryothecomonas",179
"4597","dockslush_3","Cryothecomonas",2357
"4598","B14","Cryothecomonas",289
"4599","blank771","Cryothecomonas",37
"4600","core_4","Cryothecomonas",0
"4601","mock_3","Cryothecomonas",0
"4602","hero_13","Cryothecomonas",0
"4603","Carboy4","Cryothecomonas",0
"4604","Carboy7","Cryothecomonas",556
"4605","Barrow_S2C3","Cryothecomonas",35
"4606","Carboy2","Cryothecomonas",0
"4607","Barrow_S1IC6","Cryothecomonas",293
"4608","B22","Cryothecomonas",535
"4609","Barrow_S2C1D","Cryothecomonas",306
"4610","Barrow_S1IC5","Cryothecomonas",704
"4611","Carboy1","Cryothecomonas",0
"4612","B21","Cryothecomonas",1072
"4613","B32","Cryothecomonas",1712
"4614","Carboy8","Cryothecomonas",0
"4615","B31","Cryothecomonas",2361
"4616","B42","Cryothecomonas",411
"4617","blankMQ121118","Cryothecomonas",48
"4618","Barrow_blank1","Cryothecomonas",0
"4619","B41","Cryothecomonas",321
"4620","Barrow_blank2","Cryothecomonas",0
"4621","blankdry2","Cryothecomonas",0
"4622","blankFiltSW1","Cryothecomonas",0
"4623","core_3","Cryothecomonas",162
"4624","B53","Cryothecomonas",183
"4625","dockslush_2","Cryothecomonas",0
"4626","B13","Cryothecomonas",220
"4627","dockslush_1","Cryothecomonas",995
"4628","mock_1","Cryothecomonas",0
"4629","core_6","Cryothecomonas",0
"4630","mock_2","Cryothecomonas",0
"4631","hero_11","Cryothecomonas",2604
"4632","hero_12","Cryothecomonas",0
"4633","Carboy6","Cryothecomonas",0
"4634","Carboy5","Cryothecomonas",0
"4635","blankMQ191118","Cryothecomonas",31
"4636","Barrow_S1IC4","Cryothecomonas",67
"4637","iceslush","Cryothecomonas",0
"4638","Barrow_S2C2","Cryothecomonas",35
"4639","Carboy3","Cryothecomonas",23
"4640","B23","Cryothecomonas",699
"4641","B33","Cryothecomonas",1847
"4642","CTDSW","Cryothecomonas",870
"4643","Carboy9","Cryothecomonas",199
"4644","B43","Cryothecomonas",442
"4645","core_1","Protaspa-lineage_X_sp.",6
"4646","B51","Protaspa-lineage_X_sp.",367
"4647","B12","Protaspa-lineage_X_sp.",1409
"4648","B11","Protaspa-lineage_X_sp.",1665
"4649","core_2","Protaspa-lineage_X_sp.",308
"4650","B52","Protaspa-lineage_X_sp.",484
"4651","dockslush_3","Protaspa-lineage_X_sp.",278
"4652","B14","Protaspa-lineage_X_sp.",629
"4653","blank771","Protaspa-lineage_X_sp.",0
"4654","core_4","Protaspa-lineage_X_sp.",0
"4655","mock_3","Protaspa-lineage_X_sp.",0
"4656","hero_13","Protaspa-lineage_X_sp.",0
"4657","Carboy4","Protaspa-lineage_X_sp.",74
"4658","Carboy7","Protaspa-lineage_X_sp.",305
"4659","Barrow_S2C3","Protaspa-lineage_X_sp.",19
"4660","Carboy2","Protaspa-lineage_X_sp.",0
"4661","Barrow_S1IC6","Protaspa-lineage_X_sp.",173
"4662","B22","Protaspa-lineage_X_sp.",582
"4663","Barrow_S2C1D","Protaspa-lineage_X_sp.",146
"4664","Barrow_S1IC5","Protaspa-lineage_X_sp.",70
"4665","Carboy1","Protaspa-lineage_X_sp.",0
"4666","B21","Protaspa-lineage_X_sp.",630
"4667","B32","Protaspa-lineage_X_sp.",76
"4668","Carboy8","Protaspa-lineage_X_sp.",0
"4669","B31","Protaspa-lineage_X_sp.",201
"4670","B42","Protaspa-lineage_X_sp.",159
"4671","blankMQ121118","Protaspa-lineage_X_sp.",5
"4672","Barrow_blank1","Protaspa-lineage_X_sp.",0
"4673","B41","Protaspa-lineage_X_sp.",115
"4674","Barrow_blank2","Protaspa-lineage_X_sp.",0
"4675","blankdry2","Protaspa-lineage_X_sp.",0
"4676","blankFiltSW1","Protaspa-lineage_X_sp.",0
"4677","core_3","Protaspa-lineage_X_sp.",181
"4678","B53","Protaspa-lineage_X_sp.",384
"4679","dockslush_2","Protaspa-lineage_X_sp.",10
"4680","B13","Protaspa-lineage_X_sp.",1413
