"","VarA","VarB","rho.spear","p.spear","fdr.spear","rho.clr","p.clr","fdr.clr","sparcc","p.sparcc","fdr.sparcc"
"261","Aureococcus_anophagefferens.4","Thalassiosira_tumida.10",0.598962212503279,0.00252834220115236,0.00819370157780858,0.559426752932105,0.00551284213952185,0.0212910215019715,-0.00341618608815792,0.82,1
"262","Aureococcus_anophagefferens.4","NA..12",0.463597261129387,0.0258750553584866,0.0585519664688081,0.365033313517477,0.0867698734596316,0.182320917646739,0.00207749587777102,1,1
"263","Aureococcus_anophagefferens.4","Stellarima_microtrias.4",0.181818181818182,0.406371172352679,0.514792850188244,0.103754940711462,0.637556964162966,0.736104883223029,0.0448292035745956,1,1
"264","Aureococcus_anophagefferens.4","Rhizosolenia_pungens.14",0.197628458498024,0.366049189729418,0.476019381548341,0.0889328063241107,0.686563392729334,0.771596473480215,0.0140497089201312,1,1
"265","Aureococcus_anophagefferens.4","Thalassiosira_tumida.6",0.271806284551818,0.209614366997424,0.30678327308464,0.110205093554646,0.616666457521769,0.720130038574039,-0.0826115446582758,0.9,1
"266","Aureococcus_anophagefferens.4","Corethron_inerme.19",0.164193947778193,0.454076174863391,0.55735803026819,-0.193867552798348,0.375424259510562,0.512788727577184,0.00770849611113688,0.88,1
"267","Aureococcus_anophagefferens.4","Corethron_inerme.17",0.161067193675889,0.462833718993205,0.56527547932869,0.0464426877470356,0.833337199570425,0.884608379093389,-0.0738568198343759,0.92,1
"268","Aureococcus_anophagefferens.4","Polar.centric.Mediophyceae.5",0.203607616791544,0.35142639657307,0.461411935479111,0.188781819452353,0.388317821367289,0.524625782692271,0.0633565308148285,0.98,1
"269","Aureococcus_anophagefferens.4","Pentapharsodinium_dalei.4",0.323959493281721,0.131548691002015,0.213157601160673,0.586615882450131,0.00325926342479701,0.0138631864422789,-0.0755196954407406,0.68,1
"270","Aureococcus_anophagefferens.4","Planktoniella_sol.2",0.780632411067194,1.10952998312473e-05,7.78197236660152e-05,0.771739130434783,1.61385179258969e-05,0.000173068321292656,0.126163326940504,NA,NA
"271","Aureococcus_anophagefferens.4","Cryptophyceae.4",0.456521739130435,0.0285451345247005,0.063462413416984,0.435770750988142,0.0376607350994533,0.0987888661602361,0.0468108316790317,0.76,1
"272","Aureococcus_anophagefferens.4","Strombidiidae_M_X_sp..8",0.783296292753875,9.88439494232795e-06,7.08092620137528e-05,0.670620232976031,0.000461762205639281,0.00287136396907675,0.040124539709986,0.9,1
"273","Aureococcus_anophagefferens.4","MAST.1C_XX_sp..5",0.882629134926449,2.51237017308668e-08,3.14046271635835e-07,0.817889819878652,1.87503611122213e-06,2.41780972236537e-05,0.0240238069373129,0.94,1
"274","Aureococcus_anophagefferens.4","MAST.1A_XX_sp..9",0.902173913043478,4.05554880732205e-09,6.20641834138214e-08,0.91501976284585,9.80137242433895e-10,2.10643530172197e-08,0.00697574461546054,0.8,1
"275","Aureococcus_anophagefferens.4","Telonemia_XX.6",0.926877470355731,2.13352258078527e-10,4.1485161293047e-09,0.91501976284585,9.80137242433895e-10,2.10643530172197e-08,-0.0271819039015665,0.96,1
"276","Aureococcus_anophagefferens.4","Aureococcus_anophagefferens.4",1,0,0,1,0,0,1,1,1
"277","Glaciecola.amylolytica.5","Thalassiosira_tumida.12",0.13392636929735,0.542375406633265,0.640086582972783,0.0474425514854082,0.829799505342304,0.881616993967322,0.0188866125686573,0.94,1
"278","Polaribacter.sp..L3A8.58","Thalassiosira_tumida.12",0.212997288439697,0.329167341522865,0.439727364629781,0.142821847700864,0.515628849250071,0.640613935427319,0.0108407537509981,0.88,1
"279","Rhizosolenia_pungens.15","Thalassiosira_tumida.12",0.455758774097874,0.0288457028106335,0.0640144672880908,0.270884824518042,0.211224336917063,0.331305778134958,0.0551659926083531,0.74,1
"280","Placidiales_XX_sp.","Thalassiosira_tumida.12",0.733069698467622,6.92159853542338e-05,0.000380222341071464,0.667820069204152,0.000497623640225039,0.00303068300517733,0.0759973338684466,0.8,1
"281","Pseudopedinella_elastica.4","Thalassiosira_tumida.12",0.73356401384083,6.80459808903165e-05,0.000375478948606476,0.637666831438458,0.00106339119739795,0.00551972125768005,0.0369029756604459,0.92,1
"282","Porosira_pseudodelicatula.11","Thalassiosira_tumida.12",0.629602193670938,0.00128572973144067,0.00456527223482557,0.740301480470224,5.373706481638e-05,0.000487614106667152,-0.0134316457976813,0.92,1
"283","Fragilariopsis_sublineata.15","Thalassiosira_tumida.12",0.540781018289669,0.00771346972202121,0.0211387033769038,0.626791893227879,0.00137200127434253,0.00677702242366773,0.0105996504987997,0.72,1
"284","Thalassiosira_tumida.10","Thalassiosira_tumida.12",0.694018783984182,0.000239455080299444,0.00112387920830199,0.593178447849728,0.00285129590806557,0.0122987235471138,0.000521761068498415,0.92,1
"285","NA..12","Thalassiosira_tumida.12",0.555859691975158,0.00588740161898742,0.0168900866118492,0.43200503690048,0.0395366541095108,0.102611019669811,0.00208739291658352,0.9,1
"286","Stellarima_microtrias.4","Thalassiosira_tumida.12",0.548554501550032,0.00672096522795824,0.0188402343346655,0.548554501550032,0.00672096522795824,0.0247242714842308,-0.0360837776858356,0.92,1
"287","Rhizosolenia_pungens.14","Thalassiosira_tumida.12",0.459105524270252,0.0275457588381299,0.0618013820086247,0.459105524270252,0.0275457588381299,0.0775713898315152,-0.00655968131083233,0.86,1
"288","Thalassiosira_tumida.12","Thalassiosira_tumida.6",0.484429065743945,0.0191547734916394,0.0455623252956471,0.347009391992091,0.10474737506601,0.205963939736537,0.00332364817074905,0.98,1
"289","Corethron_inerme.19","Thalassiosira_tumida.12",0.499134443619619,0.0153223911005551,0.0375361797121297,0.271580584288574,0.210007945865183,0.329820171390833,-0.0175230992245872,0.98,1
"290","Corethron_inerme.17","Thalassiosira_tumida.12",0.555473206974988,0.0059292287182573,0.0169703392052925,0.555473206974988,0.0059292287182573,0.0224176085798309,-0.0842215379928641,0.82,1
"291","Polar.centric.Mediophyceae.5","Thalassiosira_tumida.12",0.508650519031142,0.0131939155027014,0.0332562684996075,0.606524962926347,0.0021531860727753,0.0096972534527564,-0.0152262426860473,0.98,1
"292","Pentapharsodinium_dalei.4","Thalassiosira_tumida.12",0.147064104581737,0.503101063266377,0.607190938424938,0.0334010000236488,0.879743564626831,0.921886968920332,0.0616744509980879,0.96,1
"293","Planktoniella_sol.2","Thalassiosira_tumida.12",0.472942935120163,0.022658736255781,0.0520768328580332,0.401779107892051,0.0573831560430126,0.133385894027876,-0.0144970213732636,0.94,1
"294","Cryptophyceae.4","Thalassiosira_tumida.12",0.0840128515887437,0.703116079626679,0.78372811423356,0.192241172164831,0.37952060154919,0.515996378354892,-0.005845853022748,0.94,1
"295","Strombidiidae_M_X_sp..8","Thalassiosira_tumida.12",0.290657439446367,0.178473002218763,0.270916267308532,0.205635195254572,0.346546717198546,0.48606188235416,0.0214101589788257,0.94,1
"296","MAST.1C_XX_sp..5","Thalassiosira_tumida.12",0.692535837864558,0.000250072799343252,0.00116037567877077,0.55610479485912,0.00586100323361574,0.022366756888409,0.0307249049553736,0.8,1
"297","MAST.1A_XX_sp..9","Thalassiosira_tumida.12",0.604398338194315,0.00225356465491596,0.00738132808094132,0.550037081283951,0.00654429922606943,0.0243670715864287,0.0418116988729744,0.86,1
"298","Telonemia_XX.6","Thalassiosira_tumida.12",0.516926133893094,0.0115455477514627,0.0298381772057844,0.409192006561646,0.0525211428074447,0.124838970981311,-0.13363288387363,NA,NA
"299","Aureococcus_anophagefferens.4","Thalassiosira_tumida.12",0.560909332666024,0.00536312913908644,0.0156424599890021,0.467012616184487,0.0246598182017187,0.0704155647951175,0.00153632118900539,0.92,1
"300","Thalassiosira_tumida.12","Thalassiosira_tumida.12",1,7.4693800584569e-166,1.94680650459781e-164,1,7.4693800584569e-166,1.94680650459781e-164,1,1,1
"301","Glaciecola.amylolytica.5","Planktomarina.temperata.RCA23.9",0.194156117908889,0.37470010771825,0.483675060015655,-0.322933134889274,0.132846654733291,0.246198414596493,0.00179655805454276,0.94,1
"302","Planktomarina.temperata.RCA23.9","Polaribacter.sp..L3A8.58",0.232789223003004,0.285100531422044,0.390221397756429,-0.140664126240113,0.522057799729265,0.645328763540211,-0.106825430848684,0.92,1
"303","Planktomarina.temperata.RCA23.9","Rhizosolenia_pungens.15",0.37404105832553,0.0787018248388868,0.142829237670572,-0.0658906764997291,0.765166689039249,0.830613208347258,-0.0292247609083517,0.88,1
"304","Placidiales_XX_sp.","Planktomarina.temperata.RCA23.9",0.499381969261105,0.0152636882183143,0.0375361797121297,0.0554868854734561,0.801458965255093,0.859708609840183,0.0388430884124442,0.94,1
"305","Planktomarina.temperata.RCA23.9","Pseudopedinella_elastica.4",0.438445478964363,0.0363714250939603,0.0770847677164383,-0.0282388613570268,0.898226940837216,0.934064518272996,0.0371073932767196,0.86,1
"306","Planktomarina.temperata.RCA23.9","Porosira_pseudodelicatula.11",0.501239773785192,0.014828917892536,0.0366238395531382,0.171372491827743,0.434302096989213,0.568397509414301,-0.017667014397847,0.98,1
"307","Fragilariopsis_sublineata.15","Planktomarina.temperata.RCA23.9",0.519446423383203,0.0110785791234973,0.0288750200559237,0.284122578741313,0.188883361120478,0.306878828066983,-0.0302661205079066,0.98,1
"308","Planktomarina.temperata.RCA23.9","Thalassiosira_tumida.10",0.580630622990094,0.00367319066733507,0.0113627741603168,0.166460656420368,0.447782048360231,0.581368225859011,-0.0170320031035128,0.98,1
"309","NA..12","Planktomarina.temperata.RCA23.9",0.481876861966236,0.0198927028503977,0.0469529113520948,0.136792452830189,0.533688328981857,0.655078359722219,0.0386740408747433,0.96,1
"310","Planktomarina.temperata.RCA23.9","Stellarima_microtrias.4",0.314513099163633,0.143843155846216,0.229437325405749,-0.15899008634886,0.468699216934843,0.598079729942899,-0.0912461876527741,0.8,1
"311","Planktomarina.temperata.RCA23.9","Rhizosolenia_pungens.14",0.32441902354674,0.130970515588284,0.212501829928011,-0.149084161965754,0.497188499944033,0.622120441707294,0.0271163405600359,0.86,1
"312","Planktomarina.temperata.RCA23.9","Thalassiosira_tumida.6",0.324994614915957,0.130248891238521,0.2116112622907,-0.207084983284863,0.343082220243379,0.484747081658753,0.0252378001138474,0.82,1
"313","Corethron_inerme.19","Planktomarina.temperata.RCA23.9",0.265245707373872,0.221257294664521,0.320378470406664,-0.288547666713259,0.181789748216368,0.300962229271677,0.0409669812962629,0.84,1
"314","Corethron_inerme.17","Planktomarina.temperata.RCA23.9",0.298168323931507,0.167004451090779,0.259619863688077,-0.212977374236791,0.329213633454423,0.471680352025343,0.0602977491059435,0.92,1
"315","Planktomarina.temperata.RCA23.9","Polar.centric.Mediophyceae.5",0.272232531854144,0.20887242189736,0.306063058402231,-0.0968543402683988,0.660205218005571,0.750991407482487,-0.00912780858558352,0.84,1
"316","Pentapharsodinium_dalei.4","Planktomarina.temperata.RCA23.9",0.407951997920276,0.0533114147708032,0.103825887272232,0.274049811217723,0.205728971264086,0.325184502965813,0.0280818688139086,1,1
"317","Planktomarina.temperata.RCA23.9","Planktoniella_sol.2",0.615157904190917,0.00178368386351339,0.0060863864423507,0.294205954178265,0.172988937059632,0.294321455413957,-0.0385584497252191,0.9,1
"318","Cryptophyceae.4","Planktomarina.temperata.RCA23.9",0.198118487662131,0.364837713940942,0.475453403806015,0.093610985420357,0.670952143275726,0.759626964429542,-0.0543645707199769,0.82,1
"319","Planktomarina.temperata.RCA23.9","Strombidiidae_M_X_sp..8",0.480803770999903,0.0202097507052429,0.0475181278578168,0.225167762925766,0.30160953184812,0.442223227290705,0.0596249968016058,0.98,1
"320","MAST.1C_XX_sp..5","Planktomarina.temperata.RCA23.9",0.779788908350178,1.15050556188281e-05,7.96253849325674e-05,0.502354480982897,0.0145729348456151,0.0467324144550553,-0.00471989523332604,0.92,1
"321","MAST.1A_XX_sp..9","Planktomarina.temperata.RCA23.9",0.743934921171303,4.71735885658433e-05,0.000268779748805387,0.433879487980067,0.0385939146662117,0.10091568019923,-0.0225557576550476,0.84,1
"322","Planktomarina.temperata.RCA23.9","Telonemia_XX.6",0.644875677340237,0.000893344088293886,0.0033776126795062,0.485390294772221,0.0188826583737083,0.0573345951454124,-0.000181517888100688,0.7,1
"323","Aureococcus_anophagefferens.4","Planktomarina.temperata.RCA23.9",0.709759482049585,0.000148685697208331,0.000737408822187068,0.517584549017318,0.0114220224878054,0.0391888109678717,-0.110610090884927,0.92,1
"324","Planktomarina.temperata.RCA23.9","Thalassiosira_tumida.12",0.665347207061175,0.000531264125340212,0.00218388776356295,0.286847381152956,0.184493382341034,0.30295495089513,0.157341298156183,NA,NA
"325","Planktomarina.temperata.RCA23.9","Planktomarina.temperata.RCA23.9",1,0,0,1,0,0,1,1,1
"326","Glaciecola.amylolytica.5","Planktomarina.temperata.RCA23.2",0.0554731765453967,0.801507067578421,0.856577743492848,-0.536901101564376,0.00825256944021289,0.0295596420007626,0.03058114890317,0.94,1
"327","Planktomarina.temperata.RCA23.2","Polaribacter.sp..L3A8.58",0.0277365882726984,0.900028249962762,0.929827939164902,-0.397227567762573,0.0605357050278106,0.138869360784772,0.00116852895979315,0.86,1
"328","Planktomarina.temperata.RCA23.2","Rhizosolenia_pungens.15",0.40872036174644,0.0528206517825252,0.103528477493749,-0.0351747220412088,0.87340614298123,0.918388433606873,0.00397188576156773,0.98,1
"329","Placidiales_XX_sp.","Planktomarina.temperata.RCA23.2",0.508299504426482,0.0132678764237738,0.0333740218051805,0.0544960482328587,0.804937432487895,0.861734643845628,-0.0393277934283616,0.88,1
"330","Planktomarina.temperata.RCA23.2","Pseudopedinella_elastica.4",0.429527943798986,0.0408101391020473,0.0833207006666799,-0.0490464434095728,0.824131351651623,0.876354952928158,-0.0738011280441529,0.9,1
"331","Planktomarina.temperata.RCA23.2","Porosira_pseudodelicatula.11",0.361566239983389,0.0900346432167184,0.158466146466207,0.00693414706817459,0.974949960754425,0.982165873292903,-0.00175538871145444,0.88,1
"332","Fragilariopsis_sublineata.15","Planktomarina.temperata.RCA23.2",0.444638211718097,0.0335198498807337,0.0722919297603851,0.216250227760389,0.321658165060488,0.463566179057761,-0.0025966403228536,0.96,1
"333","Planktomarina.temperata.RCA23.2","Thalassiosira_tumida.10",0.557841366456353,0.00567678154688157,0.0164010787616272,0.119891306112289,0.585832008313976,0.697219398655244,-0.0346419834956862,0.84,1
"334","NA..12","Planktomarina.temperata.RCA23.2",0.317527308838133,0.139834826432379,0.223918512914594,-0.0921052631578947,0.675962817785047,0.763887870651922,-0.0424820976676468,0.96,1
"335","Planktomarina.temperata.RCA23.2","Stellarima_microtrias.4",0.196632599004665,0.368518358195875,0.477708982846505,-0.320456653793497,0.136016248473049,0.249430994580067,-0.0903938946609118,0.96,1
"336","Planktomarina.temperata.RCA23.2","Rhizosolenia_pungens.14",0.2184256326475,0.316694722413123,0.424918986808408,-0.302625989903905,0.160445926636114,0.27918502859267,-0.0193830694882791,0.96,1
"337","Planktomarina.temperata.RCA23.2","Thalassiosira_tumida.6",0.261581031517722,0.227944223961228,0.326205227047318,-0.306168707344606,0.155363778807734,0.272275578024999,-0.0415307690832176,0.8,1
"338","Corethron_inerme.19","Planktomarina.temperata.RCA23.2",0.181953597394787,0.406015745939204,0.514792850188244,-0.38869651323573,0.0668006926451274,0.149873348883299,0.0509539896168207,0.8,1
"339","Corethron_inerme.17","Planktomarina.temperata.RCA23.2",0.169391306951122,0.439712891651496,0.544089184114225,-0.357603870230147,0.0938769356781009,0.192628553108331,-0.0184433612417524,0.94,1
"340","Planktomarina.temperata.RCA23.2","Polar.centric.Mediophyceae.5",0.188506785023661,0.389022139659982,0.496774315427673,-0.185534273301869,0.396680098690641,0.531655493321701,-0.0191453354810064,0.98,1
"341","Pentapharsodinium_dalei.4","Planktomarina.temperata.RCA23.2",0.310023533018409,0.149963674234423,0.237652653217552,0.280045431517838,0.195584472769368,0.314837029096551,0.00974298205511885,0.9,1
"342","Planktomarina.temperata.RCA23.2","Planktoniella_sol.2",0.688461744625906,0.00028136989394123,0.00128611238835077,0.37741571899636,0.0758295269137926,0.164457981316114,-0.0928149922210214,0.8,1
"343","Cryptophyceae.4","Planktomarina.temperata.RCA23.2",0.297177731493197,0.168486869077604,0.260143876179714,0.212482078017636,0.330366240598916,0.471781468125943,0.0865816752625157,0.9,1
"344","Planktomarina.temperata.RCA23.2","Strombidiidae_M_X_sp..8",0.627447682608323,0.00135144035586573,0.00478472380328184,0.376765860737173,0.0763763917920653,0.164720211171268,-0.0210608972810062,0.88,1
"345","MAST.1C_XX_sp..5","Planktomarina.temperata.RCA23.2",0.883826818612908,2.26822239281573e-08,2.89434628249923e-07,0.628190810538771,0.00132845934778566,0.0066152955326725,-0.0673306673742879,0.8,1
"346","MAST.1A_XX_sp..9","Planktomarina.temperata.RCA23.2",0.862806013768581,1.18100383266465e-07,1.26906113597737e-06,0.570581244466938,0.0044674579026014,0.0182063937243098,-0.0706558840122875,0.98,1
"347","Planktomarina.temperata.RCA23.2","Telonemia_XX.6",0.780586841388797,1.11171033808593e-05,7.78197236660152e-05,0.63397916051882,0.00116059431545295,0.00592386681845775,-0.135901513790942,0.98,1
"348","Aureococcus_anophagefferens.4","Planktomarina.temperata.RCA23.2",0.806837541004029,3.3043018190588e-06,2.59472418483784e-05,0.628530902108111,0.00131805384646152,0.00659026923230758,-0.0236585919021392,0.94,1
"349","Planktomarina.temperata.RCA23.2","Thalassiosira_tumida.12",0.677237253948344,0.000385751189366921,0.00166977104937978,0.286847381152956,0.184493382341034,0.30295495089513,0.0658470601905674,0.82,1
"350","Planktomarina.temperata.RCA23.2","Planktomarina.temperata.RCA23.9",0.90566037735849,2.81455748582958e-09,4.36434546853321e-08,0.842105263157895,4.69358092240571e-07,6.92727304812891e-06,0.072202533264252,0.86,1
"351","Planktomarina.temperata.RCA23.2","Planktomarina.temperata.RCA23.2",1,0,0,1,0,0,1,1,1
"352","Glaciecola.amylolytica.5","Pseudohongiella.spirulinae.2",0.107814098239898,0.624377938107114,0.712162918232043,-0.371909182919279,0.080558120560914,0.170733040981176,0.0296037984160786,0.78,1
"353","Polaribacter.sp..L3A8.58","Pseudohongiella.spirulinae.2",0.00593472100403106,0.978559576676353,0.983397408992905,-0.489614482832562,0.0177236682247966,0.0545514913954166,-0.0243484220946332,0.9,1
"354","Pseudohongiella.spirulinae.2","Rhizosolenia_pungens.15",0.398713936132223,0.0594919253231658,0.113470892753496,0.0563937825298678,0.798278372828387,0.858061577356002,-0.0210181544425802,0.98,1
"355","Placidiales_XX_sp.","Pseudohongiella.spirulinae.2",0.597576221895441,0.0026027654164423,0.008390493776689,0.24338369302364,0.263111812451862,0.395960651417114,-0.000870291936901633,0.74,1
"356","Pseudohongiella.spirulinae.2","Pseudopedinella_elastica.4",0.524363241067191,0.0102122270148358,0.0269611596835643,0.159287701531732,0.467856456553933,0.598079729942899,-0.00286946121826579,1,1
"357","Porosira_pseudodelicatula.11","Pseudohongiella.spirulinae.2",0.432245513126929,0.0394147067447082,0.0812845383203157,0.123640020917314,0.574079528566822,0.688452164646734,-0.0290888204278009,0.94,1
"358","Fragilariopsis_sublineata.15","Pseudohongiella.spirulinae.2",0.465001364719962,0.0253697796765935,0.0578733335266797,0.308681757005592,0.151828058341155,0.269221461065988,-0.101770347656918,0.96,1
"359","Pseudohongiella.spirulinae.2","Thalassiosira_tumida.10",0.608459232559099,0.00206520472317873,0.00687466246166833,0.27801145422619,0.198987084784766,0.318824561830912,0.00341907841153507,0.98,1
"360","NA..12","Pseudohongiella.spirulinae.2",0.420426840846811,0.0457675334071019,0.0916098503655226,0.181457811025864,0.407317878382691,0.540004763007356,-0.0149155329833751,0.92,1
"361","Pseudohongiella.spirulinae.2","Stellarima_microtrias.4",0.276953646854783,0.200772419948241,0.29667818388009,-0.141444183929407,0.519729212845396,0.644266118643946,-0.0793327608426058,0.9,1
"362","Pseudohongiella.spirulinae.2","Rhizosolenia_pungens.14",0.256182123340674,0.238036251555733,0.33749352795807,-0.21266083597778,0.329949973037743,0.471781468125943,0.0711437622010727,0.94,1
"363","Pseudohongiella.spirulinae.2","Thalassiosira_tumida.6",0.323522226092399,0.132100554426999,0.213769060994814,-0.122681211117607,0.57707559819224,0.691024054531275,0.0230792203114002,0.94,1
"364","Corethron_inerme.19","Pseudohongiella.spirulinae.2",0.264356435643564,0.222867841695475,0.321570207393353,-0.248514851485148,0.252863399828925,0.383838494164105,0.18218698061406,NA,NA
"365","Corethron_inerme.17","Pseudohongiella.spirulinae.2",0.283877488026152,0.189281697257651,0.284154508750763,-0.15232450577013,0.487776420569286,0.61347650430942,-0.0816222779629553,0.94,1
"366","Polar.centric.Mediophyceae.5","Pseudohongiella.spirulinae.2",0.296809381736146,0.169040428929839,0.260143876179714,0.0178085629041688,0.935720226922259,0.956809080116667,0.0406211169417858,0.92,1
"367","Pentapharsodinium_dalei.4","Pseudohongiella.spirulinae.2",0.296841002371367,0.168992859590252,0.260143876179714,0.382650502216536,0.0715316715622323,0.15675545199237,-0.015968773685311,0.96,1
"368","Planktoniella_sol.2","Pseudohongiella.spirulinae.2",0.706231799479696,0.000165877912736174,0.000812801772407252,0.491592723167239,0.0172011040271027,0.0534805899319818,-0.146774840539422,NA,NA
"369","Cryptophyceae.4","Pseudohongiella.spirulinae.2",0.297725170368891,0.167666502350893,0.259989196683347,0.220573797316488,0.311839388207919,0.452610486439218,0.0216861204298681,1,1
"370","Pseudohongiella.spirulinae.2","Strombidiidae_M_X_sp..8",0.604007091833057,0.00227245705234836,0.00742335970433799,0.443730025695538,0.0339265888923341,0.0917440869605061,0.0628851794471221,0.88,1
"371","MAST.1C_XX_sp..5","Pseudohongiella.spirulinae.2",0.883502592967928,2.33212698349829e-08,2.94521191214991e-07,0.692555224051007,0.000249931407292144,0.00175387778570109,0.0808487209007323,0.88,1
"372","MAST.1A_XX_sp..9","Pseudohongiella.spirulinae.2",0.908012313616752,2.18220723829977e-09,3.51737350910161e-08,0.674579954124863,0.000414865123127004,0.00266078416665225,0.0304780963138262,0.8,1
"373","Pseudohongiella.spirulinae.2","Telonemia_XX.6",0.77645933136073,1.32557021919573e-05,9.07163976823895e-05,0.746785726340575,4.2526483771863e-05,0.000400730327850248,-0.0167940184536279,0.96,1
"374","Aureococcus_anophagefferens.4","Pseudohongiella.spirulinae.2",0.851632464078456,2.55205971905548e-07,2.52118802890561e-06,0.78931789353613,7.56674085231674e-06,8.91137430655717e-05,-0.0071838664648838,0.86,1
"375","Pseudohongiella.spirulinae.2","Thalassiosira_tumida.12",0.706901010834921,0.000162489756415997,0.000802620772619338,0.361118081112311,0.0904632423189505,0.187826223458838,-0.0163013293502896,0.94,1
"376","Planktomarina.temperata.RCA23.9","Pseudohongiella.spirulinae.2",0.872584009304701,5.68323493457774e-08,6.63044075700736e-07,0.73128489416161,7.35881203098004e-05,0.000626010051246566,-0.0420119845019054,0.9,1
"377","Planktomarina.temperata.RCA23.2","Pseudohongiella.spirulinae.2",0.952901401070247,2.36291130345553e-12,5.36030804950559e-11,0.843332613538237,4.34906425086395e-07,6.49707769183943e-06,-0.0747269269625908,1,1
"378","Pseudohongiella.spirulinae.2","Pseudohongiella.spirulinae.2",1,7.4693800584569e-166,1.94680650459781e-164,1,7.4693800584569e-166,1.94680650459781e-164,1,1,1
"379","Glaciecola.amylolytica.5","Planktomarina.temperata.RCA23.5",0.159485382568016,0.467297111084592,0.570158327767555,-0.357603870230147,0.0938769356781009,0.192628553108331,-0.0284629923692266,0.86,1
"380","Planktomarina.temperata.RCA23.5","Polaribacter.sp..L3A8.58",0.0455672521622902,0.836437216735859,0.884406532190557,-0.353641500476904,0.0978396857617439,0.197778242670192,-0.0054166863162364,0.9,1
"381","Planktomarina.temperata.RCA23.5","Rhizosolenia_pungens.15",0.430518781039584,0.040296938955202,0.0824102674793362,0.0530097923719625,0.810161828671402,0.866010680735138,-0.0242455416072916,0.98,1
"382","Placidiales_XX_sp.","Planktomarina.temperata.RCA23.5",0.591529832636666,0.00294948838176756,0.0093847357601695,0.220956704653227,0.310978732152571,0.451896734148161,-0.0494196551606184,0.92,1
"383","Planktomarina.temperata.RCA23.5","Pseudopedinella_elastica.4",0.552391761633067,0.00627166340066395,0.0177842307079013,0.160020214356485,0.465785509188553,0.597473558906782,-0.056696216772475,0.96,1
"384","Planktomarina.temperata.RCA23.5","Porosira_pseudodelicatula.11",0.477465555265736,0.0212222185273823,0.0493305838634599,0.152551235499841,0.487121202207458,0.613431488480128,-0.084544954724405,0.96,1
"385","Fragilariopsis_sublineata.15","Planktomarina.temperata.RCA23.5",0.525391446826788,0.0100383066440465,0.0265592346413758,0.292544695286391,0.175541617453678,0.296130691130403,0.043438337855714,0.82,1
"386","Planktomarina.temperata.RCA23.5","Thalassiosira_tumida.10",0.632154159501161,0.00121144300151148,0.00435195799663215,0.267526054961306,0.217162768514841,0.338919493078923,0.0592439106892001,0.8,1
"387","NA..12","Planktomarina.temperata.RCA23.5",0.449106256206554,0.0315746896661468,0.069317195055609,0.0250744786494538,0.909583175047988,0.940847057299225,0.025240597945524,0.92,1
"388","Planktomarina.temperata.RCA23.5","Stellarima_microtrias.4",0.305597767218837,0.156175062045274,0.245589795899179,-0.139178237582647,0.526507097390711,0.648817972637081,-0.0768090594275837,0.72,1
"389","Planktomarina.temperata.RCA23.5","Rhizosolenia_pungens.14",0.313522506725323,0.145178092659125,0.231265492207319,-0.131253498076162,0.550535229943019,0.668390145371852,0.0546776906476306,0.96,1
"390","Planktomarina.temperata.RCA23.5","Thalassiosira_tumida.6",0.369582290742842,0.0826216021669967,0.147969974641186,-0.118900468871692,0.588955537033715,0.698298206199428,0.120908602613401,NA,NA
"391","Corethron_inerme.19","Planktomarina.temperata.RCA23.5",0.266237280111718,0.219470604666986,0.318544420280874,-0.242935320772332,0.264019772553779,0.396839535433594,-0.0324205679380056,0.82,1
"392","Corethron_inerme.17","Planktomarina.temperata.RCA23.5",0.285290622233469,0.186992853652498,0.2817542997839,-0.188212563279025,0.389776390329412,0.525276213590242,-0.00169797705123449,0.78,1
"393","Planktomarina.temperata.RCA23.5","Polar.centric.Mediophyceae.5",0.350508673861341,0.101059385782615,0.173143702914271,0.00866982585522752,0.968682398491466,0.977459586616182,0.0183340761719427,0.92,1
"394","Pentapharsodinium_dalei.4","Planktomarina.temperata.RCA23.5",0.383969516719819,0.0704784896599859,0.130024322038378,0.344498349744066,0.107454157322831,0.20993834564668,0.0280637928744309,0.88,1
"395","Planktomarina.temperata.RCA23.5","Planktoniella_sol.2",0.761765585060894,2.41017739559785e-05,0.000149114510586231,0.51411747548323,0.0120848664535244,0.0410082033395219,0.0606999983185076,0.76,1
"396","Cryptophyceae.4","Planktomarina.temperata.RCA23.5",0.368500387051564,0.0835944318638496,0.149058484764506,0.287767103329246,0.183027525312398,0.302168084242166,-0.107568825353939,0.98,1
"397","Planktomarina.temperata.RCA23.5","Strombidiidae_M_X_sp..8",0.635869799153401,0.0011098513921233,0.00403432627700606,0.44711530481959,0.0324300672103761,0.0884784684470173,-0.101936284975909,0.94,1
"398","MAST.1C_XX_sp..5","Planktomarina.temperata.RCA23.5",0.854101701394985,2.16431188404784e-07,2.2094017149655e-06,0.64800755535072,0.000827073284597693,0.00456380528663142,0.0339897292339597,0.9,1
"399","MAST.1A_XX_sp..9","Planktomarina.temperata.RCA23.5",0.899457933986076,5.34056083616714e-09,7.60719421430784e-08,0.667659303421382,0.000499753442486383,0.00303068300517733,-0.100090944834155,0.92,1
"400","Planktomarina.temperata.RCA23.5","Telonemia_XX.6",0.752850253116099,3.39532449017211e-05,0.000199008253610566,0.64883804709348,0.000810224447537277,0.00449106311417721,-0.023099078051574,0.98,1
