Compound,Rep,nmol.conc,rel_PA,umol.C,umol.N,C,N,umol.conc,Adjusted_Area,calc.blk.area.ratio,blank.area,Compound_Type,mgCtotal,umolCtotal,mgNtotal,umolNtotal,umol.conc.perumolC,relPA.perumolC,ratio.C,ratio.N,percent.C,percent.N,Ni.C,Ni.N,Nt_carbon,molfractionC,Nt_nitro,molfractionN
5-Methylcytosine,Smp_Pink_A,0.07079803964467568,55844000,3.539901982233784e-4,2.1239411893402704e-4,5,3,7.079803964467568e-5,558440,3.5462362040717834,157474,Pyrimidine derivative,0.798187087,66.45467376,0.03668128535,2.6188385094276314,1.0653583207760776e-6,840332.1668793337,5.326791603880389e-6,8.11024116872512e-5,5.326791603880389e-4,0.00811024116872512,0.3539901982233784,0.21239411893402704,80030.39143966713,4.423197136180979e-6,21047.587903361855,1.0091138229673439e-5
5-Methylcytosine,Smp_Pink_B,0.4594688054114249,362419300,0.00229734402705712,0.00137840641623427,5,3,4.594688054114249e-4,3624193,23.01454843339218,157474,Pyrimidine derivative,3.269362387,272.1973513,0.1254902336,8.9593004490708,1.6879988112192365e-6,1331457.8494945113,8.439994056096167e-6,1.5385201378945038e-4,8.439994056096168e-4,0.015385201378945038,2.2973440270571244,1.3784064162342746,173876.23609866985,1.3212524486402193e-5,36214.86961705742,3.806189089757311e-5
5-Methylcytosine,Smp_Pink_C,0.5600208102418462,441732600,0.00280010405120923,0.00168006243072553,5,3,5.600208102418462e-4,4417326,28.05114495091253,157474,Pyrimidine derivative,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,4.160571465839555e-6,3281770.994005444,2.0802857329197765e-5,3.2426876970568087e-4,0.0020802857329197764,0.032426876970568085,2.8001040512092312,1.6800624307255387,139379.40062563264,2.0089798339212233e-5,33583.78499839547,5.0026000071338204e-5
Acetylcholine,Smp_Orange_A,0.4662194916873775,214808489.5789516,0.00326353644181164,4.662194916873775e-4,7,1,4.662194916873775e-4,6229446.197789596,244.31292419228305,25497.81686083377,Betaine,15.13934563,1260.456717,1.05717892675,75.47665950937765,3.698813972740148e-7,170421.15503197527,2.5891697809181018e-6,6.177002198003367e-6,2.5891697809181017e-4,6.177002198003367e-4,3.263536441811642,0.4662194916873775,497937.8795977986,6.554103585065093e-6,88455.57226356486,5.270662771794817e-6
Acetylcholine,Smp_Orange_B,0.5829511525657287,268592066.21271217,0.0040806580679601,5.829511525657287e-4,7,1,5.829511525657287e-4,2685920.662127122,105.33924048426526,25497.81686083377,Betaine,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,9.664255355628305e-7,445276.12698780996,6.764978748939812e-6,1.6383981412559793e-5,6.764978748939812e-4,0.0016383981412559792,4.080658067960101,0.5829511525657287,776986.0717885544,5.251906328985771e-6,152008.04926532894,3.835001865909033e-6
Acetylcholine,Smp_Orange_C,0.2689121232555069,123900025.75164367,0.00188238486278854,2.689121232555069e-4,7,1,2.689121232555069e-4,1239000.2575164367,48.59240554902636,25497.81686083377,Betaine,2.202364003,183.3622515,0.1492131719,10.652985492657084,1.4665620707406445e-6,675711.7385834656,1.0265934495184467e-5,2.5242888337815092e-5,0.0010265934495184467,0.002524288833781509,1.8823848627885482,0.2689121232555069,244299.84644329475,7.705223274569167e-6,55194.32460057564,4.872097361486734e-6
Acetylcholine,Smp_Pink_B,0.13691752857859213,63084122.46859001,9.584227000501448e-4,1.3691752857859213e-4,7,1,1.3691752857859213e-4,630841.2246859001,25.610834987499697,24631.81013011896,Betaine,3.269362387,272.1973513,0.1254902336,8.9593004490708,5.030083060128298e-7,231758.76681864692,3.5210581420898084e-6,1.528216732510542e-5,3.5210581420898085e-4,0.0015282167325105422,0.9584227000501448,0.13691752857859213,173876.23609866985,5.512097118931578e-6,36214.86961705742,3.780699199703957e-6
Acetylcholine,Smp_Pink_C,0.11774655267644396,54251183.36861712,8.242258687351078e-4,1.1774655267644396e-4,7,1,1.1774655267644396e-4,542511.8336861712,22.024846360065343,24631.81013011896,Betaine,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,8.747763267136903e-7,403049.17492980644,6.123434286995833e-6,2.272625652190023e-5,6.123434286995832e-4,0.0022726256521900232,0.8242258687351077,0.11774655267644396,139379.40062563264,5.913541492038301e-6,33583.78499839547,3.506053670903072e-6
Adenine,Smp_Orange_A,46.11188719215862,20571371577.62396,0.23055943596079312,0.23055943596079312,5,5,0.04611188719215862,596569775.7510948,34.37681721995174,17353839.709304314,Nucleic Acid,15.13934563,1260.456717,1.05717892675,75.47665950937765,3.658347531512946e-5,16320569.600030111,1.8291737657564732e-4,0.0030547117143167562,0.01829173765756473,0.3054711714316756,230.5594359607931,230.5594359607931,497937.8795977986,4.6302851300853803e-4,88455.57226356486,0.002606499851403497
Adenine,Smp_Orange_B,63.49426294316134,28325973096.873077,0.3174713147158067,0.3174713147158067,5,5,0.06349426294316134,283259730.96873075,16.322596941866426,17353839.709304314,Nucleic Acid,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,1.0526178188333396e-4,46959241.09592926,5.263089094166699e-4,0.008922607145438702,0.05263089094166699,0.8922607145438701,317.47131471580667,317.47131471580667,776986.0717885544,4.08593314916206e-4,152008.04926532894,0.0020885164716617265
Adenine,Smp_Orange_C,53.47226887575323,23854974912.603275,0.26736134437876613,0.26736134437876613,5,5,0.05347226887575323,238549749.1260328,13.74622291792482,17353839.709304314,Nucleic Acid,2.202364003,183.3622515,0.1492131719,10.652985492657084,2.916209221817568e-4,130097523.9857549,0.001458104610908784,0.0250973161057108,0.14581046109087842,2.50973161057108,267.36134437876615,267.36134437876615,244299.84644329475,0.0010943983316863209,55194.32460057564,0.004844000652486973
Adenine,Smp_Pink_A,12.37643210473354,5521356837.353715,0.0618821605236677,0.0618821605236677,5,5,0.012376432104733541,55213568.37353715,8.427182004034908,6551842.40082878,Nucleic Acid,0.798187087,66.45467376,0.03668128535,2.6188385094276314,1.862387008238251e-4,83084552.59736896,9.311935041191253e-4,0.023629620650871118,0.09311935041191254,2.3629620650871117,61.8821605236677,61.8821605236677,80030.39143966713,7.732332606459769e-4,21047.587903361855,0.002940106999804167
Adenine,Smp_Pink_B,17.76577580721979,7925643424.050283,0.08882887903609896,0.08882887903609896,5,5,0.01776577580721979,79256434.24050283,12.096816344434236,6551842.40082878,Nucleic Acid,3.269362387,272.1973513,0.1254902336,8.9593004490708,6.526799662954615e-5,29117268.725054946,3.263399831477308e-4,0.009914711482335845,0.03263399831477308,0.9914711482335845,88.82887903609895,88.82887903609895,173876.23609866985,5.1087417711119e-4,36214.86961705742,0.0024528289063412787
Adenine,Smp_Pink_C,28.889247755574058,12888031402.86596,0.1444462387778703,0.1444462387778703,5,5,0.028889247755574058,128880314.0286596,19.67085075372949,6551842.40082878,Nucleic Acid,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,2.1462734541865332e-4,95749255.60793294,0.0010731367270932666,0.027879561664196938,0.10731367270932667,2.787956166419694,144.4462387778703,144.4462387778703,139379.40062563264,0.0010363528479064633,33583.78499839547,0.004301070852638303
Adenosine monophosphate,Smp_Orange_A,318.1739123688548,48262783384.47811,3.181739123688548,1.590869561844274,10,5,0.31817391236885484,1399620718.1498654,276.3551617775353,5064572.37544401,Energy charge,15.13934563,1260.456717,1.05717892675,75.47665950937765,2.5242747972031697e-4,38289917.244717345,0.0025242747972031698,0.021077636082272762,0.252427479720317,2.1077636082272764,3181.7391236885483,1590.8695618442741,497937.8795977986,0.006389831450980487,88455.57226356486,0.017984955849972593
Adenosine monophosphate,Smp_Orange_B,401.4991708165125,60902125400.21467,4.014991708165125,2.0074958540825625,10,5,0.4014991708165125,609021254.0021467,120.2512687853047,5064572.37544401,Energy charge,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,6.656116030933323e-4,100964495.73479633,0.006656116030933324,0.05642115057894334,0.6656116030933323,5.642115057894334,4014.991708165125,2007.4958540825626,776986.0717885544,0.00516739212444692,152008.04926532894,0.013206510206433169
Adenosine monophosphate,Smp_Orange_C,72.85790442980849,11051582554.84637,0.728579044298085,0.3642895221490425,10,5,0.07285790442980848,110515825.54846372,21.821353779898317,5064572.37544401,Energy charge,2.202364003,183.3622515,0.1492131719,10.652985492657084,3.9734407618685066e-4,60271852.38203933,0.0039734407618685075,0.03419600283884183,0.39734407618685075,3.4196002838841832,728.5790442980849,364.28952214904245,244299.84644329475,0.0029823147861339234,55194.32460057564,0.006600126458386687
Adenosine monophosphate,Smp_Pink_A,43.68820393905087,6626923959.507222,0.43688203939050874,0.21844101969525437,10,5,0.043688203939050874,66269239.59507223,Inf,0,Energy charge,0.798187087,66.45467376,0.03668128535,2.6188385094276314,6.574135642713427e-4,99720961.4396762,0.006574135642713427,0.08341141269646155,0.6574135642713427,8.341141269646155,436.88203939050874,218.44101969525437,80030.39143966713,0.00545895167487545,21047.587903361855,0.010378434844800605
Adenosine monophosphate,Smp_Pink_B,153.93938624517838,23350573267.859818,1.5393938624517838,0.7696969312258919,10,5,0.1539393862451784,233505732.67859817,Inf,0,Energy charge,3.269362387,272.1973513,0.1254902336,8.9593004490708,5.655432924309223e-4,85785453.66565372,0.005655432924309223,0.08591038280290285,0.5655432924309223,8.591038280290284,1539.393862451784,769.696931225892,173876.23609866985,0.008853388461768988,36214.86961705742,0.021253615969484538
Adenosine monophosphate,Smp_Pink_C,108.03651477142496,16387713471.563831,1.0803651477142495,0.5401825738571248,10,5,0.10803651477142497,163877134.7156383,Inf,0,Energy charge,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,8.026373884795986e-4,121749498.97075842,0.008026373884795985,0.10426061284249641,0.8026373884795984,10.426061284249641,1080.3651477142496,540.1825738571248,139379.40062563264,0.007751254079618739,33583.78499839547,0.016084624585434103
Adenosine,Smp_Orange_A,550.2377337947279,287448949320.9708,5.502377337947278,2.751188668973639,10,5,0.5502377337947278,8336019530.308152,262.5815386939674,31746403.69528639,Nucleoside,15.13934563,1260.456717,1.05717892675,75.47665950937765,4.365383803930554e-4,228051424.0942165,0.0043653838039305545,0.036450853639485935,0.4365383803930555,3.6450853639485934,5502.377337947279,2751.1886689736393,497937.8795977986,0.01105032889321804,88455.57226356486,0.03110249132497968
Adenosine,Smp_Orange_B,772.3738881467101,403494796875.474,7.723738881467101,3.8618694407335505,10,5,0.7723738881467102,4034947968.7547402,127.0993718685004,31746403.69528639,Nucleoside,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,0.0012804535083628084,668919983.176855,0.012804535083628082,0.10853876325011136,1.2804535083628084,10.853876325011136,7723.738881467101,3861.8694407335506,776986.0717885544,0.009940640073106749,152008.04926532894,0.025405690418358606
Adenosine,Smp_Orange_C,329.113494059597,171931734711.01404,3.29113494059597,1.645567470297985,10,5,0.329113494059597,1719317347.1101406,54.15786189871389,31746403.69528639,Nucleoside,2.202364003,183.3622515,0.1492131719,10.652985492657084,0.0017948813966193963,937661559.5877651,0.017948813966193963,0.1544700752133987,1.7948813966193962,15.44700752133987,3291.13494059597,1645.567470297985,244299.84644329475,0.013471702862326138,55194.32460057564,0.029814070236504404
Adenosine,Smp_Pink_A,41.23392859577348,21540960794.326,0.4123392859577348,0.2061696429788674,10,5,0.041233928595773475,215409607.94325995,229.9890811574953,936607.9766010656,Nucleoside,0.798187087,66.45467376,0.03668128535,2.6188385094276314,6.204819956635277e-4,324145159.0315654,0.006204819956635278,0.07872560382653279,0.6204819956635278,7.872560382653279,412.3392859577348,206.1696429788674,80030.39143966713,0.0051522837579594605,21047.587903361855,0.00979540477158129
Adenosine,Smp_Pink_B,85.8156275259559,44830825755.14227,0.8581562752595591,0.42907813762977953,10,5,0.08581562752595591,448308257.5514228,478.65090705112914,936607.9766010656,Nucleoside,3.269362387,272.1973513,0.1254902336,8.9593004490708,3.152698845749419e-4,164699713.42863056,0.003152698845749419,0.04789192415957885,0.31526988457494193,4.789192415957885,858.156275259559,429.0781376297795,173876.23609866985,0.0049354431319331045,36214.86961705742,0.011848120458997349
Adenosine,Smp_Pink_C,80.3721954733865,41987129788.63682,0.803721954733865,0.4018609773669325,10,5,0.0803721954733865,419871297.88636816,448.2892612233284,936607.9766010656,Nucleoside,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,5.9711042343059e-4,311935647.63363683,0.005971104234305901,0.07756316809442805,0.5971104234305901,7.756316809442805,803.721954733865,401.8609773669325,139379.40062563264,0.0057664328525319835,33583.78499839547,0.011965922762610949
beta-Alanine,Smp_Orange_A,26.73326024246406,956627126.379122,0.08019978072739219,0.02673326024246405,3,1,0.026733260242464058,27742186.66499454,30.302068956214672,915521.2043468364,Amino Acid derivative,15.13934563,1260.456717,1.05717892675,75.47665950937765,2.1209185434063625e-5,758952.7775741323,6.362755630219088e-5,3.541924141348963e-4,0.006362755630219088,0.035419241413489636,80.19978072739218,26.73326024246406,497937.8795977986,1.610638274641252e-4,88455.57226356486,3.0222245539047375e-4
beta-Alanine,Smp_Orange_B,69.65897643411806,2492687605.188974,0.20897692930235415,0.06965897643411806,3,1,0.06965897643411806,24926876.05188974,27.226978396063924,915521.2043468364,Amino Acid derivative,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,1.154817402981473e-4,4132416.4867552347,3.4644522089444187e-4,0.001957782174529363,0.034644522089444185,0.1957782174529363,208.97692930235416,69.65897643411806,776986.0717885544,2.6895839821337777e-4,152008.04926532894,4.582584723031925e-4
beta-Alanine,Smp_Orange_C,25.38866849425327,908512046.9395852,0.07616600548275981,0.02538866849425327,3,1,0.02538866849425327,9085120.469395854,9.923440796630684,915521.2043468364,Amino Acid derivative,2.202364003,183.3622515,0.1492131719,10.652985492657084,1.3846180599638453e-4,4954738.718070252,4.153854179891536e-4,0.002383244444644483,0.04153854179891536,0.2383244444644483,76.16600548275981,25.38866849425327,244299.84644329475,3.117726293800146e-4,55194.32460057564,4.59986940287489e-4
beta-Alanine,Smp_Pink_A,27.137988221483766,971109975.0860618,0.0814139646644513,0.02713798822148376,3,1,0.027137988221483767,9711099.750860618,35.345435875917104,274748.33766238415,Amino Acid derivative,0.798187087,66.45467376,0.03668128535,2.6188385094276314,4.083683913563729e-4,14613117.78601472,0.0012251051740691187,0.010362604690510294,0.12251051740691186,1.0362604690510293,81.4139646644513,27.137988221483766,80030.39143966713,0.001017288097682581,21047.587903361855,0.0012893633392142344
beta-Alanine,Smp_Pink_B,34.78310624957591,1244684063.0839765,0.10434931874872772,0.03478310624957591,3,1,0.03478310624957591,12446840.630839763,45.30269677603899,274748.33766238415,Amino Acid derivative,3.269362387,272.1973513,0.1254902336,8.9593004490708,1.2778635090846275e-4,4572726.579224346,3.8335905272538824e-4,0.003882346221928899,0.03833590527253882,0.3882346221928899,104.34931874872773,34.78310624957591,173876.23609866985,6.001355969628445e-4,36214.86961705742,9.604647653678935e-4
beta-Alanine,Smp_Pink_C,51.10334563976682,1828690037.96535,0.15331003691930048,0.05110334563976682,3,1,0.051103345639766824,18286900.3796535,66.55872983706558,274748.33766238415,Amino Acid derivative,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,3.796628942876784e-4,13585915.831481306,0.0011389886828630353,0.009863454307049246,0.11389886828630352,0.9863454307049246,153.31003691930047,51.10334563976682,139379.40062563264,0.0010999475979315261,33583.78499839547,0.0015216672463276065
beta-Alaninebetaine,Smp_Orange_A,0.6884190681762434,553325413.7931035,0.00413051440905746,6.884190681762434e-4,6,1,6.884190681762434e-4,16046437,50.91682373472949,315150,Betaine,15.13934563,1260.456717,1.05717892675,75.47665950937765,5.461663688180761e-7,438988.0321397053,3.2769982129084564e-6,9.120953055569587e-6,3.2769982129084564e-4,9.120953055569588e-4,4.130514409057461,0.6884190681762434,497937.8795977986,8.295240387001323e-6,88455.57226356486,7.782653489878619e-6
beta-Alaninebetaine,Smp_Orange_B,1.9880752716313748,1597940300,0.01192845162978824,0.00198807527163137,6,1,0.0019880752716313747,15979403,50.70411867364747,315150,Betaine,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,3.2958622702250137e-6,2649090.4142278177,1.977517362135007e-5,5.587533046948649e-5,0.001977517362135007,0.0055875330469486485,11.928451629788249,1.9880752716313748,776986.0717885544,1.535220779740619e-5,152008.04926532894,1.3078749982253925e-5
beta-Alaninebetaine,Smp_Orange_C,0.40938599449714064,329049100,0.00245631596698284,4.0938599449714063e-4,6,1,4.0938599449714063e-4,3290491,10.441031254957956,315150,Betaine,2.202364003,183.3622515,0.1492131719,10.652985492657084,2.232662345429046e-6,1794530.2116886363,1.3395974072574255e-5,3.842922669699712e-5,0.0013395974072574254,0.003842922669699712,2.456315966982844,0.40938599449714064,244299.84644329475,1.0054512938684912e-5,55194.32460057564,7.4171755422272356e-06
beta-Alaninebetaine,Smp_Pink_A,0.20280170467389128,163004400,0.00121681022804334,2.0280170467389127e-4,6,1,2.0280170467389127e-4,1630044,33.14040580653031,49186,Betaine,0.798187087,66.45467376,0.03668128535,2.6188385094276314,3.051729745996593e-6,2452865.852425787,1.8310378475979445e-5,7.743956106641155e-5,0.0018310378475979445,0.007743956106641156,1.2168102280433477,0.20280170467389128,80030.39143966713,1.520435182377772e-5,21047.587903361855,9.635389366469803e-6
beta-Alaninebetaine,Smp_Pink_B,0.2913128037223802,234146300,0.00174787682233428,2.913128037223802e-4,6,1,2.913128037223802e-4,2341463,47.60425730899036,49186,Betaine,3.269362387,272.1973513,0.1254902336,8.9593004490708,1.0702264453753347e-6,860207.8561078196,6.421358672252003e-6,3.251512831591592e-5,6.421358672252003e-4,0.003251512831591592,1.7478768223342813,0.2913128037223802,173876.23609866985,1.0052419246885529e-5,36214.86961705742,8.044010838718308e-6
beta-Alaninebetaine,Smp_Pink_C,0.11701031458060314,94048500,7.020618874836188e-4,1.1701031458060314e-4,6,1,1.1701031458060314e-4,940485,19.120989712519822,49186,Betaine,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,8.693065813799471e-7,698716.0090283601,5.215839488279683e-6,2.2584155242100966e-5,5.215839488279683e-4,0.0022584155242100965,0.7020618874836189,0.11701031458060314,139379.40062563264,5.037056296212152e-6,33583.78499839547,3.484131243282838e-6
beta-Glutamic acid,Smp_Orange_A,4046.142327347035,232544599942.23013,20.230711636735172,4.046142327347035,5,1,4.046142327347035,6743793398.324675,817.2091424586165,8252224.611726222,Amino Acid derivative,15.13934563,1260.456717,1.05717892675,75.47665950937765,0.0032100605064624647,184492332.66470835,0.016050302532312318,0.053607861736969416,1.6050302532312317,5.360786173696941,20230.711636735174,4046.142327347035,497937.8795977986,0.04062898699949522,88455.57226356486,0.04574208525033368
beta-Glutamic acid,Smp_Orange_B,5047.391700866639,290089568994.31726,25.2369585043332,5.04739170086664,5,1,5.04739170086664,2900895689.943173,351.52893025004033,8252224.611726222,Amino Acid derivative,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,0.008367644881112803,480915023.2272914,0.04183822440556401,0.1418581495978489,4.183822440556401,14.18581495978489,25236.958504333197,5047.391700866639,776986.0717885544,0.032480580309811616,152008.04926532894,0.03320476596641573
beta-Glutamic acid,Smp_Orange_C,1239.2444195376431,71223297268.67896,6.196222097688215,1.239244419537643,5,1,1.239244419537643,712232972.6867895,86.30799647342643,8252224.611726222,Amino Acid derivative,2.202364003,183.3622515,0.1492131719,10.652985492657084,0.006758448968639781,388429443.2798179,0.0337922448431989,0.11632836826745259,3.3792244843198898,11.632836826745258,6196.222097688215,1239.2444195376431,244299.84644329475,0.025363184577876684,55194.32460057564,0.022452388511059317
beta-Glutamic acid,Smp_Pink_A,1090.6588368999844,62683613768.63931,5.4532941844999225,1.0906588368999843,5,1,1.0906588368999843,626836137.6863931,258.7121022336233,2422909.9925149423,Amino Acid derivative,0.798187087,66.45467376,0.03668128535,2.6188385094276314,0.0164120711936512,943253652.7832516,0.082060355968256,0.41646662555697517,8.2060355968256,41.64666255569752,5453.294184499922,1090.6588368999844,80030.39143966713,0.06814029128685471,21047.587903361855,0.05181870919877605
beta-Glutamic acid,Smp_Pink_B,2764.784382291125,158900905131.52417,13.823921911455626,2.764784382291125,5,1,2.764784382291125,1589009051.3152418,655.82669443939,2422909.9925149423,Amino Acid derivative,3.269362387,272.1973513,0.1254902336,8.9593004490708,0.010157278787198564,583770945.501938,0.05078639393599282,0.30859377894597456,5.078639393599282,30.859377894597458,13823.921911455625,2764.784382291125,173876.23609866985,0.07950437749072818,36214.86961705742,0.07634389993741397
beta-Glutamic acid,Smp_Pink_C,2055.2195477016257,118119969305.94724,10.276097738508128,2.055219547701626,5,1,2.055219547701626,1181199693.0594723,487.5128241282317,2422909.9925149423,Amino Acid derivative,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,0.015268875102177617,877550556.7872305,0.07634437551088806,0.39667782697841203,7.634437551088806,39.667782697841204,10276.097738508128,2055.2195477016257,139379.40062563264,0.07372752137246813,33583.78499839547,0.061196781357426434
Betonicine,Smp_Orange_A,0.4120719266452313,451441379.3103448,0.00288450348651661,4.1207192664523127e-4,7,1,4.1207192664523127e-4,13091800,55.81952604695188,234538,Betaine,15.13934563,1260.456717,1.05717892675,75.47665950937765,3.269227107028311e-7,358156.9864491783,2.2884589749198107e-6,5.459594122525164e-6,2.2884589749198108e-4,5.459594122525164e-4,2.884503486516619,0.4120719266452313,497937.8795977986,5.792898280497421e-6,88455.57226356486,4.6585185771836904e-6
Betonicine,Smp_Orange_B,0.6871091260310432,752755700,0.0048097638822173,6.871091260310432e-4,7,1,6.871091260310432e-4,7527557,32.095255353077114,234538,Betaine,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,1.139100252554673e-6,1247930.1693094235,7.973701767882708e-6,1.9311366140619314e-5,7.973701767882708e-4,0.0019311366140619315,4.809763882217303,0.6871091260310432,776986.0717885544,6.190283271289078e-6,152008.04926532894,4.5202154053809304e-6
Betonicine,Smp_Orange_C,0.3222451222030657,353032500,0.00225571585542146,3.2224512220306573e-4,7,1,3.2224512220306573e-4,3530325,15.052251660711695,234538,Betaine,2.202364003,183.3622515,0.1492131719,10.652985492657084,1.7574234585741095e-6,1925328.1256747656,1.2301964210018767e-5,3.0249278235212432e-5,0.0012301964210018766,0.003024927823521243,2.2557158554214602,0.3222451222030657,244299.84644329475,9.233390394066588e-6,55194.32460057564,5.838374226608526e-6
Betonicine,Smp_Pink_A,0.0657958485370083,72082000,4.605709397590581e-4,6.57958485370083e-5,7,1,6.57958485370083e-5,720820,5.113649262202043,140960,Betaine,0.798187087,66.45467376,0.03668128535,2.6188385094276314,9.900860964968238e-7,1084679.1643327149,6.930602675477765e-6,2.5124057210915434e-5,6.930602675477766e-4,0.0025124057210915434,0.4605709397590581,0.0657958485370083,80030.39143966713,5.754950481608862e-6,21047.587903361855,3.1260517280699406e-6
Betonicine,Smp_Pink_B,0.21879251007084632,239696000,0.00153154757049592,2.187925100708463e-4,7,1,2.1879251007084633e-4,2396960,17.00454029511918,140960,Betaine,3.269362387,272.1973513,0.1254902336,8.9593004490708,8.038010253439462e-7,880596.3719162759,5.626607177407608e-6,2.4420713571843436e-5,5.626607177407608e-4,0.0024420713571843434,1.5315475704959243,0.21879251007084632,173876.23609866985,8.808262732503677e-6,36214.86961705742,6.041510362577524e-6
Betonicine,Smp_Pink_C,0.15453626722912076,169300700,0.00108175387060384,1.5453626722912076e-4,7,1,1.5453626722912076e-4,1693007,12.010549091940977,140960,Betaine,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,1.148098735104456e-6,1257788.3690830548,8.036691145731152e-6,2.9827037574820897e-5,8.036691145731152e-4,0.00298270375748209,1.0817538706038452,0.15453626722912076,139379.40062563264,7.761217696073983e-6,33583.78499839547,4.6015143092568035e-6
Butyrylcarnitine,Smp_Orange_A,0.0834922466403504,355313310.3448276,9.184147130438544e-4,8.34922466403504e-5,11,1,8.34922466403504e-5,10304086,188.9409931054716,54536,Betaine,15.13934563,1260.456717,1.05717892675,75.47665950937765,6.623967766149832e-8,281892.5120971271,7.286364542764814e-7,1.1061995480864763e-6,7.286364542764815e-5,1.1061995480864763e-4,0.9184147130438545,0.0834922466403504,497937.8795977986,1.8444363256430488e-6,88455.57226356486,9.438890564358616e-7
Butyrylcarnitine,Smp_Orange_B,0.3491110080365025,1485692300,0.00384022108840152,3.4911100803650255e-4,11,1,3.4911100803650255e-4,14856923,272.4241418512542,54536,Betaine,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,5.787616877119311e-7,2463003.924753684,6.366378564831229e-6,9.811848285084488e-6,6.366378564831229e-4,9.811848285084489e-4,3.8402210884015275,0.3491110080365025,776986.0717885544,4.9424580797975855e-6,152008.04926532894,2.2966613263165545e-6
Butyrylcarnitine,Smp_Orange_C,0.09058263929245056,385487500,9.96409032216956e-4,9.058263929245056e-5,11,1,9.058263929245056e-5,3854875,70.68496039313482,54536,Betaine,2.202364003,183.3622515,0.1492131719,10.652985492657084,4.940092006475528e-7,2102327.4793285355,5.4341012071230815e-6,8.503028503595314e-6,5.434101207123081e-4,8.503028503595313e-4,0.9964090322169561,0.09058263929245056,244299.84644329475,4.078631430692429e-6,55194.32460057564,1.6411585783134275e-6
Butyrylcarnitine,Smp_Pink_A,0.1517626338213892,645847800,0.00166938897203528,1.5176263382138915e-4,11,1,1.5176263382138917e-4,6458478,93.34679424177602,69188,Betaine,0.798187087,66.45467376,0.03668128535,2.6188385094276314,2.2837014348979805e-6,9718621.181295224,2.5120715783877767e-5,5.7950359777838346e-5,0.0025120715783877767,0.005795035977783834,1.669388972035281,0.1517626338213892,80030.39143966713,2.0859437796125122e-5,21047.587903361855,7.210452547731072e-6
Butyrylcarnitine,Smp_Pink_B,0.36044109008128017,1533909100,0.00396485199089408,3.604410900812802e-4,11,1,3.604410900812802e-4,15339091,221.7016101057987,69188,Betaine,3.269362387,272.1973513,0.1254902336,8.9593004490708,1.3241902919327938e-6,5635282.976392431,1.4566093211260722e-5,4.023094125821651e-5,0.0014566093211260721,0.004023094125821651,3.964851990894082,0.36044109008128017,173876.23609866985,2.280272497182502e-5,36214.86961705742,9.952847929390592e-6
Butyrylcarnitine,Smp_Pink_C,0.3016544816264669,1283734200,0.00331819929789113,3.016544816264669e-4,11,1,3.016544816264669e-4,12837342,185.5428976123027,69188,Betaine,1.61670338,134.6018966,0.07256983295000001,5.181079979581201,2.241086412941873e-6,9537266.802524386,2.465195054236056e-5,5.822231712602328e-5,0.002465195054236056,0.0058222317126023285,3.318199297891136,0.3016544816264669,139379.40062563264,2.380695628619959e-5,33583.78499839547,8.98214664132941e-6
Carnitine,Smp_Orange_A,1.7608210692408868,3318952275.8620687,0.0123257474846862,0.00176082106924088,7,1,0.0017608210692408868,96249616,57.94371881561964,1661088,Betaine,15.13934563,1260.456717,1.05717892675,75.47665950937765,1.3969706737981443e-6,2633134.665473855,9.778794716587004e-6,2.332934553127786e-5,9.778794716587005e-4,0.002332934553127786,12.325747484686207,1.7608210692408868,497937.8795977986,2.4753584713503088e-5,88455.57226356486,1.9906276384649822e-5
Carnitine,Smp_Orange_B,4.8681801253317,9175979200,0.03407726087732191,0.0048681801253317,7,1,0.0048681801253317005,91759792,55.24077712920688,1661088,Betaine,7.245075835,603.2033831,0.49836616040000004,35.580555048655285,8.070545129095614e-6,15212081.790461032,5.64938159036693e-5,1.3682136545297333e-4,0.00564938159036693,0.013682136545297333,34.077260877321905,4.8681801253317,776986.0717885544,4.385826479344605e-5,152008.04926532894,3.202580487586106e-5
